,index,n_BuildingSqm,n_BuildingKwh,c_n_BuildingSqm,c_n_BuildingKwh,NonRElectricity,w
0,0,4,6,837.2166583610001,293.0,104624.120488,0.137
1,1,4,6,837.2166583610001,293.0,104624.120488,0.137
2,2,8,8,406.726338714,243.0,29850.162028099996,0.137
3,3,8,8,406.726338714,243.0,29850.162028099996,0.137
4,4,8,6,406.726338714,243.0,29850.162028099996,0.137
5,5,8,6,406.726338714,243.0,29850.162028099996,0.137
6,6,8,1,406.726338714,243.0,29850.162028099996,0.137
7,7,6,6,637.229859886,296.0,65648.0431331,0.137
8,8,7,8,296.280540763,137.0,14168.9047685,0.137
9,9,4,4,837.2166583610001,293.0,104624.120488,0.137
10,10,4,4,837.2166583610001,293.0,104624.120488,0.137
11,11,4,4,837.2166583610001,293.0,104624.120488,0.137
12,12,6,4,637.229859886,296.0,65648.0431331,0.137
13,13,1,4,312.594751517,631.0,65940.4053426,0.137
14,14,8,4,406.726338714,243.0,29850.162028099996,0.137
15,15,0,4,719.587128022,262.0,77984.59555089999,0.137
16,16,6,4,637.229859886,296.0,65648.0431331,0.137
17,17,4,4,837.2166583610001,293.0,104624.120488,0.137
18,18,4,4,837.2166583610001,293.0,104624.120488,0.137
19,19,4,4,837.2166583610001,293.0,104624.120488,0.137
20,20,4,8,837.2166583610001,293.0,104624.120488,0.137
21,21,4,8,837.2166583610001,293.0,104624.120488,0.137
22,22,4,3,837.2166583610001,293.0,104624.120488,0.137
23,23,4,4,837.2166583610001,293.0,104624.120488,0.137
24,24,4,4,837.2166583610001,293.0,104624.120488,0.137
25,25,8,8,406.726338714,243.0,29850.162028099996,0.137
26,26,8,8,406.726338714,243.0,29850.162028099996,0.137
27,27,8,0,406.726338714,243.0,29850.162028099996,0.137
28,28,3,6,703.6254615639999,316.0,79114.259915,0.137
29,29,6,8,637.229859886,296.0,65648.0431331,0.137
30,30,8,8,406.726338714,243.0,29850.162028099996,0.137
31,31,1,8,312.594751517,631.0,65940.4053426,0.137
32,32,1,8,312.594751517,631.0,65940.4053426,0.137
33,33,8,8,406.726338714,243.0,29850.162028099996,0.137
34,34,6,4,637.229859886,296.0,65648.0431331,0.137
35,35,4,6,837.2166583610001,293.0,104624.120488,0.137
36,36,4,5,837.2166583610001,293.0,104624.120488,0.137
37,37,4,6,837.2166583610001,293.0,104624.120488,0.137
38,38,4,6,837.2166583610001,293.0,104624.120488,0.137
39,39,4,4,837.2166583610001,293.0,104624.120488,0.137
40,40,8,8,406.726338714,243.0,29850.162028099996,0.137
41,41,8,4,406.726338714,243.0,29850.162028099996,0.137
42,42,4,4,837.2166583610001,293.0,104624.120488,0.137
43,43,4,4,837.2166583610001,293.0,104624.120488,0.137
44,44,8,8,406.726338714,243.0,29850.162028099996,0.137
45,45,8,4,406.726338714,243.0,29850.162028099996,0.137
46,46,6,1,637.229859886,296.0,65648.0431331,0.137
47,47,8,4,406.726338714,243.0,29850.162028099996,0.137
48,48,8,8,406.726338714,243.0,29850.162028099996,0.137
49,49,6,5,637.229859886,296.0,65648.0431331,0.137
50,50,1,6,312.594751517,631.0,65940.4053426,0.137
51,51,5,6,497.42790442,233.0,40122.4338562,0.137
52,52,1,4,312.594751517,631.0,65940.4053426,0.137
53,53,1,8,312.594751517,631.0,65940.4053426,0.137
54,54,3,8,703.6254615639999,316.0,79114.259915,0.137
55,55,6,0,637.229859886,296.0,65648.0431331,0.137
56,56,4,1,837.2166583610001,293.0,104624.120488,0.137
57,57,3,4,703.6254615639999,316.0,79114.259915,0.137
58,58,6,8,637.229859886,296.0,65648.0431331,0.137
59,59,8,8,406.726338714,243.0,29850.162028099996,0.137
60,60,8,8,406.726338714,243.0,29850.162028099996,0.137
61,61,6,8,637.229859886,296.0,65648.0431331,0.137
62,62,0,8,719.587128022,262.0,77984.59555089999,0.137
63,63,1,5,312.594751517,631.0,65940.4053426,0.137
64,64,6,0,637.229859886,296.0,65648.0431331,0.137
65,65,1,7,312.594751517,631.0,65940.4053426,0.137
66,66,8,3,406.726338714,243.0,29850.162028099996,0.137
67,67,8,8,406.726338714,243.0,29850.162028099996,0.137
68,68,1,6,312.594751517,631.0,65940.4053426,0.137
69,69,6,6,637.229859886,296.0,65648.0431331,0.137
70,70,0,7,719.587128022,262.0,77984.59555089999,0.137
71,71,1,0,312.594751517,631.0,65940.4053426,0.137
72,72,1,4,312.594751517,631.0,65940.4053426,0.137
73,73,4,4,837.2166583610001,293.0,104624.120488,0.137
74,74,4,5,837.2166583610001,293.0,104624.120488,0.137
75,75,6,6,637.229859886,296.0,65648.0431331,0.137
76,76,8,6,406.726338714,243.0,29850.162028099996,0.137
77,77,7,8,296.280540763,137.0,14168.9047685,0.137
78,78,1,0,312.594751517,631.0,65940.4053426,0.137
79,79,0,3,719.587128022,262.0,77984.59555089999,0.137
80,80,3,4,703.6254615639999,316.0,79114.259915,0.137
81,81,6,4,637.229859886,296.0,65648.0431331,0.137
82,82,6,4,637.229859886,296.0,65648.0431331,0.137
83,83,0,4,719.587128022,262.0,77984.59555089999,0.137
84,84,0,3,719.587128022,262.0,77984.59555089999,0.137
85,85,7,1,296.280540763,137.0,14168.9047685,0.137
86,86,8,0,406.726338714,243.0,29850.162028099996,0.137
87,87,8,8,406.726338714,243.0,29850.162028099996,0.137
88,88,8,4,406.726338714,243.0,29850.162028099996,0.137
89,89,4,4,837.2166583610001,293.0,104624.120488,0.137
90,90,4,4,837.2166583610001,293.0,104624.120488,0.137
91,91,4,4,837.2166583610001,293.0,104624.120488,0.137
92,92,8,4,406.726338714,243.0,29850.162028099996,0.137
93,93,8,6,406.726338714,243.0,29850.162028099996,0.137
94,94,8,4,406.726338714,243.0,29850.162028099996,0.137
95,95,8,4,406.726338714,243.0,29850.162028099996,0.137
96,96,1,4,312.594751517,631.0,65940.4053426,0.137
97,97,7,6,296.280540763,137.0,14168.9047685,0.137
98,98,4,4,837.2166583610001,293.0,104624.120488,0.137
99,99,1,4,312.594751517,631.0,65940.4053426,0.137
100,100,4,4,837.2166583610001,293.0,104624.120488,0.137
101,101,4,4,837.2166583610001,293.0,104624.120488,0.137
102,102,8,4,406.726338714,243.0,29850.162028099996,0.137
103,103,6,4,637.229859886,296.0,65648.0431331,0.137
104,104,8,4,406.726338714,243.0,29850.162028099996,0.137
105,105,6,4,637.229859886,296.0,65648.0431331,0.137
106,106,0,4,719.587128022,262.0,77984.59555089999,0.137
107,107,4,8,837.2166583610001,293.0,104624.120488,0.137
108,108,4,8,837.2166583610001,293.0,104624.120488,0.137
109,109,4,5,837.2166583610001,293.0,104624.120488,0.137
110,110,1,6,312.594751517,631.0,65940.4053426,0.137
111,111,4,7,837.2166583610001,293.0,104624.120488,0.137
112,112,4,0,837.2166583610001,293.0,104624.120488,0.137
113,113,6,2,637.229859886,296.0,65648.0431331,0.137
114,114,1,6,312.594751517,631.0,65940.4053426,0.137
115,115,8,6,406.726338714,243.0,29850.162028099996,0.137
116,116,6,8,637.229859886,296.0,65648.0431331,0.137
117,117,6,8,637.229859886,296.0,65648.0431331,0.137
118,118,6,8,637.229859886,296.0,65648.0431331,0.137
119,119,1,8,312.594751517,631.0,65940.4053426,0.137
120,120,8,8,406.726338714,243.0,29850.162028099996,0.137
121,121,4,0,837.2166583610001,293.0,104624.120488,0.137
122,122,4,1,837.2166583610001,293.0,104624.120488,0.137
123,123,4,0,837.2166583610001,293.0,104624.120488,0.137
124,124,4,8,837.2166583610001,293.0,104624.120488,0.137
125,125,4,1,837.2166583610001,293.0,104624.120488,0.137
126,126,4,4,837.2166583610001,293.0,104624.120488,0.137
127,127,4,2,837.2166583610001,293.0,104624.120488,0.137
128,128,4,8,837.2166583610001,293.0,104624.120488,0.137
129,129,4,6,837.2166583610001,293.0,104624.120488,0.137
130,130,3,6,703.6254615639999,316.0,79114.259915,0.137
131,131,4,4,837.2166583610001,293.0,104624.120488,0.137
132,132,8,4,406.726338714,243.0,29850.162028099996,0.137
133,133,8,8,406.726338714,243.0,29850.162028099996,0.137
134,134,4,8,837.2166583610001,293.0,104624.120488,0.137
135,135,3,4,703.6254615639999,316.0,79114.259915,0.137
136,136,0,1,719.587128022,262.0,77984.59555089999,0.137
137,137,5,3,497.42790442,233.0,40122.4338562,0.137
138,138,8,1,406.726338714,243.0,29850.162028099996,0.137
139,139,8,8,406.726338714,243.0,29850.162028099996,0.137
140,140,4,4,837.2166583610001,293.0,104624.120488,0.137
141,141,4,4,837.2166583610001,293.0,104624.120488,0.137
142,142,6,4,637.229859886,296.0,65648.0431331,0.137
143,143,4,4,837.2166583610001,293.0,104624.120488,0.137
144,144,1,6,312.594751517,631.0,65940.4053426,0.137
145,145,6,6,637.229859886,296.0,65648.0431331,0.137
146,146,6,1,637.229859886,296.0,65648.0431331,0.137
147,147,6,4,637.229859886,296.0,65648.0431331,0.137
148,148,3,4,703.6254615639999,316.0,79114.259915,0.137
149,149,1,3,312.594751517,631.0,65940.4053426,0.137
150,150,1,1,312.594751517,631.0,65940.4053426,0.137
151,151,2,3,1165.99458393,592.0,227392.473629,0.137
152,152,1,8,312.594751517,631.0,65940.4053426,0.137
153,153,4,8,837.2166583610001,293.0,104624.120488,0.137
154,154,4,8,837.2166583610001,293.0,104624.120488,0.137
155,155,4,6,837.2166583610001,293.0,104624.120488,0.137
156,156,8,7,406.726338714,243.0,29850.162028099996,0.137
157,157,8,7,406.726338714,243.0,29850.162028099996,0.137
158,158,8,1,406.726338714,243.0,29850.162028099996,0.137
159,159,8,4,406.726338714,243.0,29850.162028099996,0.137
160,160,4,8,837.2166583610001,293.0,104624.120488,0.137
161,161,4,4,837.2166583610001,293.0,104624.120488,0.137
162,162,5,4,497.42790442,233.0,40122.4338562,0.137
163,163,3,8,703.6254615639999,316.0,79114.259915,0.137
164,164,1,8,312.594751517,631.0,65940.4053426,0.137
165,165,1,8,312.594751517,631.0,65940.4053426,0.137
166,166,6,4,637.229859886,296.0,65648.0431331,0.137
167,167,8,4,406.726338714,243.0,29850.162028099996,0.137
168,168,8,8,406.726338714,243.0,29850.162028099996,0.137
169,169,7,8,296.280540763,137.0,14168.9047685,0.137
170,170,4,4,837.2166583610001,293.0,104624.120488,0.137
171,171,4,6,837.2166583610001,293.0,104624.120488,0.137
172,172,4,4,837.2166583610001,293.0,104624.120488,0.137
