,index,i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,c_i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,c_w_Education,i_Intercept,Income,e_Intercept,Electricity,w_Intercept,Water,w
0,0,0,830.8016722489999,1,7108.00197033,2,1667.05360338,60.2094383658,119.270293375,3,19029.358917700003,1,-27.303949626999998,1,17.4344991282,1,30.8667458593,1,59.1165592551,1,203.551316909,1,23.353634280300003,0.0014774120857300001,121.179009979,1003.68603571,0.0542105042065,52.2809486358,4.8179538310000005,2,67.8927120757,1147.66399223,496856.23284099996,3.2999838733,197.858166311,-601.591950028,370.606113858,4419.9
1,1,0,1016.60891412,0,7175.54501399,2,1663.88516244,49.3887751551,116.672195376,3,18423.2745978,1,6.09726327836,1,21.226902428,1,32.170689382199996,1,61.6565227297,1,201.302074541,1,25.3413770887,0.0013970258433099998,100.262585511,1023.81093711,0.054193214870699995,43.66467566359999,6.21769817694,3,139.678835956,1147.66399223,376726.857744,3.2999838733,166.22219320600001,-601.591950028,273.66233821099996,4419.9
2,2,0,746.186424125,1,7168.94727958,1,1648.50587345,48.468274325299994,121.79952364200001,3,18888.7855902,1,-15.3102612552,1,20.9771926139,0,28.5479991166,1,60.780667167299995,1,202.36470598900002,1,25.420225674,0.0014897167343199999,95.0516376976,977.674628287,0.0528885159966,34.5055284021,5.43926638895,2,38.5273489219,1147.66399223,456858.15620100003,3.2999838733,185.305483669,-601.591950028,331.03319639999995,4419.9
3,3,0,950.9383570780001,1,6996.6193017000005,1,1695.08158792,60.6244879613,110.47455270799999,3,18641.6539567,1,-17.6703277761,1,18.6646687189,1,27.325862994,1,60.0950673663,1,202.77905189,1,25.614776527600004,0.00140547970485,87.4096597349,1015.7011884,0.05375531697290001,56.912676341,5.79013865103,2,162.298889557,1147.66399223,462394.066547,3.2999838733,183.765783978,-601.591950028,347.12202092300004,4419.9
4,5,0,1037.84757516,1,7236.36701542,2,1635.29141731,42.9606354799,120.56035474299999,3,18880.4810708,1,19.6740298415,1,19.311003316199997,1,30.3936102332,1,60.6074264073,1,201.783008301,1,26.0746645495,0.0014027966333499998,92.98989518270001,963.1062144289999,0.05163343775280001,60.0500283246,5.54060783146,2,60.636511497200004,1147.66399223,469438.87889799994,3.2999838733,193.177002717,-601.591950028,333.52656357,4419.9
5,6,0,830.8016722489999,1,7108.00197033,2,1667.05360338,60.2094383658,119.270293375,3,19029.358917700003,1,-27.303949626999998,1,17.4344991282,1,30.8667458593,1,59.1165592551,1,203.551316909,1,23.353634280300003,0.0014774120857300001,121.179009979,1003.68603571,0.0542105042065,52.2809486358,4.8179538310000005,2,67.8927120757,1147.66399223,496856.23284099996,3.2999838733,197.858166311,-601.591950028,370.606113858,4419.9
6,7,0,1016.60891412,0,7175.54501399,2,1663.88516244,49.3887751551,116.672195376,3,18423.2745978,1,6.09726327836,1,21.226902428,1,32.170689382199996,1,61.6565227297,1,201.302074541,1,25.3413770887,0.0013970258433099998,100.262585511,1023.81093711,0.054193214870699995,43.66467566359999,6.21769817694,3,139.678835956,1147.66399223,376726.857744,3.2999838733,166.22219320600001,-601.591950028,273.66233821099996,4419.9
7,8,0,746.186424125,1,7168.94727958,1,1648.50587345,48.468274325299994,121.79952364200001,3,18888.7855902,1,-15.3102612552,1,20.9771926139,0,28.5479991166,1,60.780667167299995,1,202.36470598900002,1,25.420225674,0.0014897167343199999,95.0516376976,977.674628287,0.0528885159966,34.5055284021,5.43926638895,2,38.5273489219,1147.66399223,456858.15620100003,3.2999838733,185.305483669,-601.591950028,331.03319639999995,4419.9
8,9,0,950.9383570780001,1,6996.6193017000005,1,1695.08158792,60.6244879613,110.47455270799999,3,18641.6539567,1,-17.6703277761,1,18.6646687189,1,27.325862994,1,60.0950673663,1,202.77905189,1,25.614776527600004,0.00140547970485,87.4096597349,1015.7011884,0.05375531697290001,56.912676341,5.79013865103,2,162.298889557,1147.66399223,462394.066547,3.2999838733,183.765783978,-601.591950028,347.12202092300004,4419.9
9,11,0,1037.84757516,1,7236.36701542,2,1635.29141731,42.9606354799,120.56035474299999,3,18880.4810708,1,19.6740298415,1,19.311003316199997,1,30.3936102332,1,60.6074264073,1,201.783008301,1,26.0746645495,0.0014027966333499998,92.98989518270001,963.1062144289999,0.05163343775280001,60.0500283246,5.54060783146,2,60.636511497200004,1147.66399223,469438.87889799994,3.2999838733,193.177002717,-601.591950028,333.52656357,4419.9
