i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,i_Intercept,c_i_Education,Income__0,e_Intercept,Electricity__0,w_Intercept,c_w_Education,Water__0
0,919.012059036,1,7105.22445663,3,1666.84639522,52.0958389329,116.575897706,1,1,0.825661590942,1,18.7899086369,0,28.8862421461,1,59.2432357338,1,203.322615455,1,24.5934998764,0.00142606675157,98.495046208,1000.97890777,0.0531870120086,49.7393515183,6.08894188165,3,1147.66399223,6023.86254599,179736.840252,3.2999838733,110.137711396,-601.591950028,214.401145313,132.729118094
0,919.012059036,1,7105.22445663,3,1666.84639522,52.0958389329,116.575897706,3,1,0.825661590942,1,18.7899086369,0,28.8862421461,1,59.2432357338,1,203.322615455,1,24.5934998764,0.00142606675157,98.495046208,1000.97890777,0.0531870120086,49.7393515183,6.08894188165,2,1147.66399223,18727.4606703,269806.572591,3.2999838733,135.114577302,-601.591950028,101.70283943,193.621124381
1,919.012059036,0,7105.22445663,3,1666.84639522,52.0958389329,116.575897706,2,1,0.825661590942,1,18.7899086369,1,28.8862421461,1,59.2432357338,0,203.322615455,1,24.5934998764,0.00142606675157,98.495046208,1000.97890777,0.0531870120086,49.7393515183,6.08894188165,0,1147.66399223,11959.091528,177957.3437,3.2999838733,70.9418835596,-601.591950028,260.327274277,124.110652905
0,919.012059036,1,7105.22445663,4,1666.84639522,52.0958389329,116.575897706,3,1,0.825661590942,1,18.7899086369,0,28.8862421461,1,59.2432357338,1,203.322615455,1,24.5934998764,0.00142606675157,98.495046208,1000.97890777,0.0531870120086,49.7393515183,6.08894188165,0,1147.66399223,18727.4606703,281624.673825,3.2999838733,138.391806201,-601.591950028,101.70283943,202.082811275
0,918.94889729,0,7105.34280873,4,1667.00737691,52.0984815321,116.580984498,0,1,0.825614985183,1,18.7904212465,0,28.8830497462,1,59.2442167063,1,203.325815463,1,24.5938675586,0.00146112613476,98.4901470755,1000.93798265,0.0531368783367,49.7388787092,6.08886111898,2,1147.66399223,1.0,98484.1708571,3.2999838733,83.4958556096,-601.591950028,1.0,64.2162355027
0,917.663829154,1,7114.19976627,3,1668.65178033,52.117536658,116.71490376,3,1,0.823700343481,1,18.7714431492,0,28.8715790376,1,59.2121063954,0,203.149265959,1,24.5609662489,0.0014809979316,98.6533860523,1003.34321447,0.0526207605825,49.7134763301,6.08394081197,1,1147.66399223,18727.4606703,269977.908663,3.2999838733,98.4924379579,-601.591950028,101.70283943,191.854654966
0,917.779964751,0,7113.35490208,2,1669.18322686,52.1416749808,116.820378301,0,1,0.821724078016,1,18.7613002906,0,28.8722608684,1,59.2507776216,1,202.978726287,1,24.5539248548,0.00148409339329,98.6359846505,1003.73560806,0.0528774146848,49.685838802,6.08360158881,3,1147.66399223,1.0,75000.7434077,3.2999838733,77.0859895719,-601.591950028,1.0,47.1647044989
0,917.257366363,1,7115.38500495,2,1667.83860886,52.1500924133,116.88390328,1,1,0.822190261057,1,18.7662391485,0,28.8692415508,1,59.2578600937,1,202.959219565,1,24.5814148909,0.00148612114595,98.50244725,1003.45714715,0.0530228535396,49.7350144529,6.08426283798,1,1147.66399223,6023.86254599,168163.575233,3.2999838733,108.816723026,-601.591950028,214.401145313,124.117392347
1,915.094074478,1,7090.81788987,3,1672.85336558,52.1712014642,116.986149392,3,1,0.823611935415,1,18.7978314848,0,28.7781846499,1,59.3231121538,1,202.524755221,1,24.5933339992,0.00147050213382,98.9721688394,1001.66113266,0.0530278393221,49.6171192809,6.058761365,3,1147.66399223,18727.4606703,276534.344967,3.2999838733,139.23116831,-601.591950028,101.70283943,198.760511306
0,914.187719031,1,7120.33118347,3,1664.26488294,52.0691847457,117.187924458,3,1,0.814391865182,1,18.7735685237,0,28.7853386435,1,59.4940330336,1,202.718669231,1,24.7025704119,0.0013852220433,99.3003331082,1002.67902756,0.0526834491872,49.6551803792,6.06058942935,0,1147.66399223,18727.4606703,270062.685924,3.2999838733,132.987805917,-601.591950028,101.70283943,192.092194917
