i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,c_i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,c_w_Education,i_Intercept,Income__0,e_Intercept,Electricity__0,w_Intercept,Water__0
0,919.012059036,0,7105.22445663,3,1666.84639522,53.821891019,116.575897706,0,1.0,1,0.825661590942,1,18.7899086369,0,28.8862421461,1,59.2432357338,0,203.322615455,1,24.5934998764,0.00142606675157,98.495046208,1000.97890777,0.0531870120086,49.7393515183,6.08894188165,0,1.0,1147.66399223,163297.849386,3.2999838733,64.3422413353,-601.591950028,113.571084193
0,919.012059036,1,7105.22445663,3,1666.84639522,53.821891019,116.575897706,0,1.0,1,0.825661590942,1,18.7899086369,0,28.8862421461,0,59.2432357338,1,203.322615455,1,24.5934998764,0.00142606675157,98.495046208,1000.97890777,0.0531870120086,49.7393515183,6.08894188165,4,1.0,1147.66399223,256690.555401,3.2999838733,116.869922678,-601.591950028,192.749651546
1,905.768319865,0,7130.86420329,4,1664.83403607,69.146436563,113.776655736,0,0.999999999997,1,1.58032452375,0,18.4581879478,0,29.2935534184,1,58.8637838114,0,203.020132135,1,24.5328196867,0.0014100896037,89.0167054593,1011.25816869,0.0523521297911,47.6248838838,5.78716254627,2,1.0,1147.66399223,217944.727907,3.2999838733,74.946265449,-601.591950028,152.406274384
0,1124.40249691,1,7074.82206387,3,1683.5173501,56.290362234,117.446562167,0,0.999999999891,1,19.2202407949,1,17.615726195,0,30.7608094149,0,59.0630582954,0,199.218723465,1,24.6564407002,0.00142036858735,101.616303744,979.467684277,0.0506683003093,45.8084951136,7.20448870877,2,0.999999999895,1147.66399223,261374.958439,3.2999838733,82.60814148,-601.591950028,187.911879708
1,781.924594133,0,7061.24201427,3,1650.96670138,51.9337364922,115.228304606,0,0.999999999947,1,-13.3868776066,1,19.926346713,0,29.3569276934,0,58.6791728085,0,206.914679505,1,24.7496473171,0.00142576939238,86.0657042452,1021.68703688,0.0549796639774,58.3515951548,4.58531991601,2,1.00000000008,1147.66399223,169136.341087,3.2999838733,52.2387517801,-601.591950028,122.009331778
0,719.693161505,1,7026.58503382,3,1629.25965032,52.9025685908,114.825470558,0,1.00000000005,1,-16.1656141789,1,20.3123217572,0,29.3738869749,1,59.2916815081,0,207.288001499,1,23.8450327515,0.00141086450395,75.2633647365,1027.36384051,0.0547600461437,59.3059766049,4.38693696418,3,0.999999999935,1147.66399223,251548.892861,3.2999838733,84.3972416879,-601.591950028,193.8331624
0,1147.85938766,0,6967.99328198,3,1686.05113779,60.9612971638,119.64246117,0,0.999999999979,1,34.43180481,1,20.0775894777,0,30.439706359,0,57.9978160955,0,203.507890985,1,22.953430386,0.00139044017576,123.600021808,974.893907876,0.0524119982801,35.9702871054,4.35379627492,3,0.999999999982,1147.66399223,177452.063783,3.2999838733,62.0448462079,-601.591950028,120.359345962
0,961.7884491,1,7007.06491807,3,1704.28321728,38.2308139745,115.509924011,0,1.00000000002,1,37.0781846934,1,16.7574296368,0,27.5705436668,0,58.4419180981,1,206.314492879,1,25.1953988141,0.0014044011078,123.893119337,1013.7099276,0.0530749158375,60.1505909873,6.92842643346,0,1.00000000001,1147.66399223,232450.67691,3.2999838733,116.530795633,-601.591950028,175.049631258
1,961.7884491,0,7007.06491807,3,1704.28321728,38.2308139745,115.509924011,0,1.00000000002,1,37.0781846934,0,16.7574296368,0,27.5705436668,1,58.4419180981,0,206.314492879,1,25.1953988141,0.0014044011078,123.893119337,1013.7099276,0.0530749158375,60.1505909873,6.92842643346,0,1.00000000001,1147.66399223,152990.171264,3.2999838733,64.199988422,-601.591950028,107.29469791
0,829.90743727,1,7202.3162609,5,1622.47066959,74.974501583,117.034703811,0,1.00000000004,1,-31.3711293611,1,21.6232918978,0,29.6254018031,0,59.3201487174,0,198.926643503,1,24.3584804704,0.00143539290134,86.6363640436,988.203730668,0.053411961253,38.8367812707,5.30627928229,2,1.00000000001,1147.66399223,331733.453805,3.2999838733,93.6033267068,-601.591950028,248.048060824
0,950.704688089,0,6912.52052458,5,1710.94304168,34.9431764755,114.661396789,0,0.9999999999,1,32.5741992146,1,15.9756458949,0,29.1016248235,1,59.2863932162,0,207.031638964,1,24.4905245733,0.00139796310705,100.148157829,1016.855686,0.0527396442704,55.2832117982,7.07840751539,3,1.00000000006,1147.66399223,180207.56223,3.2999838733,73.4215244302,-601.591950028,125.054395473
