w_ConstructionType,c_w_ConstructionType,w_Age,c_w_Age,w_ConstructionYear,c_w_ConstructionYear,w_HHSize,c_w_HHSize,w_Income_log__,c_w_Income,c_e_ConstructionType,e_sqm,c_e_sqm,c_e_Income,c_e_HHSize,c_e_ConstructionYear,w_Intercept,w_Income,Water__0,e_Intercept,e_CDD,e_HDD,Electricity__0
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,1968,0.01567612963588693,2,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468347,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,31.783804392563233,-29960.626895641995,833.3,3006.5,1218.2439840870459
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,1966,0.01567612963588693,1,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468347,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,26.764830166528046,-29960.626895641995,833.3,3006.5,1182.1102956329055
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,1965,0.01567612963588693,2,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468347,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,31.76109124315934,-29960.626895641995,833.3,3006.5,1216.9218981312094
0,1.1517498469045513,56.051873049804335,0.0005159223216794767,1965,0.01567612963588693,2,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468347,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,31.20483433204086,-29960.626895641995,833.3,3006.5,1123.4180818397708
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,1964,0.01567612963588693,2,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468347,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,31.753520193358046,-29960.626895641995,833.3,3006.5,1216.4812028125973
0,1.1545622568787581,56.11945100815731,-0.0017621805278329801,1963,0.013558476758949412,2,10.35537542146813,9.517805151540722,0.0009695540664427299,2752.745062106082,72.95866552985643,16.76838350033333,0.03404128940877594,1037.2227806514902,12.967858843116403,-5.28240917773532,13599.729088203789,29.17738531203467,-29960.626895641995,833.3,3006.5,1122.944643192642
1,1.155184475147396,56.09616041940851,-0.001366373581912316,1963,0.014206342118806515,2,10.349198887489177,9.527747169933113,0.0009658326353830012,2754.613821995008,72.96768683496833,16.761325892541308,0.03425682920655228,1037.9367949854982,12.965360947537551,-5.28240917773532,13735.612201873595,30.393237409694276,-29960.626895641995,833.3,3006.5,1216.6474353181436
1,1.1540887940054387,56.06977708469798,0.0012172634787824604,1961,0.014708991963095918,3,10.34417890340061,9.515878015318464,0.0009501168146141712,2756.6764988171444,72.97316156348889,16.761448129181712,0.035134399644234864,1038.4561286554551,12.954288049029135,-5.28240917773532,13573.545795154643,35.73744758729579,-29960.626895641995,833.3,3006.5,1250.6305781468438
1,1.157694381254077,55.98429900905651,0.00013218398069232123,1962,0.01621167441737135,3,10.351085606767471,9.522754351593733,0.0009541260122163239,2756.9481162547845,72.97922980400998,16.77172715422449,0.03332239382066706,1041.311250800137,12.958310045530327,-5.28240917773532,13667.203703081674,37.22026506759109,-29960.626895641995,833.3,3006.5,1250.9383457114318
0,1.1576698240014105,55.9855017345582,0.00011689550874970369,1962,0.01621961545449152,3,10.35118353783034,9.522896048918682,0.0009415484689140382,2756.953142831092,72.98094104505316,16.771751439929094,0.033336328582733256,1041.299450429114,12.958187165042284,-5.28240917773532,13669.140446498373,36.58624929379603,-29960.626895641995,833.3,3006.5,1157.2838548798027
1,1.1569606429484618,55.985952280204096,0.00012450896439770886,1961,0.016418988534257828,3,10.34825604908197,9.527052960959859,0.0009439950060057755,2756.9394588716355,73.01206600399259,16.77489964012065,0.033350574328560874,1041.0423911998967,12.960698541698159,-5.28240917773532,13726.080125639157,37.364090615813026,-29960.626895641995,833.3,3006.5,1250.7359278168028
1,1.1581540595539372,55.98837017780533,-0.002334235111687086,1961,0.016972263038966814,2,10.35198702806293,9.525354307828069,0.000947554748572074,2756.417282631228,72.98466283056902,16.78269300011576,0.03239883332629652,1041.7189958945098,12.969411490154458,-5.28240917773532,13702.78406820858,32.840863761150835,-29960.626895641995,833.3,3006.5,1215.5141794689698
1,1.1595136984493644,55.99106471850883,-0.002339623185906216,1960,0.016065142420589738,2,10.353120946881107,9.525948179646916,0.0009742375633713324,2750.9939624771123,72.98019295598282,16.778885051316905,0.033371691213606294,1042.5745735740231,12.973741172760084,-5.28240917773532,13710.92418235939,32.1559927631931,-29960.626895641995,833.3,3006.5,1215.685872669634
1,1.1578900692327838,55.93353960066897,-0.0014857489313041504,1959,0.015798322243444254,3,10.36665057600615,9.518917874727492,0.0009392819101295277,2750.1377012580224,72.97043949900373,16.783328082434572,0.03162135278888599,1041.2265063346235,13.002713517924418,-5.28240917773532,13614.870244489604,36.662903055308085,-29960.626895641995,833.3,3006.5,1251.5104962818118
1,1.157664103409079,55.872683090783305,-0.0009253570184128734,1959,0.015276178629998215,3,10.366693786883394,9.514605153086682,0.0009635262909787183,2746.0942499266516,72.90874462339885,16.77319390824359,0.031452607494865295,1041.4516761259777,12.978020347854207,-5.28240917773532,13556.279532478662,36.316159836636224,-29960.626895641995,833.3,3006.5,1249.551880026886
1,1.1614838992461003,55.8741820883543,0.0022690253680553957,1960,0.015604840361397873,5,10.3562327367224,9.5277823583305,0.0009536752837621733,2742.692208177236,73.22191236006205,16.715178559101687,0.03167943416696359,1039.4991199450349,12.995393018136681,-5.28240917773532,13736.095544558086,46.72930049090483,-29960.626895641995,833.3,3006.5,1321.7915314806555
1,1.1614838992461003,55.8741820883543,0.0022690253680553957,1960,0.015604840361397873,5,10.3562327367224,9.5277823583305,0.0009536752837621733,2742.692208177236,73.22191236006205,16.715178559101687,0.03167943416696359,1039.4991199450349,12.995393018136681,-5.28240917773532,13736.095544558086,46.72930049090483,-29960.626895641995,833.3,3006.5,1321.7915314806555
1,1.16290412787837,55.84512820209419,0.001750619218164422,1961,0.01465594121381032,5,10.359862377767781,9.528484335040739,0.0009564383622130977,2743.199828117338,73.26824261338655,16.711225719710562,0.031335230071124945,1039.1717716966054,12.995674734068855,-5.28240917773532,13745.741348888883,45.85635986767895,-29960.626895641995,833.3,3006.5,1322.0795245726765
0,1.162711638274787,55.82050816581041,0.0019468144255234746,1961,0.015288515471414165,4,10.352485478446267,9.529825113904971,0.0009487511661795056,2742.983311934706,73.27587115065043,16.716405842458794,0.03144782535106159,1038.973607196016,12.995396277363053,-5.28240917773532,13764.183709163312,40.83879080194798,-29960.626895641995,833.3,3006.5,1193.6346471752
1,1.1614619035483174,55.808544855839926,0.001536063253822007,1961,0.016291770465776043,5,10.358779211680165,9.524346470450874,0.0009435750402824512,2747.355660928099,73.37531008742967,16.73571869897611,0.029725943811604025,1038.8879053109467,12.983012030103168,-5.28240917773532,13688.98084712245,47.285261180951295,-29960.626895641995,833.3,3006.5,1320.642005266661
0,1.1625632310090541,55.78271498251262,0.00019952342889750386,1960,0.01473920665974362,3,10.373809097274536,9.523381916080229,0.0009877100924638995,2746.150530451515,73.40118585989673,16.761897166324076,0.03147222128549494,1038.691248978761,12.957276826932262,-5.28240917773532,13675.783446645035,35.51211804013089,-29960.626895641995,833.3,3006.5,1155.4334163217418
1,1.1631045399362667,55.7326885014761,0.0006228679285206387,1960,0.01486550062705813,2,10.352735377067575,9.511141678098566,0.0009602506327793148,2742.487527294536,73.37777134157415,16.78858145564117,0.030600231598041913,1037.923508901493,12.950273136253065,-5.28240917773532,13509.408911850775,30.91571233413531,-29960.626895641995,833.3,3006.5,1212.2688119266495
1,1.1610887790226996,55.8509593509251,0.0016475098473389274,1961,0.01706195738438937,3,10.348659325423409,9.51008088310633,0.0009660127789565142,2748.0559548074834,73.27151120910837,16.772414055203278,0.03233904233670588,1037.6027557814527,12.979155709154593,-5.28240917773532,13495.085796816495,38.05488687102577,-29960.626895641995,833.3,3006.5,1250.7293930969724
