w_ConstructionType,c_w_ConstructionType,w_Age,c_w_Age,w_ConstructionYear,c_w_ConstructionYear,w_HHSize,c_w_HHSize,w_Income_log__,c_w_Income,c_e_ConstructionType,e_sqm,c_e_sqm,c_e_Income,c_e_HHSize,c_e_ConstructionYear,w_Intercept,w_Income,Water__0,e_Intercept,e_CDD,e_HDD,Electricity__0
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,1940,0.01567612963588693,3,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,75.73118667675064,-29960.626895641995,833.3,3006.5,36536.35554422826
0,1.1517498469045513,56.051873049804335,0.0005159223216794767,1940,0.01567612963588693,4,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,84.94005037074876,-29960.626895641995,833.3,3006.5,34821.58576839189
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,1941,0.01567612963588693,5,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,96.46808988819186,-29960.626895641995,833.3,3006.5,38624.796220952885
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,1941,0.01567612963588693,4,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,86.1074763472892,-29960.626895641995,833.3,3006.5,37587.062331635156
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,1941,0.01567612963588693,5,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,96.46808988819186,-29960.626895641995,833.3,3006.5,38624.796220952885
1,1.1539479264027035,56.03294259239223,0.00048193974158285987,1940,0.015295004671867687,5,10.372360251550292,9.513818822410197,0.0009510679372568275,2756.9643624457585,72.99354933250632,16.728604510360416,0.03218525206216803,1037.6278706378794,12.963487938068502,-5.28240917773532,13545.624003956784,95.59787142975033,-29960.626895641995,833.3,3006.5,38591.11985698574
1,1.1511031976972623,56.063206816799365,0.000706959746901984,1941,0.014319551614203842,4,10.38051440332941,9.51481954205371,0.000932557458503321,2761.6447727760856,73.04421446359612,16.702803832836654,0.03341703056287538,1037.7975057845563,12.974328383057212,-5.28240917773532,13559.18616080775,83.15176511018257,-29960.626895641995,833.3,3006.5,37608.95711108088
1,1.1522776136649757,56.088235885929144,0.0021306332576864558,1940,0.014357453361722651,3,10.378857808482886,9.516469655154303,0.0009304541808991514,2761.630084099588,72.99927498555438,16.699484801923592,0.032416850584409,1038.6477719401594,12.981990464158839,-5.28240917773532,13581.578821655567,72.89885081941989,-29960.626895641995,833.3,3006.5,36561.7571949229
1,1.1526159596337955,56.07724341256058,0.002402278512908974,1940,0.014866602969311072,3,10.377158178437266,9.516836408283577,0.0009466297222601239,2762.046665872819,72.98445722870335,16.70452550700544,0.03167191386714177,1038.7792517547455,12.986124577547747,-5.28240917773532,13586.560821715104,74.12145570945269,-29960.626895641995,833.3,3006.5,36560.74921306755
1,1.15154387361432,56.06834250871671,0.0023575926532759493,1940,0.014961193172418346,3,10.382516240301943,9.516509757585045,0.0009392463493185347,2764.570832935315,72.9912083283211,16.704509019214623,0.03204605134661315,1038.359884600799,12.980784908540732,-5.28240917773532,13582.12348690075,74.2129535624567,-29960.626895641995,833.3,3006.5,36556.70893380781
1,1.1501405059846783,56.024049277826244,0.0023768992407949014,1940,0.015368849516045807,2,10.375662833596,9.51963610908743,0.0009726788066093846,2763.3870149001064,72.97156594556725,16.697413647144135,0.03188969563710147,1038.6233803481236,12.977576756970883,-5.28240917773532,13624.65242463373,65.10260841536066,-29960.626895641995,833.3,3006.5,35509.85512417572
1,1.150098464180347,56.02449377184037,0.00235692206414305,1940,0.01541041982061358,3,10.375630656887212,9.51976528476326,0.0009387055607883574,2763.3929265611337,72.96990006172197,16.69746502176345,0.03191291574928609,1038.6490951322978,12.977263294735982,-5.28240917773532,13626.412511996405,75.0964394509427,-29960.626895641995,833.3,3006.5,36548.301912128365
1,1.1480517196451632,56.042370956044245,0.00030028008955967943,1939,0.014679708931217304,3,10.389135670905546,9.529999647602535,0.0009456955673477927,2764.419796977773,73.00527066548914,16.681109299715555,0.03100979530453675,1038.6846665340877,12.967943281140908,-5.28240917773532,13766.586232694579,73.81524233593238,-29960.626895641995,833.3,3006.5,36509.82373925671
1,1.149807814780277,56.089721767094176,0.0004728763900228051,1939,0.014581883869218245,2,10.3941961008114,9.53221818690075,0.0009572232641061656,2762.5184961527416,73.01230427646156,16.680590590176884,0.03229130088883876,1038.117896432349,12.975320908580601,-5.28240917773532,13797.161849316703,63.44596064476786,-29960.626895641995,833.3,3006.5,35501.118191124595
1,1.1515146062773862,56.143590257804966,0.0007705591074906199,1938,0.015602191002366787,1,10.387240402351395,9.525103954271254,0.0009555511852693961,2764.6003066565668,73.06057767598402,16.678128476232335,0.03330097027516242,1037.2204132046716,12.984720941428835,-5.28240917773532,13699.353956867037,54.90949703692528,-29960.626895641995,833.3,3006.5,34480.72538428469
1,1.1514404449381013,56.14154114525422,0.0008437443922624599,1937,0.015637256237061435,1,10.387333950541063,9.524776741248136,0.0009609534110364999,2764.6002061109975,73.06034030830325,16.678087253271066,0.03336190571436203,1037.20041036517,12.984223671151087,-5.28240917773532,13694.872083147762,55.035642879190824,-29960.626895641995,833.3,3006.5,34467.43562911961
1,1.151994114624933,56.12845801275601,0.0015682023813028984,1937,0.015952540337934383,1,10.386290231790449,9.524392879260237,0.0009843185623317808,2763.846898906811,73.07832740525514,16.6761904346904,0.034080986343604104,1037.4543043707015,12.985803988984992,-5.28240917773532,13689.616151166689,56.00131905129906,-29960.626895641995,833.3,3006.5,34479.82725549723
1,1.150931705576622,56.12697908965532,0.0015867154168604887,1936,0.016059893553850877,1,10.388442489528064,9.525921807399087,0.0009775627730965223,2765.76866280547,73.09761565661088,16.6749816281971,0.03464287487826397,1036.8296922506029,12.98503415934363,-5.28240917773532,13710.562599236786,56.123321253606726,-29960.626895641995,833.3,3006.5,34475.29919032031
