e_BuildingSqm,e_BuildingElec,h_BuildingSqm,h_BuildingHeat,c_BuildingSqm,c_BuildingCool,c_e_BuildingSqm,c_e_BuildingElec,elec__0,c_h_BuildingSqm,c_h_BuildingHeat,heat__0,c_c_BuildingSqm,c_c_BuildingCool,cool__0
3,1,3,3,0,3,12000.0,92.7291666667,1420068.8975640514,12000.0,55.2916666667,3123821.2793297702,3600.0,42.9002267754,4320105.720334428
3,1,3,3,0,3,12000.0,92.7291666667,1420068.8975640514,12000.0,55.2916666667,3123821.2793297702,3600.0,42.9002267754,4320105.720334428
3,7,3,3,0,3,12000.0,92.7291666667,9940482.28294836,12000.0,55.2916666667,3123821.2793297702,3600.0,42.9002267754,4320105.720334428
3,7,3,1,0,3,12000.0,92.7291666667,9940482.28294836,12000.0,55.2916666667,1041273.7597765899,3600.0,42.9002267754,4320105.720334428
3,7,3,3,0,3,12000.0,92.7291666667,9940482.28294836,12000.0,55.2916666667,3123821.2793297702,3600.0,42.9002267754,4320105.720334428
3,7,3,3,0,3,12000.0,92.7291666667,9940482.28294836,12000.0,55.2916666667,3123821.2793297702,3600.0,42.9002267754,4320105.720334428
3,7,3,3,0,3,12000.0,92.7291666667,9940482.28294836,12000.0,55.2916666667,3123821.2793297702,3600.0,42.9002267754,4320105.720334428
3,3,3,3,0,3,12000.0,92.7291666667,4260206.692692155,12000.0,55.2916666667,3123821.2793297702,3600.0,42.9002267754,4320105.720334428
3,3,3,3,1,3,12000.0,92.7291666667,4260206.692692155,12000.0,55.2916666667,3123821.2793297702,525.0,125.188571429,12606643.46560148
3,3,3,1,1,3,12000.0,92.7291666667,4260206.692692155,12000.0,55.2916666667,1041273.7597765899,525.0,125.188571429,12606643.46560148
3,3,3,1,1,3,12000.0,92.7291666667,4260206.692692155,12000.0,55.2916666667,1041273.7597765899,525.0,125.188571429,12606643.46560148
3,3,3,1,3,3,12000.0,92.7291666667,4260206.692692155,12000.0,55.2916666667,1041273.7597765899,12000.0,31.9800833333,3220433.8142143274
3,3,3,1,0,0,12000.0,92.7291666667,4260206.692692155,12000.0,55.2916666667,1041273.7597765899,3600.0,42.9002267754,0.0
0,3,3,1,0,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0
0,3,0,6,0,1,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,0.0
0,3,1,6,0,1,3600.0,85.4536528106,0.0,525.0,820.44,0.0,3600.0,42.9002267754,0.0
0,3,1,9,0,1,3600.0,85.4536528106,0.0,525.0,820.44,0.0,3600.0,42.9002267754,0.0
0,3,0,11,0,1,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,0.0
0,0,3,9,0,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0
0,0,3,3,0,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0
0,0,3,3,0,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0
