w_ConstructionType,c_w_ConstructionType,w_Age,c_w_Age,w_ConstructionYear,c_w_ConstructionYear,w_HHSize,c_w_HHSize,w_Income_log__,c_w_Income,c_e_ConstructionType,e_sqm,c_e_sqm,c_e_Income,c_e_HHSize,c_e_ConstructionYear,w_Intercept,w_Income,Water__0,e_Intercept,e_CDD,e_HDD,Electricity__0
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,1943,0.01567612963588693,2,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,31.594528147530795,-29960.626895641995,833.3,3006.5,35537.54034917801
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,1941,0.01567612963588693,1,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,26.575553921495604,-29960.626895641995,833.3,3006.5,34473.86066368196
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,1940,0.01567612963588693,2,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,31.571814998126904,-29960.626895641995,833.3,3006.5,35498.62165491053
0,1.1517498469045513,56.051873049804335,0.0005159223216794767,1940,0.01567612963588693,2,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,31.015558087008422,-29960.626895641995,833.3,3006.5,32746.11798975642
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,1939,0.01567612963588693,2,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,31.5642439483256,-29960.626895641995,833.3,3006.5,35485.64875682137
0,1.1545622568787581,56.11945100815731,-0.0017621805278329801,1938,0.013558476758949412,2,10.35537542146813,9.517805151540722,0.0009695540664427299,2752.745062106082,72.95866552985645,16.76838350033333,0.03404128940877594,1037.2227806514902,12.967858843116403,-5.28240917773532,13599.729088203789,29.013677966605563,-29960.626895641995,833.3,3006.5,32732.307196312246
1,1.1551844751474019,56.09616041940831,-0.0013663735819034262,1938,0.014206342118822289,2,10.34919888748911,9.527747169933193,0.0009658326353635576,2754.6138219950267,72.96768683496842,16.761325892541226,0.03425682920655255,1037.9367949855045,12.965360947537535,-5.28240917773532,13735.612201874692,30.221707628037077,-29960.626895641995,833.3,3006.5,35490.730628206635
1,1.154088794005404,56.06977708469681,0.001217263478883781,1936,0.01470899196314174,3,10.344178903400364,9.515878015318116,0.0009501168146814425,2756.6764988172363,72.97316156348916,16.761448129181634,0.03513439964425949,1038.4561286554797,12.95428804902873,-5.28240917773532,13573.545795149917,35.559848726858604,-29960.626895641995,833.3,3006.5,36491.380792628566
1,1.1576943812538172,55.984299009060685,0.00013218398080684475,1937,0.016211674417275373,3,10.351085606766793,9.522754351593115,0.0009541260122956112,2756.948116254861,72.97922980400992,16.771727154223772,0.033322393820825,1041.3112507999845,12.958310045529672,-5.28240917773532,13667.203703073224,37.02452256456809,-29960.626895641995,833.3,3006.5,36500.340101267284
0,1.1576698240011525,55.985501734562284,0.00011689550886542319,1937,0.01621961545439495,3,10.351183537829654,9.522896048918053,0.0009415484688177428,2756.953142831168,72.98094104505296,16.771751439928373,0.03333632858289008,1041.2994504289625,12.95818716504164,-5.28240917773532,13669.140446489779,36.390410908185984,-29960.626895641995,833.3,3006.5,33743.404050402096
