w_ConstructionType,c_w_ConstructionType,w_Age,c_w_Age,w_ConstructionYear,c_w_ConstructionYear,w_HHSize,c_w_HHSize,w_Income_log__,c_w_Income,c_e_ConstructionType,e_sqm,c_e_sqm,c_e_Income,c_e_HHSize,c_e_ConstructionYear,w_Intercept,w_Income,Water__0,e_Intercept,e_CDD,e_HDD,Electricity__0
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,2004,0.01567612963588693,3,10.360613540902667,9.52138067341422,0.0009566649482306623,2752.5036651541072,73.0045050846835,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627561,37.06019431184256,-29960.626895641995,833.3,3006.5,1269.361313374
0,1.1517498469045513,56.051873049804335,0.0005159223216794767,2004,0.01567612963588693,4,10.360613540902667,9.52138067341422,0.0009566649482306623,2752.5036651541072,73.0045050846835,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627561,41.507769527156675,-29960.626895641995,833.3,3006.5,1211.1097948994773
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,2005,0.01567612963588693,5,10.360613540902667,9.52138067341422,0.0009566649482306623,2752.5036651541072,73.0045050846835,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627561,47.07542961450904,-29960.626895641995,833.3,3006.5,1340.3066043264441
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,2005,0.01567612963588693,4,10.360613540902667,9.52138067341422,0.0009566649482306623,2752.5036651541072,73.0045050846835,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627561,42.07159748807645,-29960.626895641995,833.3,3006.5,1305.054306509528
1,1.1517498469045513,56.051873049804335,0.0005159223216794767,2005,0.01567612963588693,5,10.360613540902667,9.52138067341422,0.0009566649482306623,2752.5036651541072,73.0045050846835,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627561,47.07542961450904,-29960.626895641995,833.3,3006.5,1340.3066043264441
1,1.1539479264027035,56.03294259239223,0.00048193974158285987,2004,0.015295004671867687,5,10.372360251550292,9.5138188224102,0.0009510679372568275,2756.9643624457585,72.99354933250633,16.728604510360416,0.03218525206216803,1037.6278706378794,12.963487938068502,-5.28240917773532,13545.624003956807,46.643362486110036,-29960.626895641995,833.3,3006.5,1339.142144045134
1,1.1511031976972332,56.06320681679966,0.0007069597469036972,2005,0.014319551614206236,4,10.380514403329501,9.514819542053761,0.0009325574584493049,2761.6447727761356,73.04421446359666,16.702803832836377,0.033417030562886564,1037.7975057845583,12.97432838305733,-5.28240917773532,13559.18616080845,40.602155503372956,-29960.626895641995,833.3,3006.5,1305.8011918594486
1,1.1522776136649604,56.08823588592968,0.0021306332577007672,2004,0.014357453361727994,3,10.378857808482962,9.51646965515437,0.0009304541808561183,2761.630084099638,72.99927498555454,16.699484801923283,0.03241685058440965,1038.6477719401714,12.981990464159027,-5.28240917773532,13581.578821656483,35.65151007493679,-29960.626895641995,833.3,3006.5,1270.2439869571817
1,1.1526159596337877,56.07724341256088,0.002402278512927072,2004,0.014866602969328279,3,10.377158178437309,9.516836408283652,0.0009466297222253422,2762.046665872877,72.98445722870325,16.70452550700522,0.031671913867127,1038.7792517547603,12.986124577548027,-5.28240917773532,13586.560821716119,36.25772536798242,-29960.626895641995,833.3,3006.5,1270.2187333646573
1,1.151543873614289,56.06834250871684,0.002357592653290013,2004,0.014961193172437532,3,10.382516240302092,9.516509757585116,0.0009392463493244736,2764.5708329354275,72.99120832832114,16.704509019214402,0.032046051346606944,1038.3598846008044,12.980784908540896,-5.28240917773532,13582.123486901713,36.3048395626235,-29960.626895641995,833.3,3006.5,1270.0698741938675
