i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,c_i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,c_w_Education,i_Intercept,Income__0,e_Intercept,Electricity__0,w_Intercept,Water__0
0,830.801672249,1,7108.00197033,2,1667.05360338,60.4893161704,119.270293375,3,19029.3589177,1,-27.303949627,1,17.4344991282,0,30.8667458593,1,59.1165592551,1,203.551316909,1,23.3536342803,0.00147741208573,121.179009979,1003.68603571,0.0542105042065,52.2809486358,4.817953831,2,67.8927120757,1147.66399223,497295.001807,3.2999838733,192.133261062,-601.591950028,370.939561222
1,830.801672249,1,7108.00197033,4,1667.05360338,60.4893161704,119.270293375,3,19029.3589177,1,-27.303949627,1,17.4344991282,1,30.8667458593,1,59.1165592551,1,203.551316909,1,23.3536342803,0.00147741208573,121.179009979,1003.68603571,0.0542105042065,52.2809486358,4.817953831,1,67.8927120757,1147.66399223,552039.522954,3.2999838733,213.303759454,-601.591950028,413.306078438
0,1016.60891412,0,7175.54501399,4,1663.88516244,49.3947743539,116.672195376,3,18423.2745978,1,6.09726327837,1,21.226902428,0,32.1706893822,1,61.6565227297,1,201.302074541,1,25.3413770887,0.00139702584331,100.262585511,1023.81093711,0.0541932148707,43.6646756636,6.21769817694,3,139.678835956,1147.66399223,420477.037179,3.2999838733,171.706674371,-601.591950028,306.27604456
1,765.758847473,1,7135.44727647,3,1615.62288263,46.6188919086,109.14831488,3,18621.0452818,1,-0.558654366949,1,15.2903827171,1,28.2237220314,1,55.1961119279,1,209.235469374,1,24.2902134797,0.00145701013085,103.442411833,962.23723865,0.0517576060757,55.0609392978,7.18386535187,1,62.0420442699,1147.66399223,494290.848117,3.2999838733,199.901162496,-601.591950028,354.664476567
0,746.186424125,1,7168.94727958,3,1648.50587345,48.4509749999,121.799523642,3,18888.7855902,1,-15.3102612552,1,20.9771926139,0,28.5479991166,1,60.7806671673,1,202.364705989,1,25.420225674,0.00148971673432,95.0516376976,977.674628287,0.0528885159966,34.5055284021,5.43926638895,3,38.5273489219,1147.66399223,500167.142092,3.2999838733,197.528462625,-601.591950028,362.335304724
0,1113.3062018,0,7052.66794281,2,1682.36916016,53.5249823562,110.764238209,3,18534.9721137,1,13.9622127615,1,16.1468195658,1,29.2363564403,1,57.5284040886,1,205.131231711,1,23.6207977843,0.00136793797743,102.654360234,1026.47517501,0.0534908061341,66.2740417786,6.81422683273,3,171.998819416,1147.66399223,380867.587098,3.2999838733,164.808339367,-601.591950028,275.74122006
1,1113.3062018,1,7052.66794281,2,1682.36916016,53.5249823562,110.764238209,3,18534.9721137,1,13.9622127615,1,16.1468195658,1,29.2363564403,1,57.5284040886,1,205.131231711,1,23.6207977843,0.00136793797743,102.654360234,1026.47517501,0.0534908061341,66.2740417786,6.81422683273,1,171.998819416,1147.66399223,488203.031217,3.2999838733,192.624995229,-601.591950028,366.890664656
0,1045.79190831,1,7110.32617879,1,1674.66861874,58.1388329676,109.1516283,3,18694.2108245,1,32.2807282281,1,16.400350296,0,29.296619242,1,59.8629490639,1,203.044567557,1,25.2503416487,0.00138696209654,103.061937507,1016.46791805,0.0532891928276,66.3946022307,6.2400904405,0,141.354788486,1147.66399223,459690.769887,3.2999838733,185.227968186,-601.591950028,341.809992166
1,683.196121315,1,7265.13365104,1,1650.75161383,38.3612874879,123.812207952,3,18831.3680159,1,-6.24412487338,1,17.4282560137,1,27.140970875,1,60.4455982603,1,203.851166003,1,23.5102791117,0.00149292666991,87.3194450373,990.161620759,0.0532364375673,38.3258211681,5.81122349639,1,115.538123328,1147.66399223,451211.311276,3.2999838733,190.029574343,-601.591950028,333.053517321
0,1149.98952484,1,6853.4330068,3,1707.92037051,56.1419345498,117.742293157,3,17881.4830713,1,-20.4892821788,1,19.3157491377,0,29.7686987119,1,59.7875533678,1,205.057233722,1,25.1384392367,0.00135363630496,115.842717772,1034.23234328,0.0524710479508,48.9185702472,5.2826694091,3,182.55260076,1147.66399223,494441.530402,3.2999838733,182.138239661,-601.591950028,363.074009255
0,679.212842233,1,7287.15819844,3,1624.12163463,43.9925705038,116.499485813,3,19610.9948815,1,19.7296516976,1,17.6876233065,1,27.4391004294,1,58.0592885439,1,202.813122729,1,24.0602999784,0.00149507713263,91.2570952289,952.447499065,0.0540221177324,48.5597879121,7.25117068486,4,9.21977736116,1147.66399223,500049.81225,3.2999838733,208.528371771,-601.591950028,369.567263744
