,wf,Electricity,Water
0,257.6578533806596,2667.016459758782,66.93293928326156
1,2515.606618191955,2645.8998409950823,301.4906662026104
2,1237.8007865483994,2038.3750346650068,189.23786601326083
3,1309.6955358158825,4051.703480230215,291.08109814323865
4,395.58862737164435,3489.011098924942,281.9409099128736
5,139.5582053026578,2946.6725850794874,218.3951087185627
6,726.7246422138701,2312.5277002249913,298.01585023881074
7,857.2029420368956,3086.7815785777693,293.1741847884596
9,418.4330849337419,2151.1493183522934,298.83741356566344
10,686.0114362786153,3030.5789905294077,286.73276401530137
11,93.265424209931,2923.1028530729213,293.30084949004373
13,362.0546040833047,2719.0077504817473,298.0000057656989
14,21.990639602966255,3104.060868426146,286.3772925631104
15,458.65807065701324,2873.8882628932383,186.57880188540142
16,1270.3690237864466,2917.7003197595927,340.43424641289096
17,760.5518839660286,2537.6253000056963,-29.155758205244894
18,473.89588254422785,3114.781347990121,289.98739412478415
19,624.6499130929648,2854.3446002403552,288.331174494441
23,104.93772590352638,3184.0915503385468,323.9266043808155
26,683.6555737515696,2364.40611485233,306.01176333675295
28,326.54996889793586,2928.626724731333,289.9449279966923
29,899.2833247736826,2386.564024733385,302.68669936964216
30,346.71710846000974,2525.0440723022252,290.31674648004014
31,498.4298716345477,2682.9799998056224,294.62643981397326
32,611.4974513939737,2491.696236544029,370.7311895621669
33,375.2809057233383,3564.159079115475,289.3513306948488
34,269.97372644759173,3040.380175580713,298.5763058918181
35,340.40917111742715,2988.7135255125872,297.71222993814234
36,150.26618082045817,2921.7740784372904,293.35217379606536
37,30.68839073489796,2990.61875559954,326.33262598418963
40,1115.1874132409794,2381.0998312247,292.60287306946543
41,859.7059814832982,2689.4291220255927,294.46189359663487
42,544.4051110841668,2322.883331980095,186.97300619698024
43,147.62097855930068,2866.2435067719216,291.66168709407424
45,1124.1370417708933,4021.573838081323,309.0832596518153
46,46.651270138181026,3749.65367539754,309.389456694438
48,1079.5246171482718,3199.7077557627417,316.9924223745294
49,41.839441432346774,3242.8535162156304,311.93072407634037
50,535.5000015684114,2519.633060378213,298.4905140465036
51,250.11258615255812,3330.661945000269,283.31680852969237
53,393.92952341691125,3604.6780376819397,284.9438079871112
54,140.63882543281085,3136.606428749384,297.6123423867099
55,639.3139042229236,2978.958133834907,295.07808136750566
56,365.3110774053159,3416.280121472183,297.37154175548716
58,624.8745676166678,2491.0330514583793,366.9019963896525
61,670.8258668079053,2155.0288047668287,318.8598236170732
62,140.98403211613527,2964.395435968828,322.0492193522516
63,694.5727595738608,3244.231089756486,449.10078918067217
64,310.851632057596,2945.0385006282927,285.5159090499997
65,203.06035132779758,2790.0820999781126,283.6662844851731
66,206.4577698872282,3104.6782520708784,295.7757498481778
67,328.3269421384922,3553.8451481839343,367.42039375089263
69,585.5127008548968,2943.2955548627065,293.50236867843734
70,183.6258461417682,2966.061910137197,283.75785825662587
71,172.9891339378896,3232.412509097284,302.5661214720157
72,623.4154317726386,2277.400477018014,288.2501242602138
73,197.08834325649468,2764.688298995343,293.51924952120726
74,98.14247384707544,2833.465367806124,304.36842996972086
75,997.6405998970627,3020.464244856733,185.56532405770508
76,789.2137523687448,3267.6040084604106,173.97363191528993
77,131.98648626028975,3014.3823937114253,72.25799521731469
78,559.1461433320878,3359.387039374274,374.02055222508164
79,2553.506569570901,3287.527293433004,296.1972553548172
80,2227.5628683617083,3095.4795667897424,188.14746614130073
81,204.8888531098092,3112.912402050652,292.2058142207224
83,373.4225380014434,2204.6899153838085,296.9583055180876
84,61.84882580779644,2544.6207864838047,287.5810059825825
86,812.1514910883471,2439.624464103429,289.81986043796013
87,617.0691642729372,3060.6006172477305,291.1544133000212
88,807.2634572854347,3151.8990069317515,298.8013362205781
89,972.3429415552067,2872.692305759785,69.26139792329704
91,69.42168191839008,3081.9413858832568,286.276214522444
92,640.0724062130038,2550.6965872032238,68.14988359245379
93,885.4919046388196,3768.172828062752,365.81794134697
94,499.97933289978295,2513.511175384256,371.1594367017264
95,218.97330407479748,3571.32573033476,211.68617834973
96,902.4599087209441,2978.5497578025547,319.6298410156577
97,982.3217677223832,2536.7198921748927,316.58522104352494
98,189.06002645243112,2721.401873085853,214.7198685918133
101,664.5498152309295,2077.17530409965,349.73876403624934
102,1279.9102370560206,2535.6516154386977,-42.647411313090814
103,4.189490137411645,3325.6865413151427,194.51562154257527
104,115.81586025885508,3049.579020280874,292.7897608062271
105,754.2246243157439,3557.559372818088,224.54711320518425
106,1060.1293797713631,2420.6871028857768,329.2993806780903
107,232.59030117840874,3018.571447734983,317.04255918428896
108,279.95940191178533,2626.170048878773,294.38892113015214
109,406.6269740928757,2976.9059756196557,70.7784224713865
111,723.4685451712082,2700.915912362741,321.04346900120544
113,1183.1136628287613,2608.002303374336,370.9391053000245
114,749.4853413296298,2436.059314074987,320.78756680269083
115,547.8965267994889,3208.6544040280955,310.33010072692065
117,1485.6316621521619,4109.530407240684,310.9517185217473
119,112.35248108986592,3175.321146964294,293.9287193439372
120,391.6667971287823,3187.410527673384,304.0514615295573
121,651.6260384940791,2818.5705645340636,67.36307140028376
123,213.11864271346946,4093.4850202842763,294.9682958222721
124,573.6264798162631,2559.988921595136,281.7467516663964
125,253.287529428865,2926.7384129056513,296.27413086522444
127,859.5790236155991,2579.7483423465346,71.94641867826272
128,1164.99518701544,2690.842152559231,455.3147270575228
131,119.45871493536278,2221.5569927929428,295.7148350331296
132,265.7094790184228,2901.9335375820588,303.9107461903912
134,484.72280406038635,3213.31047880897,295.24550507791923
135,315.8733372698321,2513.52016208436,325.8164824217715
136,918.4156002089552,2536.333587605946,318.95392678403226
137,641.0344490595209,2950.1921823918397,373.9722960856193
138,265.19016312363516,2609.562806462685,377.03107706096085
139,351.2626488415207,3078.6897137070587,222.82797836476968
140,1156.6260623228486,2885.2642595919115,323.52426846642396
141,766.9854432368849,2976.65955948521,373.4531327972388
142,235.3589990532382,3588.209529519467,378.9402958445857
143,478.9846253459517,2970.604754525372,195.15137380522046
144,162.2589918575686,2515.897599653373,188.0498023357531
145,441.17880842382345,3092.4751636948426,59.16616952588573
146,405.65801433521057,2556.9709971841985,71.74186937357052
150,475.09521941191116,2732.005440006762,306.5266754565077
151,848.5194388062675,3258.2458438555077,295.0572581037175
152,660.7946462844585,2839.173984181756,61.22543305348283
154,326.39788659262064,2236.6372456390477,300.93792589016374
155,765.3559616908937,3154.1282412945397,293.0105173006983
156,308.6934280993836,3033.22142517909,299.2347434684052
157,184.77135660566282,3548.6536653467083,317.17339257607955
158,417.0420468471383,2862.115572282333,285.916625018082
160,787.7144724638823,2186.8816350512247,324.5255770395582
161,249.06271941536326,2625.852026964685,301.79106580839164
163,811.684898028284,3023.229467053889,295.79674470672836
164,858.3948749796742,2660.0557192603515,299.96752818191004
165,96.27773888717985,3526.653521859633,299.9660890785961
166,340.1649860332592,2670.7191345492397,303.50221064315963
167,112.63032004076143,3265.640317739897,280.3746460890254
168,2742.241519861941,2739.1395753372503,290.6474067688341
