,wf,Electricity,Water
0,254.8498327016017,2667.016459758782,66.93293928326156
1,2372.6927349911834,2645.8998409950823,301.4906662026104
2,794.3319629915138,2038.3750346650068,189.23786601326083
3,977.5901520295415,4051.703480230215,291.08109814323865
4,248.73670557381269,3489.011098924942,281.9409099128736
5,118.21130587518701,2946.6725850794874,218.3951087185627
6,558.7957851966291,2312.5277002249913,298.01585023881074
7,777.7488175033537,3086.7815785777693,293.1741847884596
9,353.41539046915636,2151.1493183522934,298.83741356566344
10,508.28152689882234,3030.5789905294077,286.73276401530137
11,77.57771800629959,2923.1028530729213,293.30084949004373
13,299.9518068921655,2719.0077504817473,298.0000057656989
14,103.24405013370426,3104.060868426146,286.3772925631104
15,355.8655180975662,2873.8882628932383,186.57880188540142
16,1137.442635176445,2917.7003197595927,340.43424641289096
17,535.592683603741,2537.6253000056963,-29.155758205244894
18,370.152584628328,3114.781347990121,289.98739412478415
19,436.23376527342396,2854.3446002403552,288.331174494441
23,78.17495116343531,3184.0915503385468,323.9266043808155
25,48.47708221358239,3306.6874421888037,205.747485971249
26,580.7393455851801,2364.40611485233,306.01176333675295
28,270.52351945685035,2928.626724731333,289.9449279966923
29,602.3745065742784,2386.564024733385,302.68669936964216
30,296.59873708539567,2525.0440723022252,290.31674648004014
31,509.7845333407332,2682.9799998056224,294.62643981397326
32,661.7377003901545,2491.696236544029,370.7311895621669
33,364.67733165026283,3564.159079115475,289.3513306948488
34,238.96704576203166,3040.380175580713,298.5763058918181
35,363.589948104842,2988.7135255125872,297.71222993814234
36,183.4518294854616,2921.7740784372904,293.35217379606536
37,31.74351663445762,2990.61875559954,326.33262598418963
40,722.7102450993357,2381.0998312247,292.60287306946543
41,817.5062926882771,2689.4291220255927,294.46189359663487
42,410.9804736242128,2322.883331980095,186.97300619698024
43,182.25338016647373,2866.2435067719216,291.66168709407424
45,796.3967255616146,4021.573838081323,309.0832596518153
46,40.994853795029755,3749.65367539754,309.389456694438
48,907.7740757541818,3199.7077557627417,316.9924223745294
49,45.23192140101365,3242.8535162156304,311.93072407634037
50,462.5738646793278,2519.633060378213,298.4905140465036
51,161.531097118848,3330.661945000269,283.31680852969237
53,280.4257512095183,3604.6780376819397,284.9438079871112
54,199.4844219810164,3136.606428749384,297.6123423867099
55,472.4708245735818,2978.958133834907,295.07808136750566
56,348.31141907679313,3416.280121472183,297.37154175548716
58,469.6997659008556,2491.0330514583793,366.9019963896525
60,3.704193191244898,3300.6980166492745,317.56950951838553
61,478.29998238452174,2155.0288047668287,318.8598236170732
62,107.133332233202,2964.395435968828,322.0492193522516
63,674.400510164762,3244.231089756486,449.10078918067217
64,263.4765028097452,2945.0385006282927,285.5159090499997
65,185.32590201076619,2790.0820999781126,283.6662844851731
66,194.1495244717271,3104.6782520708784,295.7757498481778
67,267.18393377642377,3553.8451481839343,367.42039375089263
69,429.7065068264801,2943.2955548627065,293.50236867843734
70,177.17372517377788,2966.061910137197,283.75785825662587
71,202.84885674329726,3232.412509097284,302.5661214720157
72,475.8849562604139,2277.400477018014,288.2501242602138
73,184.3625170664693,2764.688298995343,293.51924952120726
74,165.8565458957811,2833.465367806124,304.36842996972086
75,857.8239003134456,3020.464244856733,185.56532405770508
76,445.7375084399455,3267.6040084604106,173.97363191528993
77,148.0179532795639,3014.3823937114253,72.25799521731469
78,561.0065075047917,3359.387039374274,374.02055222508164
79,2239.4259364122017,3287.527293433004,296.1972553548172
80,2002.623782834657,3095.4795667897424,188.14746614130073
81,214.4186415872352,3112.912402050652,292.2058142207224
83,338.26741668220484,2204.6899153838085,296.9583055180876
84,139.14048984178916,2544.6207864838047,287.5810059825825
86,559.4230301118328,2439.624464103429,289.81986043796013
87,566.7182987415108,3060.6006172477305,291.1544133000212
88,708.1637952769313,3151.8990069317515,298.8013362205781
89,921.6350596713139,2872.692305759785,69.26139792329704
90,13.78514548032046,3458.475218220341,285.9704043753948
91,112.7222125101149,3081.9413858832568,286.276214522444
92,570.4632558578818,2550.6965872032238,68.14988359245379
93,749.6865112134562,3768.172828062752,365.81794134697
94,407.4138348985638,2513.511175384256,371.1594367017264
95,279.15896166929906,3571.32573033476,211.68617834973
96,771.3205911706892,2978.5497578025547,319.6298410156577
97,634.7993649487896,2536.7198921748927,316.58522104352494
98,215.1431331134607,2721.401873085853,214.7198685918133
99,62.43037867691747,3014.025069525889,295.5310323101525
101,555.433173065195,2077.17530409965,349.73876403624934
102,837.875145980461,2535.6516154386977,-42.647411313090814
103,94.85939161047143,3325.6865413151427,194.51562154257527
104,158.7739454073675,3049.579020280874,292.7897608062271
105,415.99034575849294,3557.559372818088,224.54711320518425
106,699.851284521458,2420.6871028857768,329.2993806780903
107,197.52704668524217,3018.571447734983,317.04255918428896
108,265.73048470526976,2626.170048878773,294.38892113015214
109,316.9760401491477,2976.9059756196557,70.7784224713865
111,700.9402479822882,2700.915912362741,321.04346900120544
113,902.0821749216327,2608.002303374336,370.9391053000245
114,558.6707261708859,2436.059314074987,320.78756680269083
115,519.4001546777858,3208.6544040280955,310.33010072692065
116,44.72986795492905,3189.076726719814,287.22954888737684
117,835.7521589216001,4109.530407240684,310.9517185217473
119,105.20943768439659,3175.321146964294,293.9287193439372
120,314.48996913782446,3187.410527673384,304.0514615295573
121,523.0580197347176,2818.5705645340636,67.36307140028376
123,145.36407560387875,4093.4850202842763,294.9682958222721
