,wf,Electricity,Water
0,253.67433694567688,2667.016459758782,66.93293928326156
1,2282.185295283608,2645.8998409950823,301.4906662026104
2,836.7458473955412,2038.3750346650068,189.23786601326083
3,1062.511400402255,4051.703480230215,291.08109814323865
4,263.46967796828636,3489.011098924942,281.9409099128736
5,127.60774039699342,2946.6725850794874,218.3951087185627
6,578.4714446737668,2312.5277002249913,298.01585023881074
7,767.0341078784952,3086.7815785777693,293.1741847884596
9,370.4992799889839,2151.1493183522934,298.83741356566344
10,542.1393905417808,3030.5789905294077,286.73276401530137
11,96.68330884387278,2923.1028530729213,293.30084949004373
13,274.9100544126258,2719.0077504817473,298.0000057656989
14,100.88832021112586,3104.060868426146,286.3772925631104
15,372.7337291265689,2873.8882628932383,186.57880188540142
16,1113.554423690459,2917.7003197595927,340.43424641289096
17,569.7728966015976,2537.6253000056963,-29.155758205244894
18,366.34429534076116,3114.781347990121,289.98739412478415
19,483.7129737480151,2854.3446002403552,288.331174494441
23,99.02261668828871,3184.0915503385468,323.9266043808155
25,39.32139203741913,3306.6874421888037,205.747485971249
26,583.8529475143608,2364.40611485233,306.01176333675295
28,279.727428239562,2928.626724731333,289.9449279966923
29,601.0241445599106,2386.564024733385,302.68669936964216
30,290.8891938519426,2525.0440723022252,290.31674648004014
31,500.057787686582,2682.9799998056224,294.62643981397326
32,643.4445577272886,2491.696236544029,370.7311895621669
33,373.75126226438033,3564.159079115475,289.3513306948488
34,256.24807192226035,3040.380175580713,298.5763058918181
35,373.6047183028701,2988.7135255125872,297.71222993814234
36,187.44425517787568,2921.7740784372904,293.35217379606536
37,46.79933531710482,2990.61875559954,326.33262598418963
40,740.9554003361143,2381.0998312247,292.60287306946543
41,805.241382392375,2689.4291220255927,294.46189359663487
42,423.15022477314835,2322.883331980095,186.97300619698024
43,202.2203303041557,2866.2435067719216,291.66168709407424
45,872.151769531738,4021.573838081323,309.0832596518153
46,54.131130065477464,3749.65367539754,309.389456694438
48,924.7922829347074,3199.7077557627417,316.9924223745294
49,61.762148410532845,3242.8535162156304,311.93072407634037
50,453.9941646009363,2519.633060378213,298.4905140465036
51,182.9252987321026,3330.661945000269,283.31680852969237
53,318.3777498684326,3604.6780376819397,284.9438079871112
54,181.05238496332126,3136.606428749384,297.6123423867099
55,470.87895113926174,2978.958133834907,295.07808136750566
56,345.7017305450947,3416.280121472183,297.37154175548716
58,475.9435664665218,2491.0330514583793,366.9019963896525
60,16.43239070509359,3300.6980166492745,317.56950951838553
61,475.8912536080687,2155.0288047668287,318.8598236170732
62,124.32815444255434,2964.395435968828,322.0492193522516
63,657.8344247267096,3244.231089756486,449.10078918067217
64,266.52922321444464,2945.0385006282927,285.5159090499997
65,198.91256740273883,2790.0820999781126,283.6662844851731
66,199.76890990319532,3104.6782520708784,295.7757498481778
67,289.10307615395425,3553.8451481839343,367.42039375089263
69,462.80879055430387,2943.2955548627065,293.50236867843734
70,183.57321969876998,2966.061910137197,283.75785825662587
71,212.1384764310885,3232.412509097284,302.5661214720157
72,489.77796855002623,2277.400477018014,288.2501242602138
73,202.89166692523827,2764.688298995343,293.51924952120726
74,156.3457973657101,2833.465367806124,304.36842996972086
75,863.4095893335632,3020.464244856733,185.56532405770508
76,479.7521669529589,3267.6040084604106,173.97363191528993
77,161.6847548876439,3014.3823937114253,72.25799521731469
78,566.5738880970622,3359.387039374274,374.02055222508164
79,2197.7376691867958,3287.527293433004,296.1972553548172
80,1978.644840221607,3095.4795667897424,188.14746614130073
81,227.98339229123417,3112.912402050652,292.2058142207224
83,352.6117622933711,2204.6899153838085,296.9583055180876
84,135.1504020769769,2544.6207864838047,287.5810059825825
86,579.8555090605416,2439.624464103429,289.81986043796013
87,571.1019904549099,3060.6006172477305,291.1544133000212
88,719.380524611624,3151.8990069317515,298.8013362205781
89,904.5933194669012,2872.692305759785,69.26139792329704
90,28.659137847922786,3458.475218220341,285.9704043753948
91,128.6438183562669,3081.9413858832568,286.276214522444
92,592.8621977035599,2550.6965872032238,68.14988359245379
93,781.0578435945339,3768.172828062752,365.81794134697
94,399.6144559736467,2513.511175384256,371.1594367017264
95,276.0870709118607,3571.32573033476,211.68617834973
96,795.219811024579,2978.5497578025547,319.6298410156577
97,700.10271928671,2536.7198921748927,316.58522104352494
98,225.67270243973712,2721.401873085853,214.7198685918133
99,74.10243387131571,3014.025069525889,295.5310323101525
101,549.0346212779162,2077.17530409965,349.73876403624934
102,815.7422876151347,2535.6516154386977,-42.647411313090814
103,104.83496173911035,3325.6865413151427,194.51562154257527
104,169.51524086284041,3049.579020280874,292.7897608062271
105,471.1190450882141,3557.559372818088,224.54711320518425
106,682.8513726954023,2420.6871028857768,329.2993806780903
107,210.79134057616102,3018.571447734983,317.04255918428896
108,262.43062765384025,2626.170048878773,294.38892113015214
109,321.1239325489456,2976.9059756196557,70.7784224713865
111,673.2183210347606,2700.915912362741,321.04346900120544
113,888.8200306048136,2608.002303374336,370.9391053000245
114,577.7436568756723,2436.059314074987,320.78756680269083
115,506.2608326572363,3208.6544040280955,310.33010072692065
116,43.98822686486171,3189.076726719814,287.22954888737684
117,876.2937572199394,4109.530407240684,310.9517185217473
119,130.1244895811899,3175.321146964294,293.9287193439372
120,315.66004729536735,3187.410527673384,304.0514615295573
121,519.525496477626,2818.5705645340636,67.36307140028376
122,13.114453698816511,3236.1164915394,60.95504992514406
123,179.73910338833812,4093.4850202842763,294.9682958222721
124,430.234573430591,2559.988921595136,281.7467516663964
125,238.21933425515113,2926.7384129056513,296.27413086522444
127,606.3830709889778,2579.7483423465346,71.94641867826272
128,1074.7647631246637,2690.842152559231,455.3147270575228
131,191.12407383019809,2221.5569927929428,295.7148350331296
132,284.0368152244321,2901.9335375820588,303.9107461903912
134,441.90898383696197,3213.31047880897,295.24550507791923
135,276.2298976888147,2513.52016208436,325.8164824217715
136,679.8121944621198,2536.333587605946,318.95392678403226
137,618.6191024600803,2950.1921823918397,373.9722960856193
138,283.0069066063362,2609.562806462685,377.03107706096085
139,374.9236135658938,3078.6897137070587,222.82797836476968
140,1035.965865632854,2885.2642595919115,323.52426846642396
141,697.782956716504,2976.65955948521,373.4531327972388
142,231.3918586704957,3588.209529519467,378.9402958445857
143,457.94585611766615,2970.604754525372,195.15137380522046
144,192.66638950563032,2515.897599653373,188.0498023357531
145,337.08650859364207,3092.4751636948426,59.16616952588573
146,349.3942749699874,2556.9709971841985,71.74186937357052
150,356.0000978102114,2732.005440006762,306.5266754565077
151,737.9795390912165,3258.2458438555077,295.0572581037175
152,578.0338927341206,2839.173984181756,61.22543305348283
154,277.60725138612685,2236.6372456390477,300.93792589016374
155,742.4061147267453,3154.1282412945397,293.0105173006983
156,241.04722924952682,3033.22142517909,299.2347434684052
157,170.89792400326908,3548.6536653467083,317.17339257607955
158,410.2019241200518,2862.115572282333,285.916625018082
160,601.8843808119369,2186.8816350512247,324.5255770395582
161,323.0545542584017,2625.852026964685,301.79106580839164
162,50.34942722327311,2924.9969246190776,291.88963654154514
163,698.9692939835985,3023.229467053889,295.79674470672836
164,587.647627542106,2660.0557192603515,299.96752818191004
165,168.311717528785,3526.653521859633,299.9660890785961
166,306.88046011221377,2670.7191345492397,303.50221064315963
167,161.3924637170003,3265.640317739897,280.3746460890254
168,2182.079761558371,2739.1395753372503,290.6474067688341
170,109.28989903633274,2994.223104407371,317.57029595564046
171,344.0009648455274,2360.223736195133,318.36121266187547
172,516.241241814652,2939.417955181037,286.8070801321031
173,201.63518859275467,2976.0953387009217,296.89903766100764
175,333.4054229505839,2786.132190009309,65.57528721832414
177,367.4117900372876,2502.2800762572665,67.0295470041058
178,57.242539544343316,3464.3606757329826,315.0181931898633
179,325.35847887554155,2119.411973331138,298.48140944896625
180,763.3226380533424,3098.555353868511,291.88419292820674
181,229.72532761267564,3394.018780647706,384.0705475590228
182,12.677576819517537,3481.7957326294263,74.6205636746537
183,409.29529470328384,3318.4029884364727,309.3698412827146
184,462.7727586091572,3419.850561511286,204.6748231358464
185,242.80179059284785,3511.240929025348,311.79897404443227
186,211.28735359446608,3418.074691144643,298.9394636035538
188,416.2941929032936,3190.209621727797,293.44148842646337
189,256.21538197020175,3206.369719550716,288.77591933941534
190,206.3420417881992,3306.31008949361,301.38275694521457
191,536.7987751771178,2839.203410778341,225.680321152965
192,469.523312529981,3469.7770786766027,320.1319907083604
194,245.1782562416608,2226.8685389571483,294.54282603233867
195,229.7813994658076,2865.644827911627,219.92930554367413
196,287.5123033875871,3215.064826067757,-34.78407973439553
197,601.1551184388046,3053.094164630163,363.2427269187357
198,475.19676498280353,2766.5357748310907,-39.235345855154
199,130.41679331688061,3745.5660818116858,309.5161872962052
