,wf,Electricity,Water
0,228.4333821210824,2667.016459758782,66.93293928326156
1,1902.6714489660435,2645.8998409950823,301.4906662026104
2,1092.417719622287,2038.3750346650068,189.23786601326083
3,1633.2552779412397,4051.703480230215,291.08109814323865
4,497.5160870003903,3489.011098924942,281.9409099128736
5,280.9445913540542,2946.6725850794874,218.3951087185627
6,599.2974772411028,2312.5277002249913,298.01585023881074
7,744.7630338838247,3086.7815785777693,293.1741847884596
9,302.4201086556178,2151.1493183522934,298.83741356566344
10,571.0782833353898,3030.5789905294077,286.73276401530137
11,280.8846490672318,2923.1028530729213,293.30084949004373
12,66.82364605205697,2773.515605068225,294.90466641912195
13,317.3025267538887,2719.0077504817473,298.0000057656989
14,5.2534130227245885,3104.060868426146,286.3772925631104
15,701.1623813622454,2873.8882628932383,186.57880188540142
16,1044.445568218173,2917.7003197595927,340.43424641289096
17,737.5027523930963,2537.6253000056963,-29.155758205244894
18,372.9122120486823,3114.781347990121,289.98739412478415
19,473.73314726095407,2854.3446002403552,288.331174494441
20,52.55157504106785,2961.3492450898634,297.62117361590214
23,203.9180185907444,3184.0915503385468,323.9266043808155
26,532.3909651194145,2364.40611485233,306.01176333675295
27,12.038334204851196,3205.805130205768,294.8480669155975
28,249.70965198063237,2928.626724731333,289.9449279966923
29,750.42278025373,2386.564024733385,302.68669936964216
30,261.9082157248617,2525.0440723022252,290.31674648004014
31,398.9210521123452,2682.9799998056224,294.62643981397326
32,449.84161768886713,2491.696236544029,370.7311895621669
33,320.8519307774999,3564.159079115475,289.3513306948488
34,212.7735393797377,3040.380175580713,298.5763058918181
35,299.84365753428267,2988.7135255125872,297.71222993814234
36,75.04934477534063,2921.7740784372904,293.35217379606536
37,185.37845097450958,2990.61875559954,326.33262598418963
38,135.19558595771127,3497.907069242196,70.07152393219357
40,978.5233761247699,2381.0998312247,292.60287306946543
41,734.9332707808908,2689.4291220255927,294.46189359663487
42,539.5361409982646,2322.883331980095,186.97300619698024
43,72.41530267709959,2866.2435067719216,291.66168709407424
45,1417.9434819154087,4021.573838081323,309.0832596518153
46,139.16137405326867,3749.65367539754,309.389456694438
48,906.3734369802937,3199.7077557627417,316.9924223745294
49,184.75174750467914,3242.8535162156304,311.93072407634037
50,409.09757899046076,2519.633060378213,298.4905140465036
51,422.43714666758325,3330.661945000269,283.31680852969237
52,22.97582955078566,3269.0261078071003,310.07442489157324
53,501.639856734007,3604.6780376819397,284.9438079871112
54,89.72697430457514,3136.606428749384,297.6123423867099
55,524.5777691302575,2978.958133834907,295.07808136750566
56,343.1621997465922,3416.280121472183,297.37154175548716
57,120.71232287432971,3803.313656257059,318.59086183369635
58,469.98952011443856,2491.0330514583793,366.9019963896525
60,155.52799045543884,3300.6980166492745,317.56950951838553
61,492.6382258790025,2155.0288047668287,318.8598236170732
62,239.8122446942153,2964.395435968828,322.0492193522516
63,483.48018879652716,3244.231089756486,449.10078918067217
64,234.07754674715247,2945.0385006282927,285.5159090499997
65,179.87046119867537,2790.0820999781126,283.6662844851731
66,183.25354597910197,3104.6782520708784,295.7757498481778
67,457.5519137369488,3553.8451481839343,367.42039375089263
68,54.160299033142536,3545.8776495917186,293.1916252453164
69,434.7610557283235,2943.2955548627065,293.50236867843734
70,160.51795059071145,2966.061910137197,283.75785825662587
71,191.06838125522012,3232.412509097284,302.5661214720157
72,460.1816320685941,2277.400477018014,288.2501242602138
73,173.92364915248706,2764.688298995343,293.51924952120726
74,30.04444587867097,2833.465367806124,304.36842996972086
75,968.3794693940672,3020.464244856733,185.56532405770508
76,938.9464657741614,3267.6040084604106,173.97363191528993
77,149.15641903142657,3014.3823937114253,72.25799521731469
78,422.8700239091476,3359.387039374274,374.02055222508164
79,1979.2291068932254,3287.527293433004,296.1972553548172
80,1783.4961406228745,3095.4795667897424,188.14746614130073
81,134.304496273994,3112.912402050652,292.2058142207224
83,222.73107103153728,2204.6899153838085,296.9583055180876
84,50.71871066850467,2544.6207864838047,287.5810059825825
86,683.0599910872222,2439.624464103429,289.81986043796013
87,570.3364159242818,3060.6006172477305,291.1544133000212
88,727.272279224082,3151.8990069317515,298.8013362205781
89,816.9901785405341,2872.692305759785,69.26139792329704
90,194.45125103950883,3458.475218220341,285.9704043753948
91,66.19704960690993,3081.9413858832568,286.276214522444
92,554.511613041293,2550.6965872032238,68.14988359245379
93,969.4959027775818,3768.172828062752,365.81794134697
94,366.51260813760035,2513.511175384256,371.1594367017264
95,177.76367230060245,3571.32573033476,211.68617834973
96,730.2737299018859,2978.5497578025547,319.6298410156577
97,806.3651830975311,2536.7198921748927,316.58522104352494
98,169.02546103658239,2721.401873085853,214.7198685918133
101,501.979071922009,2077.17530409965,349.73876403624934
102,1197.0115522449255,2535.6516154386977,-42.647411313090814
103,95.31044711234301,3325.6865413151427,194.51562154257527
104,97.24677210833569,3049.579020280874,292.7897608062271
105,1126.659675748874,3557.559372818088,224.54711320518425
106,837.9803292854202,2420.6871028857768,329.2993806780903
107,155.19125800003354,3018.571447734983,317.04255918428896
108,241.29635525855326,2626.170048878773,294.38892113015214
109,350.9834438761518,2976.9059756196557,70.7784224713865
111,494.3075065675088,2700.915912362741,321.04346900120544
112,8.974998690976463,2635.9299038320482,322.76517827234244
113,932.6675595784994,2608.002303374336,370.9391053000245
114,562.4068179074299,2436.059314074987,320.78756680269083
115,438.70866003105135,3208.6544040280955,310.33010072692065
117,1717.8400136218308,4109.530407240684,310.9517185217473
119,223.85691287424453,3175.321146964294,293.9287193439372
120,243.43181148059767,3187.410527673384,304.0514615295573
121,507.4654439764213,2818.5705645340636,67.36307140028376
122,214.0370570014167,3236.1164915394,60.95504992514406
123,370.8888818376094,4093.4850202842763,294.9682958222721
124,474.56445079321037,2559.988921595136,281.7467516663964
125,196.15774177033916,2926.7384129056513,296.27413086522444
127,778.2848195390228,2579.7483423465346,71.94641867826272
128,865.0386877582187,2690.842152559231,455.3147270575228
130,170.40072078402494,2934.7686024394043,69.87886556180139
131,26.11191027234805,2221.5569927929428,295.7148350331296
132,147.1961313555137,2901.9335375820588,303.9107461903912
133,33.40184821770587,3261.595789273009,294.74363104875937
134,614.7127679612619,3213.31047880897,295.24550507791923
135,211.66016081954587,2513.52016208436,325.8164824217715
136,665.9303260966643,2536.333587605946,318.95392678403226
137,521.5021577180481,2950.1921823918397,373.9722960856193
138,164.86550583709524,2609.562806462685,377.03107706096085
139,314.35781898404684,3078.6897137070587,222.82797836476968
140,886.9498451258389,2885.2642595919115,323.52426846642396
141,793.8217348250911,2976.65955948521,373.4531327972388
142,328.2847547020523,3588.209529519467,378.9402958445857
143,487.2288664423025,2970.604754525372,195.15137380522046
144,195.57856481152302,2515.897599653373,188.0498023357531
145,365.98806978953377,3092.4751636948426,59.16616952588573
146,344.3334754589748,2556.9709971841985,71.74186937357052
150,343.5975640616743,2732.005440006762,306.5266754565077
151,748.9527673920712,3258.2458438555077,295.0572581037175
152,595.1580767885682,2839.173984181756,61.22543305348283
154,302.68763285911155,2236.6372456390477,300.93792589016374
155,629.2844048944753,3154.1282412945397,293.0105173006983
