i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,i_Intercept,c_i_Education,Income__0,e_Intercept,Electricity__0,w_Intercept,c_w_Education,Water__0
1,919.012059036333,0,7105.2244566329355,4,1666.846395220964,52.51526857023542,116.57589770606201,1,1,0.8256615909418198,1,18.78990863686842,0,28.886242146142248,1,59.24323573381378,1,203.32261545521197,1,24.593499876383408,0.0014260667515660983,98.49504620801835,1000.9789077676428,0.05318701200857999,49.73935151831777,6.088941881654669,0,1147.6639922287982,6023.86254599,100935.63400025127,3.2999838733037463,83.27333640513137,-601.5919500275481,214.4011453125436,69.83400041612863
0,919.012059036333,1,7105.2244566329355,4,1666.846395220964,52.51526857023542,116.57589770606201,3,1,0.8256615909418198,1,18.78990863686842,0,28.886242146142248,1,59.24323573381378,0,203.32261545521197,1,24.593499876383408,0.0014260667515660983,98.49504620801835,1000.9789077676428,0.05318701200857999,49.73935151831777,6.088941881654669,1,1147.6639922287982,18727.4606703,373311.49198773433,3.2999838733037463,123.93766564469881,-601.5919500275481,101.7028394300736,262.92785073596826
0,919.012059036333,0,7105.2244566329355,4,1666.846395220964,52.51526857023542,116.57589770606201,4,1,0.8256615909418198,1,18.78990863686842,0,28.886242146142248,1,59.24323573381378,1,203.32261545521197,1,24.593499876383408,0.0014260667515660983,98.49504620801835,1000.9789077676428,0.05318701200857999,49.73935151831777,6.088941881654669,4,1147.6639922287982,16788.0394185,391993.1045503184,3.2999838733037463,163.76296423190067,-601.5919500275481,40.18785101549648,261.0353764845714
1,919.012059036333,1,7105.2244566329355,6,1666.846395220964,52.51526857023542,116.57589770606201,2,1,0.8256615909418198,1,18.78990863686842,0,28.886242146142248,1,59.24323573381378,0,203.32261545521197,1,24.593499876383408,0.0014260667515660983,98.49504620801835,1000.9789077676428,0.05318701200857999,49.73935151831777,6.088941881654669,2,1147.6639922287982,11959.091528,237901.23288678436,3.2999838733037463,86.49103581463913,-601.5919500275481,260.32727427717964,178.24939052178826
0,919.012059036333,0,7105.2244566329355,6,1666.846395220964,52.51526857023542,116.57589770606201,2,1,0.8256615909418198,1,18.78990863686842,0,28.886242146142248,1,59.24323573381378,1,203.32261545521197,1,24.593499876383408,0.0014260667515660983,98.49504620801835,1000.9789077676428,0.05318701200857999,49.73935151831777,6.088941881654669,0,1147.6639922287982,11959.091528,199111.3010971848,3.2999838733037463,110.42303605497311,-601.5919500275481,260.32727427717964,138.8000617238415
0,919.8623692875406,1,7107.941279737166,6,1666.8230893895557,52.4899485221709,116.61800382751525,0,1,0.8247584550958069,1,18.790920589947625,0,28.897865563333585,1,59.19274560700196,0,203.32574459133522,1,24.591783288966734,0.0014586821210826792,98.4238054531512,1001.1567302821422,0.051913978350693224,49.848400189385536,6.086433865796968,0,1147.6639922287982,1.0,117844.71332719408,3.2999838733037463,54.02559649183348,-601.5919500275481,1.0,89.01148715382492
0,920.097647121377,1,7100.554778466431,6,1666.9270177309982,52.514800640985236,116.5596764629948,2,1,0.8241596342157858,1,18.786411535781117,0,28.900016660429333,1,59.27908463301258,1,203.46582630707977,1,24.61503380470311,0.0014124223570571566,98.4817734985571,1002.135163740423,0.0540020783632304,49.92578181657486,6.083961738162762,1,1147.6639922287982,11959.091528,233434.0232233199,3.2999838733037463,124.10415258256704,-601.5919500275481,260.32727427717964,176.45544578309588
0,918.695855428439,0,7115.116368901357,6,1667.8377434420954,52.611262448536394,116.46604138532852,0,1,0.8242630856215343,1,18.790474669440172,0,28.856216682123947,1,59.29120899863375,0,203.5877095576253,1,24.64092195647649,0.001427201376505776,98.4459913988193,1002.6071688297937,0.05348946920744179,49.943814623938856,6.093547057132528,3,1147.6639922287982,1.0,83543.41207496641,3.2999838733037463,39.06297441639708,-601.5919500275481,1.0,55.9739982817498
0,913.0536840912839,1,7116.523781711346,5,1663.0998067884675,52.924415515560156,118.1665332561466,2,1,0.8241326499722631,1,18.703982719809588,0,28.9655094039445,1,59.355394040069335,1,203.43098030917812,1,24.708739132501385,0.0014146623124104158,98.99672080248952,1009.8566524409068,0.05575797050917074,50.13720496653704,6.146652739386367,4,1147.6639922287982,11959.091528,226002.53060475335,3.2999838733037463,122.1770864822408,-601.5919500275481,260.32727427717964,175.95877717673758
1,909.2146487691638,0,7126.749491081996,5,1655.4899536590822,53.06303973739134,118.49155975455434,0,1,0.8028543850732465,1,19.06570945220667,0,28.7285637703441,0,58.90750863869951,0,202.47971520685815,1,24.918490457044264,0.0014010356774332958,98.88261869521752,1002.8855332400018,0.05277401395471876,50.19520339987509,6.086923565370508,0,1147.6639922287982,1.0,80351.62668378472,3.2999838733037463,26.323406804521834,-601.5919500275481,1.0,53.78339184168894
