w_ConstructionType,c_w_ConstructionType,w_Age,c_w_Age,w_ConstructionYear,c_w_ConstructionYear,w_HHSize,c_w_HHSize,w_Income_log__,c_w_Income,c_e_ConstructionType,e_sqm,c_e_sqm,c_e_Income,c_e_HHSize,c_e_ConstructionYear,w_Intercept,w_Income,Water__0,e_Intercept,e_CDD,e_HDD,Electricity__0
1,1.1517498469045513,56.05187304980432,0.0005159223216794767,1946,0.01567612963588693,2,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468347,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,31.61724129693469,-29960.626895641995,833.3,3006.5,1208.5486870775783
1,1.1517498469045513,56.05187304980432,0.0005159223216794767,1944,0.01567612963588693,1,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468347,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,26.5982670708995,-29960.626895641995,833.3,3006.5,1172.414998623438
1,1.1517498469045513,56.05187304980432,0.0005159223216794767,1943,0.01567612963588693,2,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468347,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,31.594528147530795,-29960.626895641995,833.3,3006.5,1207.2266011217419
0,1.1517498469045513,56.05187304980432,0.0005159223216794767,1943,0.01567612963588693,2,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468347,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,31.038271236412317,-29960.626895641995,833.3,3006.5,1113.7227848303032
1,1.1517498469045513,56.05187304980432,0.0005159223216794767,1942,0.01567612963588693,2,10.360613540902667,9.521380673414217,0.0009566649482306623,2752.5036651541072,73.00450508468347,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627538,31.586957097729496,-29960.626895641995,833.3,3006.5,1206.7859058031297
0,1.1545622568787581,56.1194510081573,-0.0017621805278329801,1941,0.013558476758949412,2,10.35537542146813,9.517805151540722,0.0009695540664427299,2752.745062106082,72.95866552985643,16.76838350033333,0.03404128940877594,1037.2227806514902,12.967858843116403,-5.28240917773532,13599.729088203789,29.033322848057058,-29960.626895641995,833.3,3006.5,1113.253112264334
1,1.1551844751474019,56.09616041940829,-0.0013663735819034262,1941,0.014206342118822289,2,10.34919888748911,9.527747169933193,0.0009658326353635576,2754.6138219950267,72.9676868349684,16.761325892541226,0.03425682920655255,1037.9367949855045,12.965360947537535,-5.28240917773532,13735.612201874692,30.242291201822336,-29960.626895641995,833.3,3006.5,1206.9577711924103
1,1.1540887940054043,56.069777084696796,0.0012172634788837717,1939,0.014708991963141736,3,10.344178903400364,9.515878015318116,0.0009501168146814375,2756.6764988172363,72.97316156348914,16.761448129181634,0.03513439964425948,1038.4561286554797,12.95428804902873,-5.28240917773532,13573.545795149917,35.581160590169176,-29960.626895641995,833.3,3006.5,1240.949189353179
1,1.1576943812538174,55.98429900906067,0.00013218398080682903,1940,0.016211674417275394,3,10.351085606766793,9.522754351593115,0.0009541260122955985,2756.948116254861,72.9792298040099,16.771727154223772,0.03332239382082496,1041.3112507999845,12.958310045529672,-5.28240917773532,13667.203703073224,37.04801166498244,-29960.626895641995,833.3,3006.5,1241.2539510782
0,1.1576698240011527,55.98550173456227,0.0001168955088654073,1940,0.01621961545439497,3,10.351183537829654,9.522896048918053,0.0009415484688177582,2756.953142831168,72.98094104505294,16.771751439928373,0.03333632858289005,1041.2994504289625,12.95818716504164,-5.28240917773532,13669.140446489779,36.41391151437183,-29960.626895641995,833.3,3006.5,1147.5995520813165
1,1.1569606429490158,55.9859522802077,0.00012450896449429545,1939,0.01641898853396736,3,10.348256049084625,9.527052960954615,0.0009439950056519764,2756.939458871727,73.0120660039568,16.77489964011633,0.033350574328709116,1041.0423912000406,12.96069854169464,-5.28240917773532,13726.08012556718,37.189634441851865,-29960.626895641995,833.3,3006.5,1241.049748140398
1,1.1581540595531201,55.98837017780617,-0.002334235109112812,1939,0.0169722630385221,2,10.351987028061297,9.525354307826827,0.0009475547474778177,2756.41728263192,72.98466283056477,16.782693000102466,0.03239883332755724,1041.718995893877,12.96941149014092,-5.28240917773532,13702.784068191566,32.66052889174315,-29960.626895641995,833.3,3006.5,1205.8214881693257
1,1.159513698447352,55.99106471850729,-0.0023396231860899007,1938,0.01606514242227045,2,10.353120946878448,9.525948179649452,0.0009742375622061854,2750.993962482578,72.98019295598225,16.77888505130698,0.03337169121389586,1042.5745735726414,12.97374117274273,-5.28240917773532,13710.924182394168,31.985296295914164,-29960.626895641995,833.3,3006.5,1205.98994558063
1,1.1578900692189045,55.93353960024715,-0.0014857489210416978,1937,0.015798322241518822,3,10.366650576102321,9.518917874677971,0.0009392818833597567,2750.137701257232,72.97043949893286,16.78332808245702,0.03162135277641784,1041.226506323384,13.002713518118735,-5.28240917773532,13614.87024381538,36.49504145262139,-29960.626895641995,833.3,3006.5,1241.7929167130653
1,1.1576641033985016,55.872683091247495,-0.0009253570273222078,1937,0.015276178634420882,3,10.366693786978928,9.51460515308132,0.0009635262717746182,2746.094249984714,72.90874462422077,16.773193908413777,0.031452607484929625,1041.4516761114885,12.978020348408004,-5.28240917773532,13556.279532405963,36.15384620632955,-29960.626895641995,833.3,3006.5,1239.8527549299145
1,1.1614838991863854,55.87418208879916,0.0022690253438420955,1938,0.015604840330274395,5,10.356232736952297,9.527782358228906,0.0009536753239913095,2742.692208278948,73.2219123568665,16.715178560018288,0.03167943415350591,1039.4991199558037,12.995393018466688,-5.28240917773532,13736.095543162588,46.563495099983385,-29960.626895641995,833.3,3006.5,1312.0794229028966
1,1.1614838991863854,55.87418208879916,0.0022690253438420955,1938,0.015604840330274395,5,10.356232736952297,9.527782358228906,0.0009536753239913095,2742.692208278948,73.2219123568665,16.715178560018288,0.03167943415350591,1039.4991199558037,12.995393018466688,-5.28240917773532,13736.095543162588,46.563495099983385,-29960.626895641995,833.3,3006.5,1312.0794229028966
1,1.162904127802928,55.8451282028607,0.001750619202144681,1939,0.014655941196155216,5,10.359862377957466,9.528484334949665,0.0009564383164748552,2743.1998282134223,73.2682426096844,16.711225720670765,0.03133523006157994,1039.1717717109987,12.995674734395774,-5.28240917773532,13745.741347637006,45.70063622778896,-29960.626895641995,833.3,3006.5,1312.3672054565277
0,1.1627116382041212,55.820508167186425,0.001946814407919339,1939,0.015288515438380572,4,10.352485478818492,9.52982511381317,0.0009487511661138013,2742.983312036133,73.27587114677176,16.716405843290566,0.03144782533840313,1038.9736072153162,12.995396277696866,-5.28240917773532,13764.18370789973,40.67634617941396,-29960.626895641995,833.3,3006.5,1183.9225361591732
1,1.1614619034964557,55.80854485739525,0.0015360632642474608,1939,0.016291770458855694,5,10.358779211957337,9.524346470621056,0.0009435750594783259,2747.355660963921,73.37531008216295,16.735718699517204,0.029725943820068122,1038.8879053315302,12.983012030622573,-5.28240917773532,13688.98084945207,47.112156858261535,-29960.626895641995,833.3,3006.5,1310.939149645732
0,1.162563230948714,55.782714984266995,0.00019952344665814987,1938,0.014739206666729825,3,10.37380909743574,9.523381916177389,0.000987710064010541,2746.1505304965967,73.4011858544841,16.761897166663335,0.031472221277835055,1038.6912490008542,12.957276827649821,-5.28240917773532,13675.78344797377,35.35550982319004,-29960.626895641995,833.3,3006.5,1145.7497939096706
1,1.1631045395237987,55.73268853588886,0.0006228676528631568,1938,0.014865499998437417,2,10.352735390985702,9.51114168302578,0.0009602531799105502,2742.4875297292283,73.37777135339712,16.78858143857573,0.030600232012174395,1037.9235094249675,12.95027314154249,-5.28240917773532,13509.408978414527,30.757778457180066,-29960.626895641995,833.3,3006.5,1202.5904243685181
1,1.1610887799173002,55.85095930878018,0.0016475094932614323,1939,0.01706195684600468,3,10.348659341936965,9.510080871861295,0.0009660139422460537,2748.0559536342403,73.27151129232861,16.772414048656124,0.03233904140456418,1037.6027565119286,12.979155695748043,-5.28240917773532,13495.085645063782,37.873606004398454,-29960.626895641995,833.3,3006.5,1241.0294180430167
1,1.1610632589829737,55.85041919432596,0.0016767694485452418,1939,0.017044227233709016,3,10.348495447385401,9.50993005332188,0.0009387921223246906,2748.025214593138,73.26970833103036,16.771874808212296,0.03235721380725211,1037.5777719051177,12.97911758595486,-5.28240917773532,13493.050489430965,37.679195933448995,-29960.626895641995,833.3,3006.5,1241.0270417553359
1,1.1609170893429173,55.837119020781074,0.001994938447023723,1938,0.015168373242646728,2,10.3409196557713,9.506768839877518,0.0009632105417895331,2748.219433935037,73.26222282555504,16.770627501708823,0.03412302736630717,1036.3703678005347,12.984534114629984,-5.28240917773532,13450.4634256829,31.057701881570118,-29960.626895641995,833.3,3006.5,1206.3729545401284
1,1.1615446504702187,55.94881694705226,0.002301140178938342,1939,0.013415277855690287,1,10.34922211774025,9.508325073923368,0.0009678906227587347,2750.849584254691,73.35804808042039,16.761922560704047,0.033128773637590654,1038.0366988326678,12.9703475085208,-5.28240917773532,13471.411790850107,24.481870739709255,-29960.626895641995,833.3,3006.5,1170.4217484793726
1,1.1624262524626554,55.94952948709804,0.00035662450284453337,1939,0.01423542535667751,1,10.351052287338414,9.509236683338903,0.0009817172284972185,2752.060988972677,73.29645233336367,16.754330221845127,0.03348261109334926,1039.839436623877,12.949688833102543,-5.28240917773532,13483.698055965822,25.294467275589827,-29960.626895641995,833.3,3006.5,1169.2853035066717
1,1.1626324678753344,55.953785511132985,-0.00015249883724063605,1937,0.014080751109669849,2,10.349279552771335,9.519255005479215,0.0009645454724245326,2750.081223687309,73.30862253271236,16.732833044682057,0.0330091736717451,1041.0656598478975,12.923153576886794,-5.28240917773532,13619.46100973032,30.071280643372248,-29960.626895641995,833.3,3006.5,1201.888101444777
0,1.1625836462629875,55.953789748495254,-0.00011420601684977734,1937,0.014149037435178742,2,10.349176245254762,9.519113935040128,0.0009491252444999914,2750.0354646469787,73.30978032564374,16.733231588056938,0.03302740155192371,1041.0517495093143,12.923227901134306,-5.28240917773532,13617.539841898733,29.472274112708014,-29960.626895641995,833.3,3006.5,1108.4784505850037
1,1.1624851300631174,55.87719170889351,-0.0003828471159366684,1937,0.012408781057795968,2,10.329490332207747,9.523820131023976,0.0009460797903529247,2752.4528294465717,73.3310780745304,16.741541109791605,0.0327558847963047,1040.187022515316,12.927065902900152,-5.28240917773532,13681.77769260696,28.388756056580533,-29960.626895641995,833.3,3006.5,1202.153016795249
1,1.1627247739552444,55.80857435921999,-0.00029921955043107516,1937,0.015718660659614334,2,10.328226928188558,9.511729833825692,0.0009605464730884229,2749.4912237690364,73.21963775292483,16.76301190362935,0.031343396303306216,1041.1494985670347,12.954221322191987,-5.28240917773532,13517.35688516626,31.505649350068726,-29960.626895641995,833.3,3006.5,1203.0631171713442
