,index,w_ConstructionType,w_Age,w_ConstructionYear,w_HHSize,e_sqm,w_Income,Water,Electricity,w,wf
0,0,ConstructionType_hous,Age_54,ConstructionYear_2030,HHSize_4,73.43784784715928,13545.987896495322,41.6998873523139,1495.5405307414724,1976.5060223642172,1976.5032289481092
1,1,ConstructionType_hous,Age_64,ConstructionYear_2001,HHSize_4,72.30380974036534,13481.827432985936,43.192789529224775,1036.9423922213803,1976.5060223642172,1976.5014260336432
2,2,ConstructionType_appt,Age_79,ConstructionYear_1961,HHSize_4,73.01169804074028,13517.298291239564,40.193979729844315,1162.7148292107313,1976.5060223642172,1976.5024227781355
3,3,ConstructionType_hous,Age_39,ConstructionYear_2011,HHSize_6,72.55268960536182,13432.266539128685,52.310343670645636,1194.6489465784266,1976.5060223642172,1976.5000335371856
4,4,ConstructionType_hous,Age_54,ConstructionYear_2030,HHSize_6,72.63594048127499,13888.056779107024,49.47601328339871,1349.5123421641433,1976.5060223642172,1976.512840082107
5,5,ConstructionType_hous,Age_54,ConstructionYear_1970,HHSize_6,73.05937857511762,13733.943933816367,53.71112318211638,1272.1016876618291,1976.5060223642172,1976.5085099715454
6,6,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_6,73.39281626189965,13677.332651193296,53.134005475029795,986.4668981031107,1976.5060223642172,1976.5069193904649
7,7,ConstructionType_hous,Age_79,ConstructionYear_1918,HHSize_6,73.11828972397697,13750.33683082086,51.71923044225457,1509.6311884385864,1976.5060223642172,1976.5089705783816
8,8,ConstructionType_hous,Age_39,ConstructionYear_1918,HHSize_6,72.38380650717484,13517.036686134756,51.94658601978126,1320.081333663484,1976.5060223642172,1976.5024153345155
9,9,ConstructionType_appt,Age_39,ConstructionYear_1918,HHSize_6,73.62134131392592,13741.549541410885,52.10922775314534,1148.9664407442815,1976.5060223642172,1976.5087237518712
10,10,ConstructionType_hous,Age_64,ConstructionYear_1918,HHSize_5,73.00229185116527,13576.758571168484,45.44006727432254,1456.459701605684,1976.5060223642172,1976.5040934588922
11,11,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_5,73.50312547661865,13299.665791541302,46.27817064946544,1321.9252834077256,1976.5060223642172,1976.4963079409094
12,12,ConstructionType_appt,Age_64,ConstructionYear_2030,HHSize_6,71.33372420591922,13402.028279672915,50.36577720242168,1379.8441961472226,1976.5060223642172,1976.4991837352338
13,13,ConstructionType_hous,Age_79,ConstructionYear_2016,HHSize_5,71.75048162755884,13404.668900634966,45.720259866875935,1449.5670045922532,1976.5060223642172,1976.4992579942314
14,14,ConstructionType_hous,Age_24,ConstructionYear_2035,HHSize_3,72.50641844966592,13509.92643900229,37.22628256422009,1298.0370159181462,1976.5060223642172,1976.5022155733616
15,15,ConstructionType_hous,Age_79,ConstructionYear_1991,HHSize_2,73.61433746754305,13687.506499709585,32.68007644500058,1245.0542471884985,1976.5060223642172,1976.5072052828898
16,16,ConstructionType_hous,Age_29,ConstructionYear_1981,HHSize_6,72.40811058036735,13584.95310149574,51.163263276392314,1588.3102959064652,1976.5060223642172,1976.5043236144643
17,17,ConstructionType_hous,Age_79,ConstructionYear_2001,HHSize_2,73.38076749095903,13579.028641586905,32.21667655391629,1253.4170744624532,1976.5060223642172,1976.5041572993023
18,18,ConstructionType_hous,Age_64,ConstructionYear_1961,HHSize_2,73.80917749353365,13600.940426620513,33.455710537849306,951.1351700714996,1976.5060223642172,1976.5047730284266
19,19,ConstructionType_hous,Age_79,ConstructionYear_1970,HHSize_2,72.46395909218707,14008.186329567292,33.15910625191925,1370.3985352963691,1976.5060223642172,1976.516215387389
20,20,ConstructionType_hous,Age_29,ConstructionYear_1945,HHSize_1,74.09266871259737,13429.295627227842,25.705447624234885,1084.7185830645797,1976.5060223642172,1976.4999502933088
21,21,ConstructionType_hous,Age_39,ConstructionYear_2011,HHSize_2,72.06551675758055,13496.650735402936,32.52893734919085,931.4149992918692,1976.5060223642172,1976.5018424944292
22,22,ConstructionType_hous,Age_39,ConstructionYear_1981,HHSize_6,72.94120872224137,13565.267621839424,50.27405102560382,1528.070474665931,1976.5060223642172,1976.503770583525
23,23,ConstructionType_hous,Age_79,ConstructionYear_2035,HHSize_2,72.62724461619463,13742.204520147414,32.258649421443884,1174.923159363486,1976.5060223642172,1976.5087420079903
24,24,ConstructionType_hous,Age_54,ConstructionYear_2016,HHSize_1,73.13688372149598,13656.124273165413,27.82397597913084,1078.897343397546,1976.5060223642172,1976.5063234509441
