,index,w_ConstructionType,w_Age,w_ConstructionYear,w_HHSize,e_sqm,w_Income,Water,Electricity,w,wf
0,0,ConstructionType_hous,Age_64,ConstructionYear_1945,HHSize_6,72.47723735457765,13625.80996444537,52.7617947510461,1331.3318464721958,1582.4512532637075,1582.4515816807254
1,1,ConstructionType_hous,Age_54,ConstructionYear_1991,HHSize_2,71.54808333126459,13773.176620578686,32.587398262195,1430.2895854758474,1582.4512532637075,1582.4495541875858
2,2,ConstructionType_hous,Age_39,ConstructionYear_2001,HHSize_3,71.94968445693938,13656.025454080933,37.307725891495686,1052.7603668587697,1582.4512532637075,1582.4511659962536
3,3,ConstructionType_hous,Age_24,ConstructionYear_1945,HHSize_3,71.70615715257046,13563.498055967959,38.355420780386645,1308.7156903672642,1582.4512532637075,1582.4524390631952
4,4,ConstructionType_appt,Age_39,ConstructionYear_1945,HHSize_6,71.70196304466829,13873.715665313934,52.336230860469826,1278.6490896543228,1582.4512532637075,1582.4481708989679
5,5,ConstructionType_hous,Age_64,ConstructionYear_1991,HHSize_3,72.52975895489092,13536.21513450889,37.59314809175375,1501.8881040026627,1582.4512532637075,1582.4528143778673
6,6,ConstructionType_hous,Age_64,ConstructionYear_1970,HHSize_2,73.76043209318719,13598.996830205198,31.678997024027552,1398.686560759218,1582.4512532637075,1582.451950497989
7,7,ConstructionType_hous,Age_120,ConstructionYear_1970,HHSize_3,72.9903224444487,13764.587208257959,37.4740307251721,1194.35761949851,1582.4512532637075,1582.4496722601434
8,8,ConstructionType_appt,Age_64,ConstructionYear_1961,HHSize_2,72.44250741635378,13705.93843250768,31.377953653712765,1240.0418561408414,1582.4512532637075,1582.4504792271211
9,9,ConstructionType_hous,Age_120,ConstructionYear_1961,HHSize_3,71.80624106232936,13570.746411536697,35.042571990387906,1087.1116590421823,1582.4512532637075,1582.4523393285695
10,10,ConstructionType_hous,Age_120,ConstructionYear_1981,HHSize_4,73.24238777330264,13648.923962657884,42.44019877705927,1541.1211607367554,1582.4512532637075,1582.4512636080376
11,11,ConstructionType_appt,Age_79,ConstructionYear_1918,HHSize_2,72.3289953065823,13934.927635364751,30.530733932294076,1040.7109059196673,1582.4512532637075,1582.4473286605828
12,12,ConstructionType_hous,Age_54,ConstructionYear_1981,HHSize_2,72.61167413729497,13522.192759033434,31.6474287253708,1474.3595305293836,1582.4512532637075,1582.453007300286
13,13,ConstructionType_hous,Age_54,ConstructionYear_1970,HHSize_5,73.39131335287567,13486.14300662344,50.033653041937704,1451.8874799998273,1582.4512532637075,1582.4535032377407
14,14,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_7,72.87194088351116,13613.543225732874,54.538616570251065,1520.1014052066732,1582.4512532637075,1582.4517504250518
15,15,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_8,73.23930673144515,13664.757922142895,61.518982497213784,1348.3162584996785,1582.4512532637075,1582.4510457545948
16,16,ConstructionType_appt,Age_120,ConstructionYear_2001,HHSize_5,73.77167223349113,13628.984862745669,48.9842880588656,1084.1908339676756,1582.4512532637075,1582.4515379044444
17,17,ConstructionType_hous,Age_39,ConstructionYear_1970,HHSize_8,73.29166655476556,13678.597274433328,58.06816859756518,1303.3943201465988,1582.4512532637075,1582.4508553406843
18,18,ConstructionType_hous,Age_64,ConstructionYear_1945,HHSize_5,72.8699284494309,13601.455944294592,48.06537849911962,1274.5930899425048,1582.4512532637075,1582.4519167294225
19,19,ConstructionType_hous,Age_79,ConstructionYear_1918,HHSize_5,73.79364823723138,13698.01027096087,44.365618782140075,1559.6891625460055,1582.4512532637075,1582.4505882074418
20,20,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_5,73.49317819321385,13630.038308820349,46.814519272551344,1387.4605441108015,1582.4512532637075,1582.4515234296657
21,21,ConstructionType_appt,Age_24,ConstructionYear_1961,HHSize_1,72.52740053677685,13591.085263707575,26.562000934486537,1148.9835660203762,1582.4512532637075,1582.4520594420865
22,22,ConstructionType_appt,Age_64,ConstructionYear_1945,HHSize_3,72.57442557798744,13859.04116774476,35.14685789662992,1142.1042584037675,1582.4512532637075,1582.4483727353404
23,23,ConstructionType_hous,Age_39,ConstructionYear_1961,HHSize_2,72.37276441289728,13671.060997400815,30.877678328144334,1345.4763239963886,1582.4512532637075,1582.45095909676
24,24,ConstructionType_hous,Age_64,ConstructionYear_1981,HHSize_2,73.99424664514281,13735.756760978491,32.562521037521684,1177.9391777653093,1582.4512532637075,1582.4500688532069
25,25,ConstructionType_hous,Age_39,ConstructionYear_2001,HHSize_3,71.87783013201336,13589.472312548125,36.388537512218825,1362.9177922074925,1582.4512532637075,1582.4520816807628
26,26,ConstructionType_appt,Age_120,ConstructionYear_1945,HHSize_3,72.84533661917007,13606.663675431399,37.000491830193205,1289.033366236351,1582.4512532637075,1582.451845081015
27,27,ConstructionType_hous,Age_39,ConstructionYear_2001,HHSize_3,72.28791768561895,13727.467769179166,36.858875873997576,969.8765621864543,1582.4512532637075,1582.4501830238755
28,28,ConstructionType_hous,Age_79,ConstructionYear_1961,HHSize_5,72.41165880708341,13617.12260044575,48.392611998562536,1152.9548480720105,1582.4512532637075,1582.451701211631
29,29,ConstructionType_hous,Age_64,ConstructionYear_1970,HHSize_2,73.21528500829338,13658.46982334014,32.415112559471545,1056.5255638435312,1582.4512532637075,1582.451132271931
30,30,ConstructionType_hous,Age_64,ConstructionYear_1981,HHSize_7,73.51577316053229,13688.887195779385,56.35214071964909,1292.7725210309086,1582.4512532637075,1582.450713749005
31,31,ConstructionType_appt,Age_54,ConstructionYear_1961,HHSize_1,72.08265912207895,13693.378302356388,25.39477064533155,1096.4888810155646,1582.4512532637075,1582.4506520637567
32,32,ConstructionType_hous,Age_64,ConstructionYear_1981,HHSize_3,73.3019547456198,13607.844581790516,37.62168946075227,1249.3155445966752,1582.4512532637075,1582.4518287988687
33,33,ConstructionType_hous,Age_120,ConstructionYear_2030,HHSize_1,71.63208451160673,13605.653383273111,25.093341903004685,1086.4649264339846,1582.4512532637075,1582.4518590700945
34,34,ConstructionType_appt,Age_24,ConstructionYear_1918,HHSize_4,73.61034144332812,13712.734466945089,40.755116825425546,1297.759938586619,1582.4512532637075,1582.4503856373906
35,35,ConstructionType_appt,Age_54,ConstructionYear_2001,HHSize_5,72.99788930110655,13809.569937020684,48.15212815193581,1159.0705520495653,1582.4512532637075,1582.4490533601174
36,36,ConstructionType_hous,Age_39,ConstructionYear_2020,HHSize_5,72.80728911562096,13775.16424371077,45.552438617450285,1188.1322338408966,1582.4512532637075,1582.4495267482591
37,37,ConstructionType_appt,Age_39,ConstructionYear_2035,HHSize_5,73.32113854120342,13822.925305021778,47.00227771171214,1153.2255768338662,1582.4512532637075,1582.4488695851358
