,index,e_BuildingSqm,elec,heat,cool,w,wf
0,0,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
1,1,525.0,156895.0000002,180567.63965205,0.0,6.3048,13.568531580144299
2,2,525.0,156895.0000002,60189.21321735,151105.8937498425,6.3048,13.568531580144299
3,3,39.0,0.0,223980.12,69844.5019999272,6.3048,14.207635151366407
4,4,525.0,0.0,29028.125000017506,50368.6312499475,6.3048,13.568531580144299
5,5,12000.0,3338250.0000012,0.0,3453848.9999963995,6.3048,0.0
6,6,12000.0,0.0,0.0,4633224.4917432,6.3048,0.0
7,7,12000.0,0.0,0.0,4633224.4917432,6.3048,0.0
8,8,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
9,9,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
10,10,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
11,11,525.0,0.0,0.0,22522.619057085,6.3048,13.568531580144299
12,12,525.0,0.0,0.0,22522.619057085,6.3048,13.568531580144299
13,13,525.0,0.0,0.0,22522.619057085,6.3048,13.568531580144299
14,14,12000.0,0.0,0.0,1544408.1639144004,6.3048,0.0
15,15,12000.0,0.0,1990500.0000012,4506788.571444,6.3048,0.0
16,16,12000.0,0.0,5971500.000003601,66983.22580644,6.3048,0.0
17,17,12000.0,0.0,5971500.000003601,55026.76691736,6.3048,0.0
18,18,12000.0,0.0,3581355.7894751998,1151282.9999988,6.3048,0.0
19,19,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
20,20,525.0,941370.0000011999,180567.63965205,0.0,6.3048,13.568531580144299
21,21,12000.0,0.0,12381781.004712,3453848.9999963995,6.3048,0.0
22,22,12000.0,0.0,0.0,4633224.4917432,6.3048,0.0
23,23,12000.0,0.0,0.0,3453848.9999963995,6.3048,0.0
24,24,12000.0,0.0,0.0,1151282.9999988,6.3048,0.0
25,25,12000.0,0.0,0.0,1151282.9999988,6.3048,0.0
26,26,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
27,27,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
28,28,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
29,29,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
30,30,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
31,31,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
32,32,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
33,33,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
34,34,12000.0,0.0,88607520.00000001,6907697.999992799,6.3048,0.0
35,35,12000.0,0.0,5971500.000003601,3453848.9999963995,6.3048,0.0
36,36,12000.0,0.0,5971500.000003601,4633224.4917432,6.3048,0.0
37,37,12000.0,0.0,1990500.0000012,4633224.4917432,6.3048,0.0
38,38,12000.0,3338250.0000012,4127260.334904,4633224.4917432,6.3048,0.0
39,39,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
40,40,12000.0,10014750.000003599,0.0,4633224.4917432,6.3048,0.0
41,41,12000.0,10014750.000003599,0.0,1544408.1639144004,6.3048,0.0
42,42,12000.0,0.0,0.0,1544408.1639144004,6.3048,0.0
43,43,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
44,44,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
45,45,12000.0,3338250.0000012,0.0,1151282.9999988,6.3048,0.0
46,46,12000.0,3338250.0000012,12381781.004712,1151282.9999988,6.3048,0.0
47,47,12000.0,3338250.0000012,12381781.004712,0.0,6.3048,0.0
48,48,12000.0,3338250.0000012,12381781.004712,0.0,6.3048,0.0
49,49,12000.0,3338250.0000012,5971500.000003601,0.0,6.3048,0.0
50,50,12000.0,0.0,5971500.000003601,0.0,6.3048,0.0
51,51,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
52,52,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
53,53,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
54,54,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
55,55,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
56,56,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
57,57,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
58,58,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
59,59,3600.0,0.0,0.0,0.0,6.3048,9.52482071284393
60,60,12000.0,10014750.000003599,0.0,2302565.9999976,6.3048,0.0
61,61,12000.0,10014750.000003599,0.0,1151282.9999988,6.3048,0.0
62,62,12000.0,10014750.000003599,0.0,1151282.9999988,6.3048,0.0
63,63,105.0,435195.0315795601,96302.74114776,80589.80999991599,6.3048,14.120843308360936
