,cool,e_BuildingSqm,elec,heat,real_index,sw,w,wf
0.0,0.0,3600.0,0.0,0.0,0.0,11.0,1.0,5.814426305882204
1.0,0.0,525.0,66742.06835423224,94458.85206448693,1.0,1.0,1.0,13.98108917209266
2.0,140893.97937187686,525.0,66742.06835423224,31486.28402149564,2.0,1.0,1.0,12.98108917209266
3.0,65124.32824300085,39.0,0.0,117168.86293266574,3.0,1.0,1.0,14.639625156801042
4.0,46964.659790625614,525.0,0.0,15185.242330075269,4.0,1.0,1.0,13.98108917209266
8.0,0.0,3600.0,0.0,0.0,8.0,11.0,1.0,3.814426305882204
9.0,0.0,3600.0,0.0,0.0,9.0,11.0,1.0,8.814426305882204
10.0,0.0,3600.0,0.0,0.0,10.0,11.0,1.0,7.814426305882204
11.0,21000.513918292363,525.0,0.0,0.0,11.0,1.0,1.0,12.98108917209266
12.0,21000.513918292363,525.0,0.0,0.0,12.0,1.0,1.0,12.98108917209266
13.0,21000.513918292363,525.0,0.0,0.0,13.0,1.0,1.0,13.98108917209266
19.0,0.0,3600.0,0.0,0.0,19.0,11.0,1.0,6.814426305882204
20.0,0.0,525.0,400452.4101253936,94458.85206448693,20.0,1.0,1.0,13.98108917209266
26.0,0.0,3600.0,0.0,0.0,26.0,11.0,1.0,5.814426305882204
27.0,0.0,3600.0,0.0,0.0,27.0,11.0,1.0,7.814426305882204
28.0,0.0,3600.0,0.0,0.0,28.0,11.0,1.0,8.814426305882204
29.0,0.0,3600.0,0.0,0.0,29.0,11.0,1.0,4.814426305882204
30.0,0.0,3600.0,0.0,0.0,30.0,11.0,1.0,6.814426305882204
31.0,0.0,3600.0,0.0,0.0,31.0,11.0,1.0,8.814426305882204
32.0,0.0,3600.0,0.0,0.0,32.0,11.0,1.0,3.814426305882204
33.0,0.0,3600.0,0.0,0.0,33.0,11.0,1.0,7.814426305882204
39.0,0.0,3600.0,0.0,0.0,39.0,11.0,1.0,6.814426305882204
43.0,0.0,3600.0,0.0,0.0,43.0,11.0,1.0,5.814426305882204
