,index,w_ConstructionType,w_Age,w_ConstructionYear,w_HHSize,e_sqm,w_Income,Water,Electricity,w,wf
0,0,ConstructionType_hous,Age_54,ConstructionYear_2035,HHSize_1,73.94406469884619,13542.888640839563,25.97180978909965,1109.7887301031747,1591.2618465539663,1591.2595897608032
1,1,ConstructionType_hous,Age_54,ConstructionYear_1981,HHSize_4,73.29228322311005,13724.561191022005,41.6911179351682,1083.9092189689798,1591.2618465539663,1591.2635862219804
2,2,ConstructionType_hous,Age_79,ConstructionYear_1970,HHSize_2,73.72168016220294,13641.058403031377,33.04139960545151,1183.204898324023,1591.2618465539663,1591.2617493301032
3,3,ConstructionType_hous,Age_39,ConstructionYear_2011,HHSize_2,74.29028591016262,13578.477495725141,32.839793493879014,976.1811814288608,1591.2618465539663,1591.26037270591
4,4,ConstructionType_hous,Age_79,ConstructionYear_1961,HHSize_2,71.70760138356917,13632.70941010498,30.856207589642374,1482.3107276900187,1591.2618465539663,1591.2615654270305
5,5,ConstructionType_hous,Age_39,ConstructionYear_1961,HHSize_5,71.77838698589915,13635.138767629749,45.87000638067129,1301.5521556632907,1591.2618465539663,1591.2616188774261
6,6,ConstructionType_appt,Age_54,ConstructionYear_1900,HHSize_2,73.05189134055657,13582.966347040294,30.60499291227261,1279.780292339427,1591.2618465539663,1591.2604713072299
7,7,ConstructionType_appt,Age_120,ConstructionYear_1900,HHSize_4,73.21236472427051,13641.86956849347,39.7289916301152,1075.2189406048778,1591.2618465539663,1591.2617671126964
8,8,ConstructionType_hous,Age_54,ConstructionYear_1900,HHSize_2,72.63635263849083,13563.313913033608,31.562112776943486,1317.9698406316095,1591.2618465539663,1591.260038934084
9,9,ConstructionType_hous,Age_79,ConstructionYear_1970,HHSize_2,73.10678540130905,13691.959483015537,30.110611778493137,1096.4987582726917,1591.2618465539663,1591.262869009002
10,10,ConstructionType_hous,Age_79,ConstructionYear_1981,HHSize_2,72.2817692489518,13707.113087398538,29.732236662957863,1123.7240621415378,1591.2618465539663,1591.2632022695511
11,11,ConstructionType_appt,Age_54,ConstructionYear_1945,HHSize_3,72.62527306794604,13735.759608136223,37.1472570571346,1210.8554579182705,1591.2618465539663,1591.263832491487
12,12,ConstructionType_hous,Age_29,ConstructionYear_1945,HHSize_5,73.47963089406628,13558.898980638474,47.339875034577595,1317.6637898927165,1591.2618465539663,1591.259941910966
13,13,ConstructionType_appt,Age_120,ConstructionYear_1918,HHSize_3,72.19930011534791,13733.766169747705,37.3174286480055,1064.4553798969084,1591.2618465539663,1591.2637885878914
14,14,ConstructionType_hous,Age_29,ConstructionYear_1991,HHSize_6,72.1037240190094,13596.11291861572,52.56518768340136,1434.6446606184077,1591.2618465539663,1591.260760402355
15,15,ConstructionType_hous,Age_64,ConstructionYear_2001,HHSize_6,73.83361844741735,13754.042776359309,50.81950580119955,1231.142879465331,1591.2618465539663,1591.2642348383122
16,16,ConstructionType_hous,Age_24,ConstructionYear_1991,HHSize_4,72.79123085622898,13760.78445906475,41.90696534417461,1189.1578253573407,1591.2618465539663,1591.2643830229579
