,index,e_BuildingSqm,elec,heat,cool,w,wf
0,0,3600.0,0.0,0.0,0.0,64.965,108.98205237131175
1,1,3600.0,0.0,0.0,0.0,64.965,108.98205237131175
2,2,3600.0,0.0,0.0,0.0,64.965,108.98205237131175
3,3,3600.0,0.0,0.0,0.0,64.965,108.98205237131175
4,4,105.0,260838.09933619265,0.0,103670.18504759988,64.965,159.33381169054928
5,5,39.0,83421.88017269323,0.0,22325.681020370586,64.965,160.284660364389
6,6,525.0,187549.5748279765,0.0,42934.00196225112,64.965,153.28295649338773
7,7,525.0,62516.524942658834,0.0,14311.333987417043,64.965,153.28295649338773
8,8,525.0,0.0,0.0,0.0,64.965,153.28295649338773
9,9,12000.0,0.0,0.0,0.0,64.965,0.0
10,10,3600.0,0.0,0.0,0.0,64.965,108.98205237131175
11,11,3600.0,0.0,0.0,0.0,64.965,108.98205237131175
12,12,3600.0,0.0,0.0,0.0,64.965,108.98205237131175
13,13,3600.0,0.0,0.0,0.0,64.965,108.98205237131175
14,14,3600.0,0.0,0.0,0.0,64.965,108.98205237131175
15,15,3600.0,0.0,0.0,0.0,64.965,108.98205237131175
16,16,3600.0,0.0,0.0,0.0,64.965,108.98205237131175
17,17,3600.0,0.0,0.0,0.0,64.965,108.98205237131175
18,18,3600.0,0.0,0.0,0.0,64.965,108.98205237131175
19,19,12000.0,0.0,55510079.03056037,3841566.954830231,64.965,0.0
20,20,12000.0,0.0,55510079.03056037,11524700.864490692,64.965,0.0
21,21,12000.0,0.0,55510079.03056037,2944045.848840077,64.965,0.0
22,22,12000.0,3990486.428305042,55510079.03056037,2944045.848840077,64.965,0.0
23,23,525.0,187549.5748279765,809521.9858623386,42934.00196225112,64.965,153.28295649338773
24,24,525.0,187549.5748279765,809521.9858623386,42934.00196225112,64.965,153.28295649338773
25,25,39.0,27807.293390897743,247883.96893683073,22325.681020370586,64.965,160.284660364389
26,26,105.0,695568.2648965137,858059.8924736448,77281.20353205202,64.965,159.33381169054928
