,index,e_BuildingSqm,elec,heat,cool,w,wf
0,0,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
1,1,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
2,2,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
3,3,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
4,4,105.0,260838.09933619265,0.0,103670.18504759988,63.781,156.42993397413844
5,5,39.0,83421.88017269323,0.0,22325.681020370586,63.781,157.36345354891807
6,6,525.0,187549.5748279765,0.0,42934.00196225112,63.781,150.48935486190447
7,7,525.0,62516.524942658834,0.0,14311.333987417043,63.781,150.48935486190447
8,8,525.0,0.0,0.0,0.0,63.781,150.48935486190447
9,9,12000.0,0.0,0.0,0.0,63.781,0.0
10,10,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
11,11,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
12,12,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
13,13,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
14,14,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
15,15,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
16,16,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
17,17,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
18,18,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
19,19,12000.0,0.0,55510079.03056037,3841566.954830231,63.781,0.0
20,20,12000.0,0.0,55510079.03056037,11524700.864490692,63.781,0.0
21,21,12000.0,0.0,55510079.03056037,2944045.848840077,63.781,0.0
22,22,12000.0,3990486.428305042,55510079.03056037,2944045.848840077,63.781,0.0
23,23,525.0,187549.5748279765,809521.9858623386,42934.00196225112,63.781,150.48935486190447
24,24,525.0,187549.5748279765,809521.9858623386,42934.00196225112,63.781,150.48935486190447
25,25,39.0,27807.293390897743,247883.96893683073,22325.681020370586,63.781,157.36345354891807
26,26,105.0,695568.2648965137,858059.8924736448,77281.20353205202,63.781,156.42993397413844
27,27,525.0,125033.04988531767,809521.9858623386,42934.00196225112,63.781,150.48935486190447
28,28,525.0,187549.5748279765,809521.9858623386,57594.54724866659,63.781,150.48935486190447
29,29,525.0,187549.5748279765,54555.872216939024,57594.54724866659,63.781,150.48935486190447
30,30,525.0,0.0,54555.872216939024,57594.54724866659,63.781,150.48935486190447
31,31,12000.0,0.0,3740974.0948758186,0.0,63.781,0.0
32,32,12000.0,0.0,3740974.0948758186,0.0,63.781,0.0
33,33,12000.0,0.0,7756831.949598116,0.0,63.781,0.0
34,34,12000.0,0.0,0.0,0.0,63.781,0.0
35,35,12000.0,0.0,0.0,9215127.559786657,63.781,0.0
36,36,12000.0,3990486.428305042,0.0,2632893.5885104733,63.781,0.0
37,37,12000.0,3990486.428305042,0.0,2632893.5885104733,63.781,0.0
38,38,12000.0,0.0,0.0,2632893.5885104733,63.781,0.0
39,39,12000.0,0.0,0.0,3949340.382765709,63.781,0.0
40,40,12000.0,0.0,0.0,11524700.864490692,63.781,0.0
41,41,12000.0,0.0,7756831.949598116,11524700.864490692,63.781,0.0
42,42,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
43,43,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
44,44,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
45,45,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
46,46,525.0,62516.524942658834,113120.4659316392,0.0,63.781,150.48935486190447
47,47,525.0,62516.524942658834,37706.82197721307,128802.00588675338,63.781,150.48935486190447
48,48,39.0,0.0,140317.1442161387,59535.149387654885,63.781,157.36345354891807
49,49,525.0,0.0,18185.290738979675,42934.00196225112,63.781,150.48935486190447
50,50,12000.0,1330162.1427683474,0.0,2944045.848840077,63.781,0.0
51,51,12000.0,0.0,0.0,3949340.382765709,63.781,0.0
52,52,12000.0,0.0,0.0,3949340.382765709,63.781,0.0
53,53,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
54,54,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
55,55,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
56,56,525.0,0.0,0.0,19198.1824162222,63.781,150.48935486190447
57,57,525.0,0.0,0.0,19198.1824162222,63.781,150.48935486190447
58,58,525.0,0.0,0.0,19198.1824162222,63.781,150.48935486190447
59,59,12000.0,0.0,0.0,1316446.7942552364,63.781,0.0
60,60,12000.0,0.0,1246991.3649586062,3841566.954830231,63.781,0.0
61,61,12000.0,0.0,3740974.0948758186,57096.210018901445,63.781,0.0
62,62,12000.0,0.0,3740974.0948758186,46904.57652268905,63.781,0.0
63,63,12000.0,0.0,2243617.053161213,981348.6162800256,63.781,0.0
64,64,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
65,65,525.0,375099.14965595305,113120.4659316392,0.0,63.781,150.48935486190447
66,66,12000.0,0.0,7756831.949598116,2944045.848840077,63.781,0.0
67,67,12000.0,0.0,0.0,3949340.382765709,63.781,0.0
68,68,12000.0,0.0,0.0,2944045.848840077,63.781,0.0
69,69,12000.0,0.0,0.0,981348.6162800256,63.781,0.0
70,70,12000.0,0.0,0.0,981348.6162800256,63.781,0.0
71,71,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
72,72,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
73,73,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
74,74,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
75,75,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
76,76,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
77,77,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
78,78,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
79,79,12000.0,0.0,55510079.03056037,5888091.697680154,63.781,0.0
80,80,12000.0,0.0,3740974.0948758186,2944045.848840077,63.781,0.0
81,81,12000.0,0.0,3740974.0948758186,3949340.382765709,63.781,0.0
82,82,12000.0,0.0,1246991.3649586062,3949340.382765709,63.781,0.0
83,83,12000.0,1330162.1427683474,2585610.649866039,3949340.382765709,63.781,0.0
84,84,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
85,85,12000.0,3990486.428305042,0.0,3949340.382765709,63.781,0.0
86,86,12000.0,3990486.428305042,0.0,1316446.7942552364,63.781,0.0
87,87,12000.0,0.0,0.0,1316446.7942552364,63.781,0.0
88,88,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
89,89,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
90,90,12000.0,1330162.1427683474,0.0,981348.6162800256,63.781,0.0
91,91,12000.0,1330162.1427683474,7756831.949598116,981348.6162800256,63.781,0.0
92,92,12000.0,1330162.1427683474,7756831.949598116,0.0,63.781,0.0
93,93,12000.0,1330162.1427683474,7756831.949598116,0.0,63.781,0.0
94,94,12000.0,1330162.1427683474,3740974.0948758186,0.0,63.781,0.0
95,95,12000.0,0.0,3740974.0948758186,0.0,63.781,0.0
96,96,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
97,97,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
98,98,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
99,99,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
100,100,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
101,101,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
102,102,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
103,103,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
104,104,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
105,105,12000.0,3990486.428305042,0.0,1962697.2325600516,63.781,0.0
106,106,12000.0,3990486.428305042,0.0,981348.6162800256,63.781,0.0
107,107,12000.0,3990486.428305042,0.0,981348.6162800256,63.781,0.0
108,108,105.0,173408.2096091659,60330.91516354091,68694.4031396018,63.781,156.42993397413844
109,109,36.0,115153.98854654259,28441.71714852643,32384.50433724085,63.781,157.4058862568626
110,110,525.0,187549.5748279765,113120.4659316392,42934.00196225112,63.781,150.48935486190447
111,111,525.0,0.0,113120.4659316392,14311.333987417043,63.781,150.48935486190447
112,112,12000.0,3990486.428305042,0.0,1316446.7942552364,63.781,0.0
113,113,12000.0,0.0,0.0,1316446.7942552364,63.781,0.0
114,114,12000.0,3990486.428305042,7756831.949598116,1316446.7942552364,63.781,0.0
115,115,12000.0,3990486.428305042,7756831.949598116,0.0,63.781,0.0
116,116,12000.0,3990486.428305042,55510079.03056037,2944045.848840077,63.781,0.0
117,117,12000.0,3990486.428305042,55510079.03056037,2944045.848840077,63.781,0.0
118,118,12000.0,3990486.428305042,55510079.03056037,2944045.848840077,63.781,0.0
119,119,12000.0,3990486.428305042,7756831.949598116,2944045.848840077,63.781,0.0
120,120,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
121,121,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
122,122,525.0,187549.5748279765,0.0,0.0,63.781,150.48935486190447
123,123,525.0,187549.5748279765,54555.872216939024,0.0,63.781,150.48935486190447
124,124,525.0,187549.5748279765,0.0,0.0,63.781,150.48935486190447
125,125,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
126,126,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
127,127,39.0,83421.88017269323,28369.05355280829,0.0,63.781,157.36345354891807
128,128,39.0,250265.6405180797,58822.642284452384,29949.164569306628,63.781,157.36345354891807
129,129,12000.0,1330162.1427683474,1246991.3649586062,11524700.864490692,63.781,0.0
130,130,12000.0,1330162.1427683474,2585610.649866039,3949340.382765709,63.781,0.0
131,131,12000.0,0.0,18503359.67685345,3949340.382765709,63.781,0.0
132,132,525.0,0.0,0.0,57594.54724866659,63.781,150.48935486190447
133,133,525.0,0.0,0.0,57594.54724866659,63.781,150.48935486190447
134,134,525.0,0.0,0.0,57594.54724866659,63.781,150.48935486190447
135,135,12000.0,0.0,0.0,3949340.382765709,63.781,0.0
136,136,12000.0,0.0,0.0,3949340.382765709,63.781,0.0
137,137,12000.0,0.0,0.0,3949340.382765709,63.781,0.0
138,138,12000.0,0.0,129523517.73797417,3949340.382765709,63.781,0.0
139,139,12000.0,0.0,166530237.0916811,0.0,63.781,0.0
140,140,12000.0,0.0,129523517.73797417,0.0,63.781,0.0
141,141,12000.0,0.0,0.0,0.0,63.781,0.0
142,142,12000.0,0.0,3740974.0948758186,3841566.954830231,63.781,0.0
143,143,12000.0,0.0,3740974.0948758186,3841566.954830231,63.781,0.0
144,144,12000.0,0.0,2585610.649866039,26890968.68381161,63.781,0.0
145,145,12000.0,0.0,18099274.54906227,0.0,63.781,0.0
146,146,12000.0,0.0,15960669.804261155,0.0,63.781,0.0
147,147,12000.0,0.0,111020158.06112072,0.0,63.781,0.0
148,148,12000.0,0.0,2585610.649866039,981348.6162800256,63.781,0.0
149,149,12000.0,0.0,2585610.649866039,2944045.848840077,63.781,0.0
150,150,12000.0,0.0,2585610.649866039,1316446.7942552364,63.781,0.0
151,151,12000.0,0.0,7756831.949598116,3841566.954830231,63.781,0.0
152,152,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
153,153,12000.0,0.0,7756831.949598116,0.0,63.781,0.0
154,154,12000.0,0.0,7756831.949598116,0.0,63.781,0.0
155,155,12000.0,0.0,3740974.0948758186,0.0,63.781,0.0
156,156,12000.0,3990486.428305042,3740974.0948758186,0.0,63.781,0.0
157,157,12000.0,3990486.428305042,0.0,0.0,63.781,0.0
158,158,12000.0,3990486.428305042,0.0,0.0,63.781,0.0
159,159,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
160,160,12000.0,0.0,0.0,0.0,63.781,0.0
161,161,12000.0,0.0,0.0,0.0,63.781,0.0
162,162,12000.0,0.0,5559557.98502184,0.0,63.781,0.0
163,163,12000.0,0.0,0.0,0.0,63.781,0.0
164,164,12000.0,0.0,0.0,0.0,63.781,0.0
165,165,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
166,166,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
167,167,12000.0,1330162.1427683474,1246991.3649586062,0.0,63.781,0.0
168,168,12000.0,3990486.428305042,11222922.284627458,0.0,63.781,0.0
169,169,12000.0,0.0,0.0,0.0,63.781,0.0
170,170,12000.0,0.0,18503359.67685345,0.0,63.781,0.0
171,171,525.0,0.0,269840.6619541128,0.0,63.781,150.48935486190447
172,172,525.0,0.0,18185.290738979675,0.0,63.781,150.48935486190447
173,173,525.0,437615.6745986119,37706.82197721307,0.0,63.781,150.48935486190447
174,174,525.0,437615.6745986119,269840.6619541128,0.0,63.781,150.48935486190447
175,175,525.0,0.0,269840.6619541128,14311.333987417043,63.781,150.48935486190447
176,176,525.0,0.0,269840.6619541128,14311.333987417043,63.781,150.48935486190447
177,177,525.0,0.0,33251.39542554407,14311.333987417043,63.781,150.48935486190447
178,178,525.0,187549.5748279765,0.0,0.0,63.781,150.48935486190447
179,179,525.0,187549.5748279765,18185.290738979675,0.0,63.781,150.48935486190447
180,180,525.0,62516.524942658834,18185.290738979675,0.0,63.781,150.48935486190447
181,181,525.0,62516.524942658834,18185.290738979675,0.0,63.781,150.48935486190447
182,182,12000.0,1330162.1427683474,1246991.3649586062,0.0,63.781,0.0
183,183,12000.0,0.0,0.0,0.0,63.781,0.0
184,184,12000.0,0.0,0.0,0.0,63.781,0.0
185,185,12000.0,0.0,55510079.03056037,0.0,63.781,0.0
186,186,12000.0,0.0,7756831.949598116,0.0,63.781,0.0
187,187,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
188,188,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
189,189,525.0,0.0,0.0,0.0,63.781,150.48935486190447
190,190,12000.0,0.0,32687995.903757904,981348.6162800256,63.781,0.0
191,191,12000.0,0.0,32687995.903757904,2944045.848840077,63.781,0.0
192,192,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
193,193,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
194,194,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
195,195,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
196,196,12000.0,0.0,7756831.949598116,3949340.382765709,63.781,0.0
197,197,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
198,198,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
199,199,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
200,200,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
201,201,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
202,202,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
203,203,3600.0,0.0,0.0,0.0,63.781,106.99582921876289
