,index,w_ConstructionType,c_w_ConstructionType,w_Age,c_w_Age,w_ConstructionYear,c_w_ConstructionYear,w_HHSize,c_w_HHSize,c_w_Income,c_e_ConstructionType,e_sqm,c_e_sqm,c_e_Income,c_e_HHSize,c_e_ConstructionYear,w_Intercept,w_Income,Water,e_Intercept,e_CDD,e_HDD,Electricity,w
0,0,0,1.3056109507012563,81.24986349385478,-0.0014470609423808704,1953,0.01593561815891276,4,10.21863917653874,0.0009437895632040287,2598.3582583793727,72.07292685312282,16.3734924992374,0.03196246407177685,1068.643074130421,12.159423804696571,-5.28240917773532,13477.189686297092,40.85844666321643,-29960.626895641995,833.3,3006.5,1137.0788357853307,1738.3046685472495
1,4,0,0.9868608710955176,23.23735286905891,0.0014964876151833167,1957,0.016984030978724717,1,10.755908540819487,0.0009055732433910716,2822.327504496693,74.01007981054431,16.614956347470688,0.031088844112341942,1085.7093045717972,12.38701265113716,-5.28240917773532,13680.655045941234,27.24766546669929,-29960.626895641995,833.3,3006.5,1047.0335527275267,1738.3046685472495
2,5,1,1.2364584176437248,25.093871067607093,7.398556389410451e-05,1957,0.016860892970676698,2,9.9945205628905,0.0009645045351473707,2882.591870894602,72.34339467121295,17.168464853060385,0.02741680128689411,1027.5613278926016,10.44372173433518,-5.28240917773532,13923.801658138998,32.67448628942237,-29960.626895641995,833.3,3006.5,1047.6370730282474,1738.3046685472495
3,7,0,1.1407944640754286,55.014147659988424,-0.0006400547540462174,2008,0.014958218516871591,2,10.443595680300154,0.0009812358029092276,3002.3144757600007,70.97396489573266,16.47645738901149,0.029660483532485418,1073.997294421532,10.563338206973599,-5.28240917773532,13833.186937177688,31.13285964644545,-29960.626895641995,833.3,3006.5,977.624876362289,1738.3046685472495
4,8,1,1.10339106492019,52.81998706115449,0.000257453943310485,1951,0.015289448587101281,2,10.2470504431214,0.0009741270463322572,2931.243718492453,71.23472021250616,16.157869050200688,0.027609359032694267,1043.7112162214084,11.467193901255287,-5.28240917773532,13814.492243788924,31.34351768884316,-29960.626895641995,833.3,3006.5,1112.9868258666222,1738.3046685472495
5,9,1,1.1027864616565577,44.07861417521186,-0.0009139643094719027,1991,0.017434997794883247,2,10.206192192555424,0.0009704024464034326,2939.838338748187,73.5853208411172,16.833235239036465,0.032321385011691316,1003.2542299930938,12.902691913356184,-5.28240917773532,13836.849133979656,33.62186614733029,-29960.626895641995,833.3,3006.5,1228.4163956303923,1738.3046685472495
6,12,1,1.2605557364077051,46.768470062755604,0.0020409646054774934,1971,0.015905791127066592,2,10.268663455640665,0.0009699818782275488,2986.801671012406,73.99975293016163,16.59136584919538,0.034213086156397496,1081.8900270962772,15.803739005204141,-5.28240917773532,13627.169293795301,32.098820560330424,-29960.626895641995,833.3,3006.5,1421.104464032043,1738.3046685472495
7,13,1,1.0714405643001197,45.82652902607553,-0.0001411728683383745,1889,0.013908954564085078,1,10.13278100602804,0.0009450002599071516,2772.2298776210278,72.3057870524506,16.878170733429993,0.034415816297982536,1030.1155612208659,16.787642277896282,-5.28240917773532,13643.059647721264,24.32436196502336,-29960.626895641995,833.3,3006.5,1394.281129101742,1738.3046685472495
8,16,1,1.125845085657087,52.88507372559333,0.0008247445686134208,1957,0.016930338699493203,2,10.339180703956837,0.0009373948594435368,2668.317416807238,73.4104534530458,16.419430475366404,0.03344676495095466,1102.8122611661902,12.962991668080793,-5.28240917773532,13879.276595097774,32.837325793228324,-29960.626895641995,833.3,3006.5,1214.5082040238858,1738.3046685472495
9,17,1,1.199356652466679,75.38575246055595,-0.003853745150285201,1958,0.017159549508486124,2,10.134747869408663,0.000963751013671252,2650.084328539289,72.30934228888067,16.488040615836645,0.032883458722852664,1092.9774259153598,12.636991419479466,-5.28240917773532,13563.8396304778,32.7687631077024,-29960.626895641995,833.3,3006.5,1190.9137606811767,1738.3046685472495
10,18,1,1.2183347349131692,84.32010852200736,-0.0031467007286407373,2018,0.01726503861654461,2,10.183891037596409,0.0009653144387479477,2714.199797640989,72.32016906998484,16.451939549351085,0.033490100505890096,1075.8457471041868,13.232136135652384,-5.28240917773532,13624.150265294486,33.47598416421086,-29960.626895641995,833.3,3006.5,1258.7490164380313,1738.3046685472495
11,19,1,1.1272924404926523,35.720723616731775,0.0010312015713259302,1955,0.015017521062831109,7,10.394214216970607,0.000957400357378859,2824.7599492654767,72.96807151515941,17.34321512329797,0.0336657940951456,1004.1034195345276,9.059675448998233,-5.28240917773532,13596.958673515715,56.169332669654814,-29960.626895641995,833.3,3006.5,1125.3802944088686,1738.3046685472495
12,20,1,1.1303125384477586,63.68559044697264,-0.0015312301271389243,1963,0.014774472081177626,4,10.443278701240924,0.0009658080675180696,2729.0812967095285,72.66370506845749,16.863730873692088,0.03100332760014855,984.5884640209678,12.962090561551573,-5.28240917773532,13635.478278034361,41.041286890460505,-29960.626895641995,833.3,3006.5,1277.2874462014802,1738.3046685472495
13,21,1,1.153766609716132,26.764252590955376,0.004192350030592172,1926,0.01439169761727334,2,10.171691225550589,0.0009498920980422203,2771.289502874848,73.0963911917633,16.562301491481435,0.03383664368199454,1060.9556583261392,11.94840704433652,-5.28240917773532,13683.327488240684,30.10112094051909,-29960.626895641995,833.3,3006.5,1135.2681568168468,1738.3046685472495
14,25,1,1.2504630852563183,39.436344427791035,0.0022845700836281032,1968,0.014550595585612206,3,10.525014521739033,0.0009725031553102156,2675.091469487457,73.44908905428483,15.987921209545336,0.03365035863869361,988.1247544256712,14.140701008296904,-5.28240917773532,13504.458873891377,36.070036955003424,-29960.626895641995,833.3,3006.5,1322.7041904471964,1738.3046685472495
15,26,1,1.034012783333188,34.98378944124086,0.001066096879353183,2024,0.016793982493319322,3,10.51300251828939,0.0009346416770236387,3119.348329306581,71.45122600579269,16.598122412424445,0.030223504767463362,1064.03145276696,13.98410001803217,-5.28240917773532,13774.800731077292,38.38419020684996,-29960.626895641995,833.3,3006.5,1360.7662779723407,1738.3046685472495
16,27,1,1.0628532166762288,82.20145971566225,-2.452186655419841e-05,2024,0.01618920194386588,4,10.3166146056263,0.0009781174241856024,2690.239221270932,73.35187710308014,16.027814558127403,0.03649626246425231,958.2803438632719,13.070581695060875,-5.28240917773532,13796.559234685346,42.78549336933366,-29960.626895641995,833.3,3006.5,1307.7679779159696,1738.3046685472495
17,28,1,1.1752888045538479,58.77759422175144,0.0013887627567785348,2024,0.01489751401136999,2,10.595321484820351,0.0009601629128235524,2505.724258916895,73.63086548772706,16.806734930424152,0.030733420302552106,1104.336817535233,12.249779784501927,-5.28240917773532,13722.645497447627,31.76767271001604,-29960.626895641995,833.3,3006.5,1189.203576820637,1738.3046685472495
18,29,0,1.0446253680072672,84.315574681835,0.0007523110032535503,2024,0.01679140659255109,4,10.347064316058178,0.0009783661672596708,2815.5377494848804,71.75382552598559,16.943802116094293,0.028020376243013158,1054.0742681034883,11.446095711897204,-5.28240917773532,13412.684526280647,42.77154377867272,-29960.626895641995,833.3,3006.5,1114.7272640579918,1738.3046685472495
19,30,0,1.2938871216322505,35.25060057332182,0.002181348356674266,2024,0.01599852627991843,3,10.2141553324695,0.0009411714404816477,2677.709423488066,72.96183528020003,17.20514623832051,0.039566666004739584,1017.3690190433364,12.908271666800072,-5.28240917773532,13891.643033433955,36.78989506747424,-29960.626895641995,833.3,3006.5,1182.9606048146845,1738.3046685472495
20,31,0,1.4918429933050446,59.83255357201373,-0.0012680570779025648,2024,0.01678853039907145,1,9.997373013889717,0.000949115713410658,2793.4522141375924,73.19159310642397,16.626657663657852,0.02811780992973146,1075.047065615519,15.193091877704768,-5.28240917773532,13441.372542155583,27.36436888222558,-29960.626895641995,833.3,3006.5,1265.7576428734415,1738.3046685472495
21,32,1,1.2023146395177582,36.98451870717547,-0.0011751232747968141,1996,0.015390633097992388,1,10.296408189201934,0.0009798815302274689,2742.3954133679426,72.53006504059228,16.66981215357344,0.03328579366726573,1020.1535470457852,10.611479469086317,-5.28240917773532,13825.598499994108,26.912074552736158,-29960.626895641995,833.3,3006.5,1034.4725503983552,1738.3046685472495
22,33,1,1.2280951971941012,58.06706920186493,0.00016459420484073628,1996,0.014501166632395032,3,10.02639047889256,0.0009921644397651679,2786.353792840928,72.91216013576066,16.92908603007966,0.029663742764309317,1025.7419384968919,10.543882012554274,-5.28240917773532,13609.465723352205,35.625551980445856,-29960.626895641995,833.3,3006.5,1100.2017040598107,1738.3046685472495
23,34,1,1.1579934474338354,50.718192069223655,0.0018566531242038145,2019,0.013658952185974984,3,10.172211926013107,0.000983702138491303,2613.443189356969,73.14860582939801,16.071337563337913,0.02898182223890472,1042.7710936892513,11.455532221354213,-5.28240917773532,13701.272152978489,35.17166454910964,-29960.626895641995,833.3,3006.5,1164.607922330481,1738.3046685472495
24,35,0,1.144609456643456,55.714095973453865,-0.0013728978623225785,1960,0.017646083165771802,6,10.534367638186733,0.0009305428259225948,2903.492753960486,73.19324421815624,17.41138252551452,0.035698622367931754,1036.8473418844294,14.212242300593447,-5.28240917773532,13738.56266375803,53.36800269091672,-29960.626895641995,833.3,3006.5,1348.0063690746915,1738.3046685472495
