,index,w_ConstructionType,w_Age,w_ConstructionYear,w_HHSize,e_sqm,w_Income,Water,Electricity,w,wf
0,0,ConstructionType_hous,Age_79,ConstructionYear_2030,HHSize_3,72.6831497523997,13719.21808670161,38.989495237780325,1162.2883474867767,1661.4770906630579,1661.4772580786732
1,1,ConstructionType_hous,Age_64,ConstructionYear_1970,HHSize_1,73.0737805024402,13792.313688522749,28.28672858417622,1002.8251763010317,1661.4770906630579,1661.4774294215656
2,2,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_3,72.84411910433035,13572.38542089376,36.52063158739597,1204.96802308692,1661.4770906630579,1661.4769139010257
3,3,ConstructionType_appt,Age_64,ConstructionYear_2011,HHSize_3,72.8130002741885,13685.937554539794,36.518271248869375,1237.1837439853211,1661.4770906630579,1661.477180069696
4,4,ConstructionType_hous,Age_29,ConstructionYear_1970,HHSize_3,72.0578937114172,13688.954993750127,35.57316415484994,1424.8913119821093,1661.4770906630579,1661.4771871333016
5,5,ConstructionType_hous,Age_54,ConstructionYear_1970,HHSize_2,73.32850746740627,13611.314348478369,34.66468085512987,1383.6619991190082,1661.4770906630579,1661.4770051575267
6,6,ConstructionType_appt,Age_64,ConstructionYear_2030,HHSize_4,73.51000597275082,13545.563518244124,39.610872745107415,1343.2903254711675,1661.4770906630579,1661.4768510379338
7,7,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_4,72.46058344515271,13771.710620174525,43.244144732460384,1239.148282404886,1661.4770906630579,1661.4773811197786
8,8,ConstructionType_hous,Age_54,ConstructionYear_2011,HHSize_2,73.70150064470369,13723.032556734232,31.10355309398839,1219.6350483651456,1661.4770906630579,1661.4772670326613
9,9,ConstructionType_hous,Age_54,ConstructionYear_1918,HHSize_3,71.99279613418395,13762.271636005698,37.94766735087553,1425.5239668722115,1661.4770906630579,1661.4773589886852
10,10,ConstructionType_hous,Age_79,ConstructionYear_1918,HHSize_3,74.20714293298198,13608.790983995515,35.37042709754826,1198.5952786206535,1661.4770906630579,1661.4769992537094
11,11,ConstructionType_hous,Age_54,ConstructionYear_1918,HHSize_2,72.07668174122287,13686.13011330722,32.34272698939878,1236.1267567488494,1661.4770906630579,1661.4771805119733
12,12,ConstructionType_appt,Age_64,ConstructionYear_1918,HHSize_3,71.79050833429125,13799.397192215178,36.80734214460278,983.2364417321303,1661.4770906630579,1661.4774460092906
13,13,ConstructionType_hous,Age_29,ConstructionYear_1918,HHSize_3,72.80882543908311,13658.857193696726,37.126747807522925,1250.96699432871,1661.4770906630579,1661.477116592668
14,14,ConstructionType_hous,Age_64,ConstructionYear_1961,HHSize_3,72.68267995438741,13613.659993468671,36.3465539176274,1267.4553652610184,1661.4770906630579,1661.4770106476858
15,15,ConstructionType_hous,Age_39,ConstructionYear_1918,HHSize_2,73.19902713341604,13555.26534228074,32.19400438478334,1120.8502350904998,1661.4770906630579,1661.4768737755096
16,16,ConstructionType_hous,Age_29,ConstructionYear_1918,HHSize_1,73.25853699198981,13637.842630416917,27.40127638599452,1364.073648247107,1661.4770906630579,1661.477067339567
17,17,ConstructionType_hous,Age_39,ConstructionYear_1900,HHSize_1,73.08583699376804,13459.42066540471,24.216750753088867,1274.3471390404754,1661.4770906630579,1661.4766491115595
18,18,ConstructionType_appt,Age_39,ConstructionYear_1970,HHSize_4,74.25765834096325,13938.851381336694,43.82416712041388,1324.7900081321686,1661.4770906630579,1661.4777729245411
19,19,ConstructionType_hous,Age_79,ConstructionYear_1991,HHSize_4,72.1799777572433,13595.338178429252,41.03296552041526,1352.4386636461245,1661.4770906630579,1661.476967694536
20,20,ConstructionType_hous,Age_120,ConstructionYear_2001,HHSize_5,73.78049204238015,13723.617292548037,46.27719935061875,1181.0713362870542,1661.4770906630579,1661.4772684042275
21,21,ConstructionType_hous,Age_39,ConstructionYear_2001,HHSize_4,71.72233094631513,13559.058306615556,41.45910551364034,1368.2937441183126,1661.4770906630579,1661.476882647796
22,22,ConstructionType_hous,Age_29,ConstructionYear_1961,HHSize_4,72.98418471440648,13589.621328516223,44.11837625846861,1151.9356348363115,1661.4770906630579,1661.4769543041486
23,23,ConstructionType_hous,Age_39,ConstructionYear_1991,HHSize_1,74.60628276224881,13642.304923740105,28.12697168002744,1189.1410795180113,1661.4770906630579,1661.4770778162156
24,24,ConstructionType_hous,Age_64,ConstructionYear_1918,HHSize_3,72.34911043527367,13710.214748667187,38.9866684144187,1296.6059139472866,1661.4770906630579,1661.4772369704124
25,25,ConstructionType_appt,Age_39,ConstructionYear_1900,HHSize_3,74.10999286984263,13801.83576766785,35.0692125104747,1044.44145267023,1661.4770906630579,1661.4774517544354
26,26,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_3,73.9327709641796,13624.336227755539,35.85050936019504,1321.4010675999762,1661.4770906630579,1661.4770356887545
