,index,e_BuildingSqm,e_BuildingElec,h_BuildingSqm,h_BuildingHeat,c_BuildingSqm,c_BuildingCool,c_e_BuildingSqm,c_e_BuildingElec,elec,c_h_BuildingSqm,c_h_BuildingHeat,heat,c_c_BuildingSqm,c_c_BuildingCool,cool,w
0,0,0,1,0,3,3,0,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.4459
1,1,1,1,0,3,3,0,525.0,298.847619048,66742.06835423224,3600.0,114.646120414,94458.85206448693,12000.0,31.980083333299998,0.0,6.4459
2,2,1,1,0,1,3,9,525.0,298.847619048,66742.06835423224,3600.0,114.646120414,31486.28402149564,12000.0,31.980083333299998,140893.97937187686,6.4459
3,3,7,0,1,1,3,8,39.0,255.62913257,0.0,525.0,820.44,117168.86293266574,12000.0,31.980083333299998,65124.32824300085,6.4459
4,4,1,0,3,1,3,3,525.0,298.847619048,0.0,12000.0,55.2916666667,15185.242330075269,12000.0,31.980083333299998,46964.659790625614,6.4459
5,5,3,1,3,0,3,3,12000.0,92.7291666667,1420068.8975640512,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,3220433.8142143274,6.4459
6,6,3,0,3,0,0,3,12000.0,92.7291666667,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,4320105.720334428,6.4459
7,7,3,0,3,0,0,3,12000.0,92.7291666667,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,4320105.720334428,6.4459
8,8,0,0,0,0,0,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,0.0,6.4459
9,9,0,0,0,3,0,1,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,0.0,6.4459
10,10,0,0,0,3,0,1,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,0.0,6.4459
11,11,1,0,3,0,0,1,525.0,298.847619048,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,21000.513918292363,6.4459
12,12,1,0,3,0,0,1,525.0,298.847619048,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,21000.513918292363,6.4459
13,13,1,0,3,0,0,1,525.0,298.847619048,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,21000.513918292363,6.4459
14,14,3,0,3,0,0,1,12000.0,92.7291666667,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,1440035.2401114763,6.4459
15,15,3,0,3,1,1,1,12000.0,92.7291666667,0.0,12000.0,55.2916666667,1041273.75977659,525.0,125.18857142899999,4202214.488533827,6.4459
16,16,3,0,3,3,4,1,12000.0,92.7291666667,0.0,12000.0,55.2916666667,3123821.2793297707,4650.0,1.8606451612900001,62456.420466684554,6.4459
17,17,3,0,3,3,6,1,12000.0,92.7291666667,0.0,12000.0,55.2916666667,3123821.2793297707,105.0,1.52852130326,51307.99316001979,6.4459
18,18,3,0,6,3,3,1,12000.0,92.7291666667,0.0,105.0,33.1607017544,1873484.9575494856,12000.0,31.980083333299998,1073477.9380714423,6.4459
19,19,0,9,0,3,3,0,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.4459
20,20,1,6,0,3,3,0,525.0,298.847619048,400452.41012539354,3600.0,114.646120414,94458.85206448693,12000.0,31.980083333299998,0.0,6.4459
21,21,3,0,0,3,3,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,6477178.427279103,12000.0,31.980083333299998,3220433.8142143274,6.4459
22,22,3,0,0,0,0,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,4320105.720334428,6.4459
23,23,3,0,0,0,3,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,3220433.8142143274,6.4459
24,24,3,0,0,0,3,1,12000.0,92.7291666667,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,1073477.9380714423,6.4459
25,25,3,0,3,0,3,1,12000.0,92.7291666667,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,1073477.9380714423,6.4459
26,26,0,0,3,0,3,0,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.4459
27,27,0,0,3,3,0,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.4459
28,28,0,3,3,9,0,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,6.4459
29,29,0,0,3,0,3,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.4459
30,30,0,0,3,3,3,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.4459
31,31,0,2,3,3,3,6,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.4459
32,32,0,0,3,3,3,6,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,6.4459
33,33,0,0,0,3,3,6,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,6.4459
34,34,3,0,1,3,3,6,12000.0,92.7291666667,0.0,525.0,820.44,46352517.20413152,12000.0,31.980083333299998,6440867.628428655,6.4459
