,index,e_BuildingSqm,e_BuildingElec,h_BuildingSqm,h_BuildingHeat,c_BuildingSqm,c_BuildingCool,c_e_BuildingSqm,c_e_BuildingElec,elec,c_h_BuildingSqm,c_h_BuildingHeat,heat,c_c_BuildingSqm,c_c_BuildingCool,cool,w
0,0,0,3,3,3,0,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,63.781
1,1,0,3,3,1,0,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,63.781
2,2,0,3,3,1,0,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,63.781
3,3,0,3,3,1,0,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,63.781
4,4,9,3,0,0,0,3,105.0,230.90441558400002,260838.09933619265,3600.0,114.646120414,0.0,3600.0,42.9002267754,103670.18504759988,63.781
5,5,7,3,3,0,3,3,39.0,255.62913257,83421.88017269323,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,22325.681020370586,63.781
6,6,1,3,3,0,3,3,525.0,298.847619048,187549.5748279765,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,42934.00196225112,63.781
7,7,1,1,3,0,3,1,525.0,298.847619048,62516.524942658834,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,14311.333987417043,63.781
8,8,1,0,1,0,3,0,525.0,298.847619048,0.0,525.0,820.44,0.0,12000.0,31.980083333299998,0.0,63.781
9,9,3,0,3,0,3,0,12000.0,92.7291666667,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,63.781
10,10,0,0,3,0,0,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,63.781
11,11,0,3,1,0,0,0,3600.0,85.4536528106,0.0,525.0,820.44,0.0,3600.0,42.9002267754,0.0,63.781
12,12,0,5,1,3,0,1,3600.0,85.4536528106,0.0,525.0,820.44,0.0,3600.0,42.9002267754,0.0,63.781
13,13,0,4,1,3,0,3,3600.0,85.4536528106,0.0,525.0,820.44,0.0,3600.0,42.9002267754,0.0,63.781
14,14,0,4,0,3,3,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.980083333299998,0.0,63.781
15,15,0,1,3,3,0,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0,63.781
16,16,0,0,3,3,3,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,12000.0,31.980083333299998,0.0,63.781
17,17,0,0,0,3,0,0,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,0.0,63.781
18,18,0,0,1,3,1,0,3600.0,85.4536528106,0.0,525.0,820.44,0.0,525.0,125.18857142899999,0.0,63.781
19,19,3,0,1,3,1,1,12000.0,92.7291666667,0.0,525.0,820.44,55510079.03056037,525.0,125.18857142899999,3841566.954830231,63.781
20,20,3,0,1,3,1,3,12000.0,92.7291666667,0.0,525.0,820.44,55510079.03056037,525.0,125.18857142899999,11524700.864490692,63.781
21,21,3,0,1,3,3,3,12000.0,92.7291666667,0.0,525.0,820.44,55510079.03056037,12000.0,31.980083333299998,2944045.848840077,63.781
22,22,3,3,1,3,3,3,12000.0,92.7291666667,3990486.428305042,525.0,820.44,55510079.03056037,12000.0,31.980083333299998,2944045.848840077,63.781
23,23,1,3,1,3,3,3,525.0,298.847619048,187549.5748279765,525.0,820.44,809521.9858623386,12000.0,31.980083333299998,42934.00196225112,63.781
24,24,1,3,1,3,3,3,525.0,298.847619048,187549.5748279765,525.0,820.44,809521.9858623386,12000.0,31.980083333299998,42934.00196225112,63.781
25,25,7,1,7,3,3,3,39.0,255.62913257,27807.293390897743,39.0,483.129187125,247883.96893683073,12000.0,31.980083333299998,22325.681020370586,63.781
26,26,9,8,7,3,3,3,105.0,230.90441558400002,695568.2648965137,39.0,483.129187125,858059.8924736448,12000.0,31.980083333299998,77281.20353205202,63.781
27,27,1,2,1,3,3,3,525.0,298.847619048,125033.04988531767,525.0,820.44,809521.9858623386,12000.0,31.980083333299998,42934.00196225112,63.781
28,28,1,3,1,3,0,3,525.0,298.847619048,187549.5748279765,525.0,820.44,809521.9858623386,3600.0,42.9002267754,57594.54724866659,63.781
29,29,1,3,3,3,0,3,525.0,298.847619048,187549.5748279765,12000.0,55.2916666667,54555.872216939024,3600.0,42.9002267754,57594.54724866659,63.781
30,30,1,0,3,3,0,3,525.0,298.847619048,0.0,12000.0,55.2916666667,54555.872216939024,3600.0,42.9002267754,57594.54724866659,63.781
31,31,3,0,3,3,1,0,12000.0,92.7291666667,0.0,12000.0,55.2916666667,3740974.0948758186,525.0,125.18857142899999,0.0,63.781
32,32,3,0,3,3,1,0,12000.0,92.7291666667,0.0,12000.0,55.2916666667,3740974.0948758186,525.0,125.18857142899999,0.0,63.781
33,33,3,0,0,3,3,0,12000.0,92.7291666667,0.0,3600.0,114.646120414,7756831.949598116,12000.0,31.980083333299998,0.0,63.781
