,index,w_ConstructionType,w_Age,w_ConstructionYear,w_HHSize,e_sqm,w_Income,Water,Electricity,w,wf
0,0,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_3,73.02917262170733,13563.14479525702,73.45775799599534,41927.40577800376,1512.1878172588833,1512.1940143290178
1,1,ConstructionType_hous,Age_79,ConstructionYear_1961,HHSize_1,73.020808184246,13651.074296735767,55.47936668334205,41318.42648967977,1512.1878172588833,1512.1881624774053
2,2,ConstructionType_hous,Age_29,ConstructionYear_1961,HHSize_3,73.29121016348374,13789.696750634484,78.05070307637452,31036.95572388728,1512.1878172588833,1512.1789368237746
3,3,ConstructionType_appt,Age_39,ConstructionYear_1945,HHSize_6,73.36693647134051,13721.45586096123,100.0163399473552,39310.07624020337,1512.1878172588833,1512.1834783464933
4,4,ConstructionType_hous,Age_120,ConstructionYear_1981,HHSize_1,72.71820942656406,13649.570621887842,54.7207993582384,27976.106428523657,1512.1878172588833,1512.1882626583085
5,5,ConstructionType_appt,Age_64,ConstructionYear_1981,HHSize_2,71.4435352637179,13425.910882427284,62.27238381524784,35403.78218534672,1512.1878172588833,1512.2031480447747
6,6,ConstructionType_hous,Age_54,ConstructionYear_1918,HHSize_1,73.88685970876938,13747.852794188924,53.8253928842355,28264.469853199447,1512.1878172588833,1512.1817213977681
7,7,ConstructionType_hous,Age_79,ConstructionYear_1970,HHSize_3,73.0030570076795,13757.763685947251,79.45477456156351,34720.15067711863,1512.1878172588833,1512.1810621246605
8,8,ConstructionType_hous,Age_79,ConstructionYear_1970,HHSize_3,72.52127468032336,13751.672164099946,77.7529710951132,36491.998365503576,1512.1878172588833,1512.1814676969468
9,9,ConstructionType_hous,Age_79,ConstructionYear_1970,HHSize_3,73.28271307233966,13682.79681793708,76.5267623084494,38399.01996140324,1512.1878172588833,1512.186051196249
10,10,ConstructionType_hous,Age_64,ConstructionYear_1970,HHSize_3,72.70207977079585,13747.886838818136,78.87250782309248,35602.40267615531,1512.1878172588833,1512.181719552498
11,11,ConstructionType_hous,Age_64,ConstructionYear_1945,HHSize_3,72.62155563039718,13792.368494802482,79.14224356482677,36288.503206206464,1512.1878172588833,1512.1787592513122
12,12,ConstructionType_hous,Age_79,ConstructionYear_1991,HHSize_4,73.81063428898659,13613.60117227052,86.65441264243331,34623.402330794386,1512.1878172588833,1512.1906560954276
13,13,ConstructionType_hous,Age_54,ConstructionYear_1970,HHSize_4,72.49965170174559,13632.296286158391,82.31977462496863,43283.36044122988,1512.1878172588833,1512.1894123700429
14,14,ConstructionType_hous,Age_54,ConstructionYear_1970,HHSize_4,72.78902804784764,13535.55377900366,85.5208370526374,36248.65414793797,1512.1878172588833,1512.1958506435433
15,15,ConstructionType_appt,Age_39,ConstructionYear_1900,HHSize_4,73.61012357182312,13586.010623099863,85.5122097914971,34093.737372372394,1512.1878172588833,1512.1924923688928
16,16,ConstructionType_appt,Age_39,ConstructionYear_1900,HHSize_5,72.26448656979557,13679.673869631379,96.43844421315352,34400.84781101982,1512.1878172588833,1512.1862594011452
17,17,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_2,73.53527936730072,13412.045258738879,66.61378556559957,33739.295049950444,1512.1878172588833,1512.2040700769626
18,18,ConstructionType_hous,Age_120,ConstructionYear_2016,HHSize_3,72.82571594431829,13692.719657664758,76.26306232455896,34026.40863067103,1512.1878172588833,1512.1853909784538
19,19,ConstructionType_hous,Age_64,ConstructionYear_2016,HHSize_2,72.92157788092094,13787.35100846498,63.828593571103966,38045.02152159959,1512.1878172588833,1512.1790930682164
20,20,ConstructionType_hous,Age_79,ConstructionYear_2001,HHSize_4,73.20969270174508,13537.925272699087,84.32548371256621,42920.4332588662,1512.1878172588833,1512.1956926674409
21,21,ConstructionType_appt,Age_79,ConstructionYear_1961,HHSize_1,74.03061394439467,13720.98137131611,51.080841525144756,32963.724358738626,1512.1878172588833,1512.183509689109
22,22,ConstructionType_hous,Age_39,ConstructionYear_1918,HHSize_2,71.74980355384461,13569.47042683907,66.52439480443077,33900.195568632014,1512.1878172588833,1512.193593803474
23,23,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_5,72.15533405176376,13804.620486920232,96.04411117806929,31317.498947853837,1512.1878172588833,1512.1779440270125
24,24,ConstructionType_hous,Age_39,ConstructionYear_1961,HHSize_4,72.80378963708544,13615.889489611765,81.13019915045825,39943.67776234907,1512.1878172588833,1512.190504162258
25,25,ConstructionType_hous,Age_24,ConstructionYear_1900,HHSize_1,72.93575355506441,13810.915260071812,50.48558877738926,38973.87160670792,1512.1878172588833,1512.1775248245588
26,26,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_3,73.44918803468606,13703.408327695759,73.89339629638775,33335.07520271435,1512.1878172588833,1512.1846794053697
27,27,ConstructionType_appt,Age_79,ConstructionYear_1945,HHSize_1,72.78941073242068,13740.928926788303,50.481554378875195,35731.667493418085,1512.1878172588833,1512.1821825864176
28,28,ConstructionType_hous,Age_64,ConstructionYear_1900,HHSize_3,73.80706787053,13556.880222038677,73.84870578503956,32901.662168962896,1512.1878172588833,1512.1944309712167
29,29,ConstructionType_hous,Age_54,ConstructionYear_1900,HHSize_4,72.57091213628046,13780.04304639758,84.41998821574619,46537.00212201472,1512.1878172588833,1512.1795795499233
30,30,ConstructionType_hous,Age_54,ConstructionYear_1900,HHSize_1,72.86396602005286,13540.325393370586,52.011369962383974,29650.29191371826,1512.1878172588833,1512.1955330590988
31,31,ConstructionType_appt,Age_54,ConstructionYear_1900,HHSize_1,73.16021831630658,13489.064066128127,51.85512950513276,24487.193750042214,1512.1878172588833,1512.1989444851695
32,32,ConstructionType_hous,Age_64,ConstructionYear_1970,HHSize_1,72.83224122657322,13808.665925948846,56.067788788420884,41179.34865163897,1512.1878172588833,1512.1776745571085
33,33,ConstructionType_hous,Age_64,ConstructionYear_1970,HHSize_2,74.50386211115978,13574.638680391385,62.637582631272096,40547.185504851164,1512.1878172588833,1512.1932488682216
34,34,ConstructionType_hous,Age_29,ConstructionYear_2001,HHSize_4,73.8540408060903,13450.124487424619,84.04773983782013,32315.042085744986,1512.1878172588833,1512.201535729056
35,35,ConstructionType_hous,Age_79,ConstructionYear_2001,HHSize_4,71.04504129069531,13610.44423795937,88.45332085199789,37344.61419244534,1512.1878172588833,1512.1908671780097
36,36,ConstructionType_hous,Age_79,ConstructionYear_1900,HHSize_3,73.82977910211922,13752.68490708948,69.9325259262414,35109.80270576669,1512.1878172588833,1512.1813998323396
37,37,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_1,73.13281200996535,13531.600816405547,54.530519674784784,25786.859428819535,1512.1878172588833,1512.1961135975835
38,38,ConstructionType_appt,Age_54,ConstructionYear_1900,HHSize_4,72.15399054815677,13893.420950109936,83.86480403613992,39856.629894362864,1512.1878172588833,1512.1720342121223
39,39,ConstructionType_hous,Age_79,ConstructionYear_1900,HHSize_3,73.84417818823302,13434.045081132044,75.05704514825388,36658.656437792335,1512.1878172588833,1512.2026058429374
40,40,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_1,73.21398388282502,13984.852251142007,53.4833512399267,39551.8575634575,1512.1878172588833,1512.1659489245226
41,41,ConstructionType_hous,Age_120,ConstructionYear_1918,HHSize_4,73.5012906761337,13517.23977881586,86.1367918160433,38421.80416757439,1512.1878172588833,1512.1970692189375
42,42,ConstructionType_hous,Age_39,ConstructionYear_1900,HHSize_2,71.21869006566378,13498.956883269655,64.11558753609178,37062.7653746746,1512.1878172588833,1512.1982867876002
43,43,ConstructionType_hous,Age_54,ConstructionYear_1900,HHSize_2,71.12622483244456,13435.70106406302,64.03663945678117,35885.776182835456,1512.1878172588833,1512.2024966007757
44,44,ConstructionType_hous,Age_64,ConstructionYear_1900,HHSize_2,73.50513770663827,13733.88153291568,66.39849086453394,38815.397609027415,1512.1878172588833,1512.1826513442277
45,45,ConstructionType_appt,Age_54,ConstructionYear_1900,HHSize_2,73.64242397948452,13723.217663738824,64.8866797946135,37222.22186890422,1512.1878172588833,1512.1833609974872
46,46,ConstructionType_appt,Age_79,ConstructionYear_1991,HHSize_2,72.35794484400516,13603.00604717558,63.23895945986693,28749.626835164374,1512.1878172588833,1512.1913617390414
47,47,ConstructionType_appt,Age_64,ConstructionYear_1900,HHSize_2,73.40122636577458,13544.51150717272,59.64338075971374,23770.690044050516,1512.1878172588833,1512.195254278458
48,48,ConstructionType_hous,Age_79,ConstructionYear_1981,HHSize_2,72.49686423503006,13770.73172148172,64.80820777947996,34603.59425927063,1512.1878172588833,1512.1801992601795
49,49,ConstructionType_hous,Age_39,ConstructionYear_1981,HHSize_4,73.55539645316092,13540.52274113451,85.04542440424066,40023.65776371901,1512.1878172588833,1512.195519678902
50,50,ConstructionType_hous,Age_64,ConstructionYear_1981,HHSize_4,72.07064285734847,13585.110173452607,88.87696101631653,39085.0393706147,1512.1878172588833,1512.192552837765
51,51,ConstructionType_hous,Age_79,ConstructionYear_1981,HHSize_2,72.39845460524319,13698.038292722998,65.78882502870476,37668.99748667728,1512.1878172588833,1512.1850371649693
52,52,ConstructionType_hous,Age_39,ConstructionYear_2011,HHSize_5,73.71613335842962,13697.667229494742,92.8419316363263,36361.83402052556,1512.1878172588833,1512.185061392676
53,53,ConstructionType_hous,Age_54,ConstructionYear_1918,HHSize_5,74.2132749676704,13701.422644706952,97.43095726284668,38823.102019317375,1512.1878172588833,1512.1848112856255
54,54,ConstructionType_hous,Age_39,ConstructionYear_1991,HHSize_6,72.6747438043881,13621.826356023965,108.26806490514672,43939.2570982627,1512.1878172588833,1512.1901091004163
55,55,ConstructionType_hous,Age_54,ConstructionYear_1991,HHSize_6,73.71060078377491,13571.047683397026,107.6088561109998,40414.586299130286,1512.1878172588833,1512.1934881374066
56,56,ConstructionType_hous,Age_79,ConstructionYear_2016,HHSize_3,73.88322947263633,14069.0997960187,76.52560518830681,37723.12674854375,1512.1878172588833,1512.160341870875
57,57,ConstructionType_hous,Age_64,ConstructionYear_1991,HHSize_3,73.77071347136935,14068.498425828846,74.43075712187091,38302.95788962687,1512.1878172588833,1512.1603819328573
58,58,ConstructionType_appt,Age_79,ConstructionYear_1991,HHSize_2,72.90844800941436,13606.156283582348,66.58484503447555,34371.725399374016,1512.1878172588833,1512.191151889812
