,Electricity,Water,e_sqm,real_index,sw,w,w_Age,w_ConstructionType,w_ConstructionYear,w_HHSize,w_Income,wf
0,1022.71890588,35.1801052231,72.15835384020001,0.0,21.0,1,Age_54,ConstructionType_appt,ConstructionYear_1945,HHSize_3,13685.743750999998,1144.1938034259636
1,1179.39253704,35.718621910100005,74.0251345408,1.0,11.0,1,Age_39,ConstructionType_hous,ConstructionYear_1918,HHSize_3,13813.4765335,1346.1879185335715
2,1126.69577838,35.6883132499,73.6455415604,2.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1981,HHSize_3,13836.926249899998,1333.1868383385056
3,1470.65282329,38.5646267661,74.1731902681,3.0,11.0,1,Age_29,ConstructionType_hous,ConstructionYear_1918,HHSize_4,13676.6495061,1353.194221884299
4,1251.32482527,36.325157553000004,73.5214967933,4.0,11.0,1,Age_120,ConstructionType_hous,ConstructionYear_1945,HHSize_3,13787.859607700002,1363.1890987857323
5,1184.32572613,35.6115500018,72.1541892286,5.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1945,HHSize_3,13598.4288526,1565.1978258718539
6,1275.67515207,46.3939196137,72.006635625,6.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1981,HHSize_5,13429.2966768,1573.2056175383966
7,1226.12896467,38.9914971025,72.6437568245,7.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_2011,HHSize_4,13785.5161879,1325.189206958925
8,1553.86003479,35.225524390100006,73.27057681550001,8.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1961,HHSize_3,13562.528413499998,1567.1994794689194
9,1395.06884737,38.2329969671,73.181280713,9.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1945,HHSize_4,13653.4371877,1345.1952914794103
10,1238.47136154,35.8679319475,74.0761066631,10.0,21.0,1,Age_64,ConstructionType_appt,ConstructionYear_1961,HHSize_3,13670.3103872,1169.1945139424631
11,992.769948335,32.3717660217,73.2428319654,11.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1918,HHSize_2,13582.2479799,1564.1985710290646
12,1090.8864429000002,35.3983405506,73.6893742316,12.0,11.0,1,Age_29,ConstructionType_appt,ConstructionYear_1961,HHSize_3,13638.423175,1318.1959830276126
13,1150.6457941,37.2165254934,73.3701830377,13.0,11.0,1,Age_24,ConstructionType_hous,ConstructionYear_1961,HHSize_3,13687.7398269,1338.1937111698498
14,1475.06760174,36.4213130082,72.0053678318,14.0,11.0,1,Age_120,ConstructionType_hous,ConstructionYear_1945,HHSize_3,13690.884088,1363.193566655133
15,1396.2394327,41.5738279762,73.1983742381,15.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1991,HHSize_4,13402.8966654,1568.2068334480857
16,1066.01110821,40.0270029273,72.4429019806,16.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1991,HHSize_4,13674.192198299996,1333.1943355138485
17,1514.80766208,41.2580489181,73.2710122758,17.0,1.0,1,Age_39,ConstructionType_hous,ConstructionYear_1945,HHSize_4,13428.4236686,1568.2056574448316
18,1205.5993705,29.380968490500003,74.14453633229999,18.0,1.0,1,Age_29,ConstructionType_hous,ConstructionYear_1945,HHSize_2,13608.5044114,1566.1973612187273
19,1230.38685965,26.3771756738,72.56278420550001,19.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1945,HHSize_1,13750.498542299998,1378.1908201821093
20,1251.23898374,24.4964394591,72.7347577724,20.0,11.0,1,Age_29,ConstructionType_appt,ConstructionYear_1991,HHSize_1,13507.4997199,1352.2020146828945
21,1166.3815845,27.5760812258,71.1668317191,21.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1918,HHSize_1,13694.889804,1350.193382325301
22,1169.12299455,27.6481447197,71.699799349,22.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1945,HHSize_1,13721.397963100002,1342.192161008334
23,1423.31840982,23.859556059299997,73.36529309069999,23.0,1.0,1,Age_29,ConstructionType_hous,ConstructionYear_1981,HHSize_1,13572.9151311,1572.1990009488272
24,1395.34455865,39.8654763284,72.9875555863,24.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1945,HHSize_4,13566.7121695,1571.1992868000727
25,1253.38423174,36.3014853442,72.7775590972,25.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1981,HHSize_3,13501.2654478,1568.2023018702405
26,1132.73510139,25.159453961999997,71.5759957855,26.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1970,HHSize_1,13770.2865068,1342.189908827803
27,1191.69110676,39.5937583008,72.6219398128,27.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1970,HHSize_4,13590.4495948,1567.1981933478241
28,1417.60627498,40.1184327498,72.9603660425,28.0,11.0,1,Age_39,ConstructionType_hous,ConstructionYear_1961,HHSize_4,13689.4586106,1349.193632089052
29,1377.0054154000004,39.950868578299996,72.866855618,29.0,21.0,1,Age_39,ConstructionType_appt,ConstructionYear_1991,HHSize_4,13673.7123353,1150.1943575189373
30,1237.20489364,34.2980369648,73.1485249946,30.0,11.0,1,Age_64,ConstructionType_appt,ConstructionYear_1945,HHSize_3,13518.9735687,1345.201485998611
31,1228.214887,39.2051908652,73.3244025613,31.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_1961,HHSize_4,13448.9810706,1570.2047103873206
32,1298.727938,35.6578711617,72.4346992362,32.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1981,HHSize_3,13873.1941403,1365.1851678371665
33,1397.6272512,35.093828504,71.9360718272,33.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1900,HHSize_3,13841.601213,1327.1866233923402
34,843.991925918,33.8874018788,73.428485708,34.0,11.0,1,Age_79,ConstructionType_appt,ConstructionYear_1945,HHSize_3,13480.8915426,1343.203240303252
35,1258.2711558,34.95645257,73.48644927939999,35.0,11.0,1,Age_24,ConstructionType_hous,ConstructionYear_1918,HHSize_3,13692.5068619,1347.1934915321356
36,1057.36963813,32.7952487807,73.86335772300001,36.0,11.0,1,Age_79,ConstructionType_appt,ConstructionYear_1945,HHSize_3,13634.7294482,1332.196153147456
37,1075.25903203,29.8369995179,72.85711536390001,37.0,21.0,1,Age_120,ConstructionType_appt,ConstructionYear_1981,HHSize_2,13752.6408478,1166.1907214202677
38,1191.21801503,30.6218554574,72.872044473,38.0,1.0,1,Age_39,ConstructionType_hous,ConstructionYear_1945,HHSize_2,13526.289623299996,1568.2011490261305
39,1369.07286978,31.0623673731,72.0778665766,39.0,21.0,1,Age_64,ConstructionType_appt,ConstructionYear_1961,HHSize_2,13872.6514366,1122.1851929291477
40,1109.49144478,41.7169298495,73.6350423822,40.0,11.0,1,Age_64,ConstructionType_appt,ConstructionYear_1981,HHSize_4,13553.6171004,1366.1998899110138
41,1407.1106532,38.8476471038,73.8042033676,41.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_2001,HHSize_4,13380.0814676,1562.2078843559354
42,1239.08942908,25.284587483499998,73.9134738812,42.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1970,HHSize_1,13737.4530005,1331.1914208355429
43,1316.84725919,39.2915034865,74.1507838957,43.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1918,HHSize_4,13723.7355643,1362.1920527151185
44,1494.42250742,45.001969566199996,73.7782177607,44.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1945,HHSize_5,13862.6530354,1365.1856531169071
45,1411.76004881,44.393342902200004,73.9768018516,45.0,21.0,1,Age_79,ConstructionType_appt,ConstructionYear_1918,HHSize_5,13853.9324381,1159.1860548139807
46,1089.83682882,23.687031765,73.2799438144,46.0,21.0,1,Age_79,ConstructionType_appt,ConstructionYear_1981,HHSize_1,13826.7802368,1169.1873058414228
47,985.83279499,33.8905160827,73.69847232149999,47.0,11.0,1,Age_39,ConstructionType_appt,ConstructionYear_1970,HHSize_3,13606.0772761,1354.197473145245
48,1075.48121927,44.189895597399996,73.4775361878,48.0,21.0,1,Age_64,ConstructionType_appt,ConstructionYear_1991,HHSize_5,13683.6332679,1158.1939003281082
49,1355.95282432,59.4786880106,74.01042743800001,49.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1961,HHSize_8,13544.7832866,1570.2002967750657
50,1140.65545528,45.114450183100004,72.39223943409999,50.0,11.0,1,Age_120,ConstructionType_hous,ConstructionYear_1981,HHSize_5,13746.520676499998,1343.1910034781495
51,1206.05431181,44.158565306899995,73.32352777130002,51.0,11.0,1,Age_24,ConstructionType_hous,ConstructionYear_1918,HHSize_5,13663.577495,1338.1948242989615
52,1421.32187068,43.2419694796,75.34076749340001,52.0,1.0,1,Age_39,ConstructionType_hous,ConstructionYear_1961,HHSize_5,13505.1601041,1571.2021218194361
53,1113.66630157,40.103640894,73.2506011514,53.0,1.0,1,Age_39,ConstructionType_hous,ConstructionYear_1918,HHSize_4,13447.355026299998,1562.2047853148945
54,1025.75449961,28.911798346799998,72.8531353095,54.0,11.0,1,Age_54,ConstructionType_appt,ConstructionYear_1900,HHSize_2,13612.767895299998,1349.1971651280933
55,1121.81431207,31.170516123400002,73.6017347733,55.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1918,HHSize_2,13600.9272858,1560.1977104170624
56,1176.2623225,44.044176496700004,72.82213361630002,56.0,21.0,1,Age_54,ConstructionType_appt,ConstructionYear_1900,HHSize_5,13730.3557754,1170.1917480639386
57,1175.8595824,41.1015246291,73.0935402643,57.0,21.0,1,Age_79,ConstructionType_appt,ConstructionYear_1900,HHSize_5,13755.1534105,1186.1906056124176
58,1192.20524679,27.1166653985,72.62777333470001,58.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1918,HHSize_2,13732.1799653,1338.1916640709876
59,1161.09936625,32.603048537,72.32256445270001,59.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1918,HHSize_3,13900.1743815,1372.1839249312768
60,1273.50572243,31.2347394472,72.6617452241,60.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1900,HHSize_2,13427.6938165,1563.2056912181142
61,1300.38860353,40.244752730900004,73.09895830229999,61.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1945,HHSize_4,13596.5002913,1573.197914484812
62,1105.83910674,40.0119568165,73.0398008793,62.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1918,HHSize_4,13565.5352239,1569.1993410072205
63,1382.95268508,39.0705998513,73.1167928924,63.0,21.0,1,Age_79,ConstructionType_appt,ConstructionYear_1918,HHSize_4,13839.6559621,1150.1867127183366
64,988.612351594,29.5744066652,73.3938514725,64.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_2001,HHSize_2,13571.7181311,1575.1990560841662
65,1155.12124662,34.4051034181,73.041432868,65.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1945,HHSize_3,13565.6831729,1565.199334190799
66,1141.44290818,38.9528813186,72.9786145847,66.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1961,HHSize_4,13531.8480069,1562.2008929345984
67,1131.61438737,25.613083684099998,71.6977886659,67.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_2020,HHSize_1,13514.436687,1560.2016953608343
68,1023.99192395,31.250878889299997,72.8396667625,68.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1991,HHSize_2,13611.1849783,1563.1972380505454
