,index,w_ConstructionType,w_Age,w_ConstructionYear,w_HHSize,e_sqm,w_Income,Water,Electricity,w,wf
0,0,ConstructionType_hous,Age_64,ConstructionYear_1945,HHSize_4,71.88744214409999,13743.329304299998,37.2487511556,1054.75948003,2090.0215709459458,2090.015644063967
1,1,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_2,73.8253552772,13785.105362999999,32.792757283,1139.38743672,2090.0215709459458,2090.0128593924915
2,2,ConstructionType_hous,Age_120,ConstructionYear_1970,HHSize_2,73.1019216017,13775.2696622,31.9168169158,1104.04659992,2090.0215709459458,2090.0135151083373
3,3,ConstructionType_appt,Age_39,ConstructionYear_2016,HHSize_3,72.6803006205,13397.1015776,33.9493008388,1521.30525045,2090.0215709459458,2090.0387166018895
4,4,ConstructionType_hous,Age_54,ConstructionYear_1991,HHSize_2,71.489173632,13739.9907776,31.188037381399997,1315.20085176,2090.0215709459458,2090.015866686237
5,5,ConstructionType_appt,Age_39,ConstructionYear_1991,HHSize_3,72.8653099572,13746.905525,36.875069146,1128.443585,2090.0215709459458,2090.01540539818
6,6,ConstructionType_appt,Age_79,ConstructionYear_1961,HHSize_4,74.4073253508,13291.199231,40.0374671746,1342.49998581,2090.0215709459458,2090.0457733799803
7,7,ConstructionType_hous,Age_79,ConstructionYear_1961,HHSize_4,71.63438080479999,13547.4447354,38.7027524154,1469.63879592,2090.0215709459458,2090.028698014649
8,8,ConstructionType_hous,Age_64,ConstructionYear_1981,HHSize_3,72.6004904104,13582.7847283,36.9757354926,1257.6890180999999,2090.0215709459458,2090.026342593001
9,9,ConstructionType_hous,Age_64,ConstructionYear_2020,HHSize_2,71.7537286107,13872.385156299999,31.050521347199997,1212.67754425,2090.0215709459458,2090.0070437545746
10,10,ConstructionType_hous,Age_79,ConstructionYear_1991,HHSize_3,72.98965189399999,13834.490747799999,33.703463915,1225.78355471,2090.0215709459458,2090.0095686193804
11,11,ConstructionType_hous,Age_54,ConstructionYear_2020,HHSize_2,73.8296995732,13538.8632583,30.5342259077,1342.49220096,2090.0215709459458,2090.029269107398
12,12,ConstructionType_hous,Age_79,ConstructionYear_2020,HHSize_5,74.2318961045,13411.1083761,44.8835208025,1511.38026519,2090.0215709459458,2090.037782624281
13,13,ConstructionType_appt,Age_39,ConstructionYear_1981,HHSize_5,74.153473756,13626.3032465,45.087798034799995,1285.03434621,2090.0215709459458,2090.0234419458634
14,14,ConstructionType_hous,Age_29,ConstructionYear_1991,HHSize_3,74.1778277897,13568.6013907,36.6596996117,1392.83253181,2090.0215709459458,2090.027287218037
15,15,ConstructionType_appt,Age_64,ConstructionYear_1981,HHSize_4,72.3004448525,13793.373735100002,40.1100223373,1319.68235243,2090.0215709459458,2090.0123089308763
16,16,ConstructionType_hous,Age_120,ConstructionYear_2030,HHSize_3,72.73410361270001,13783.057578299999,36.2476087343,1501.45102158,2090.0215709459458,2090.0129962479277
17,17,ConstructionType_hous,Age_39,ConstructionYear_2011,HHSize_3,72.8681222037,13421.780191,36.0392181868,1316.95919955,2090.0215709459458,2090.0370719335688
18,18,ConstructionType_hous,Age_39,ConstructionYear_2011,HHSize_3,72.6357455935,13505.8173959,36.848468448,1435.73012748,2090.0215709459458,2090.0314717283445
19,19,ConstructionType_hous,Age_120,ConstructionYear_2011,HHSize_2,72.9103602374,13852.932627099999,32.0378739193,1025.49676919,2090.0215709459458,2090.008339671295
20,20,ConstructionType_hous,Age_79,ConstructionYear_2011,HHSize_3,73.0359489154,13753.6271549,35.7171859732,1005.52286766,2090.0215709459458,2090.0149573994536
21,21,ConstructionType_hous,Age_54,ConstructionYear_2030,HHSize_2,72.8028115465,13635.364765399998,29.6274619706,1016.83246945,2090.0215709459458,2090.022838556573
22,22,ConstructionType_hous,Age_79,ConstructionYear_1900,HHSize_3,72.2379051213,13757.805899899999,38.895951533499996,1394.26481101,2090.0215709459458,2090.0146792102128
23,23,ConstructionType_hous,Age_39,ConstructionYear_1970,HHSize_2,71.8390568711,13669.2419511,29.4979479348,1305.86676673,2090.0215709459458,2090.0205813053244
24,24,ConstructionType_hous,Age_79,ConstructionYear_2016,HHSize_2,73.4832047625,13715.500244799998,30.6665945702,1215.12364739,2090.0215709459458,2090.017498039926
25,25,ConstructionType_appt,Age_54,ConstructionYear_1981,HHSize_2,73.0047827977,13399.1009843,31.3831319686,977.480212243,2090.0215709459458,2090.038583243571
26,26,ConstructionType_hous,Age_29,ConstructionYear_1981,HHSize_1,71.7702145884,13576.2481148,25.5554423025,1180.38968297,2090.0215709459458,2090.0267784943144
27,27,ConstructionType_hous,Age_79,ConstructionYear_1970,HHSize_6,72.1686845237,13745.7251929,49.8070108803,1320.07141956,2090.0215709459458,2090.0154843008568
28,28,ConstructionType_hous,Age_54,ConstructionYear_1970,HHSize_4,72.7477014445,13419.3247904,40.5870505843,1326.66118654,2090.0215709459458,2090.037235605812
29,29,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_2,72.8670786675,13664.6901199,30.815927778600003,1044.61405743,2090.0215709459458,2090.0208842751326
30,30,ConstructionType_hous,Age_79,ConstructionYear_2011,HHSize_1,73.412392072,13761.7052581,25.4515176156,1255.69025669,2090.0215709459458,2090.014418937192
31,31,ConstructionType_hous,Age_79,ConstructionYear_1991,HHSize_3,73.4536414316,13756.0077294,34.8140498747,1340.27430531,2090.0215709459458,2090.0147986079396
32,32,ConstructionType_hous,Age_29,ConstructionYear_2011,HHSize_2,72.48789783630001,13882.4091544,31.199675979499997,1165.23549089,2090.0215709459458,2090.006375488626
33,33,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_5,73.6848161895,13726.5894383,44.781410403900004,1304.3356747999999,2090.0215709459458,2090.0167589784355
34,34,ConstructionType_appt,Age_54,ConstructionYear_2030,HHSize_3,73.9251829372,13710.112681600001,34.3695688248,1411.34573236,2090.0215709459458,2090.017856916588
35,35,ConstructionType_hous,Age_64,ConstructionYear_1981,HHSize_3,72.3126162475,13570.9411448,35.2289409012,1101.55705632,2090.0215709459458,2090.0271319587528
36,36,ConstructionType_hous,Age_54,ConstructionYear_2035,HHSize_2,73.2663116583,13867.993150799999,31.4982800646,1179.80705517,2090.0215709459458,2090.0073359015582
37,37,ConstructionType_hous,Age_54,ConstructionYear_2020,HHSize_4,72.87954805310001,13591.022764399999,40.2754655517,1243.28037946,2090.0215709459458,2090.025793506487
38,38,ConstructionType_hous,Age_64,ConstructionYear_2030,HHSize_5,73.7323707624,13719.374904100001,46.4059978508,1432.23328815,2090.0215709459458,2090.0172397425017
39,39,ConstructionType_hous,Age_64,ConstructionYear_2001,HHSize_6,73.7166123154,13718.664857,50.4525913999,1511.91519497,2090.0215709459458,2090.017287066342
40,40,ConstructionType_hous,Age_54,ConstructionYear_1991,HHSize_1,73.32809940140001,13790.773197299999,25.4549996797,1333.25322882,2090.0215709459458,2090.0124818629956
41,41,ConstructionType_appt,Age_29,ConstructionYear_2030,HHSize_5,71.69192208310001,13608.787300299999,43.038892411000006,1142.38446641,2090.0215709459458,2090.0246100955715
42,42,ConstructionType_appt,Age_39,ConstructionYear_1981,HHSize_6,73.1947777,13631.2197902,47.1568239103,823.0177616430001,2090.0215709459458,2090.0231146461097
43,43,ConstructionType_hous,Age_64,ConstructionYear_2001,HHSize_3,73.6602634792,13735.1138514,36.334493729,1374.13583942,2090.0215709459458,2090.0161909149247
44,44,ConstructionType_hous,Age_54,ConstructionYear_1981,HHSize_1,72.7332688066,13495.479694999998,24.615610176700002,909.1330996830001,2090.0215709459458,2090.0321606045864
45,45,ConstructionType_hous,Age_39,ConstructionYear_2020,HHSize_1,72.8272639072,13512.1841429,26.3833925438,1180.8261067,2090.0215709459458,2090.0310473779714
46,46,ConstructionType_hous,Age_54,ConstructionYear_2016,HHSize_5,72.86178471609999,13618.481892700001,46.759906684700006,1715.44169728,2090.0215709459458,2090.0239636211395
47,47,ConstructionType_hous,Age_64,ConstructionYear_2001,HHSize_3,73.35633822310001,13783.922963100002,34.9258437525,1175.67205671,2090.0215709459458,2090.012938355689
48,48,ConstructionType_hous,Age_39,ConstructionYear_2011,HHSize_3,72.5395850465,13719.925135899999,35.1092840354,1189.92684493,2090.0215709459458,2090.0172034989014
49,49,ConstructionType_hous,Age_54,ConstructionYear_2001,HHSize_2,72.7796896202,13737.752209399998,30.2302730213,1367.70155498,2090.0215709459458,2090.0160154063437
50,50,ConstructionType_hous,Age_29,ConstructionYear_2001,HHSize_2,72.6090501338,13745.3395516,29.5491074319,1215.37915966,2090.0215709459458,2090.015509843296
51,51,ConstructionType_hous,Age_54,ConstructionYear_2030,HHSize_1,71.5832624793,13782.7303755,25.6502900031,1171.61010639,2090.0215709459458,2090.0130184625746
