,index,w_ConstructionType,w_Age,w_ConstructionYear,w_HHSize,e_sqm,w_Income,Water,Electricity,w,wf
0,0,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_3,73.02917262170733,13563.14479525702,35.477656602569084,41927.40577800376,1512.1878172588833,1512.1940143321879
1,1,ConstructionType_hous,Age_79,ConstructionYear_1961,HHSize_1,73.020808184246,13651.074296735767,26.794690900135077,41318.42648967977,1512.1878172588833,1512.188162477582
2,2,ConstructionType_hous,Age_29,ConstructionYear_1961,HHSize_3,73.29121016348374,13789.696750634484,37.695896483577094,31036.95572388728,1512.1878172588833,1512.178936819232
3,3,ConstructionType_appt,Age_39,ConstructionYear_1945,HHSize_6,73.36693647134051,13721.45586096123,48.304569321208035,39310.07624020337,1512.1878172588833,1512.1834783442737
4,4,ConstructionType_hous,Age_120,ConstructionYear_1981,HHSize_1,72.71820942656406,13649.570621887842,26.4283280842236,27976.106428523657,1512.1878172588833,1512.1882626585364
5,5,ConstructionType_appt,Age_64,ConstructionYear_1981,HHSize_2,71.4435352637179,13425.910882427284,30.075492488365704,35403.78218534672,1512.1878172588833,1512.2031480526173
6,6,ConstructionType_hous,Age_54,ConstructionYear_1918,HHSize_1,73.88685970876938,13747.852794188924,25.995876505642567,28264.469853199447,1512.1878172588833,1512.1817213946497
7,7,ConstructionType_hous,Age_79,ConstructionYear_1970,HHSize_3,73.0030570076795,13757.763685947251,38.37401636302821,34720.15067711863,1512.1878172588833,1512.1810621212048
8,8,ConstructionType_hous,Age_79,ConstructionYear_1970,HHSize_3,72.52127468032336,13751.672164099946,37.55210182826828,36491.998365503576,1512.1878172588833,1512.1814676936988
9,9,ConstructionType_hous,Age_79,ConstructionYear_1970,HHSize_3,73.28271307233966,13682.79681793708,36.95988372301815,38399.01996140324,1512.1878172588833,1512.1860511953457
10,10,ConstructionType_hous,Age_64,ConstructionYear_1970,HHSize_3,72.70207977079585,13747.886838818136,38.09280087317214,35602.40267615531,1512.1878172588833,1512.1817195493786
11,11,ConstructionType_hous,Age_64,ConstructionYear_1945,HHSize_3,72.62155563039718,13792.368494802482,38.223074274916975,36288.503206206464,1512.1878172588833,1512.1787592466783
12,12,ConstructionType_hous,Age_79,ConstructionYear_1991,HHSize_4,73.81063428898659,13613.60117227052,41.851202360316655,34623.402330794386,1512.1878172588833,1512.1906560968796
