,Electricity,Water,e_sqm,real_index,sw,w,w_Age,w_ConstructionType,w_ConstructionYear,w_HHSize,w_Income,wf
0,1361.1710256224035,45.48120180947876,73.33874769639262,0.0,1.0,1,Age_29,ConstructionType_hous,ConstructionYear_2020,HHSize_5,13604.843710770438,1578.4035454424873
1,1406.9247042050115,45.92605751015454,73.87415596364758,1.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1970,HHSize_5,13587.964647912211,1578.403156946504
2,1411.2464165411773,35.3118113703431,72.44216448773425,2.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_2001,HHSize_3,13590.339365155563,1583.403211437343
3,1270.4951897785745,40.00785610324077,72.61711873342061,3.0,1.0,1,Age_39,ConstructionType_hous,ConstructionYear_1970,HHSize_4,13555.445627351814,1575.4024081919965
4,1452.5005958227725,54.79568594008972,71.79786089323986,4.0,11.0,1,Age_39,ConstructionType_appt,ConstructionYear_1900,HHSize_7,13270.545066692901,1449.395849573081
5,1315.2626081120861,41.89036519840293,72.99690322071248,5.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_1945,HHSize_4,13563.23103034495,1575.4025874621145
6,1068.5979440985932,42.61155608289634,72.74360948367,6.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1945,HHSize_4,13592.064202339323,1583.4032511811276
7,1110.1449279795233,43.5162894357391,73.69716444269636,7.0,11.0,1,Age_64,ConstructionType_appt,ConstructionYear_1991,HHSize_4,13429.430358388758,1460.399507405578
8,1051.9183754071248,40.387837557139356,73.40203599683359,8.0,11.0,1,Age_64,ConstructionType_appt,ConstructionYear_2011,HHSize_4,13566.032402862462,1439.4026519987383
9,1363.1992495682725,42.66580021067133,74.23528179237616,9.0,11.0,1,Age_54,ConstructionType_appt,ConstructionYear_1981,HHSize_4,13545.976903553645,1450.402190416507
10,1169.107493534214,26.526436304064852,73.25070359548508,10.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_2020,HHSize_1,13673.538649292548,1429.4051268145868
11,1308.032039193201,41.11824825765086,72.46250522221352,11.0,1.0,1,Age_24,ConstructionType_hous,ConstructionYear_1945,HHSize_4,13509.39864580358,1575.4013481545094
12,859.8447049848672,37.08526441106605,73.1855557289573,12.0,11.0,1,Age_39,ConstructionType_hous,ConstructionYear_2011,HHSize_3,13690.792015305684,1423.405523985791
13,1181.3725774050638,30.461933770398307,72.77341757830277,13.0,1.0,1,Age_39,ConstructionType_hous,ConstructionYear_2011,HHSize_2,13393.57668478872,1574.3986819283248
14,1392.2914292668158,34.12124503742303,73.60364431050459,14.0,11.0,1,Age_120,ConstructionType_hous,ConstructionYear_2001,HHSize_2,13761.519260873398,1430.4071522043412
15,1205.7793195767665,32.73601762558373,72.57114420808489,15.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_2011,HHSize_2,13624.514120520193,1579.4039981686753
16,1200.8792206874202,25.460073471132606,73.69754400771555,16.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1945,HHSize_1,13736.242456706936,1442.4065703349331
17,1377.0007387184562,27.072482825447985,71.96514869075716,17.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1991,HHSize_1,13666.36725996368,1401.4049615685146
18,1073.9851034383323,27.84098092236605,73.73249112762062,18.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_2011,HHSize_1,13747.2436798568,1433.4068235909801
19,990.305764208582,31.613923113763924,73.19912168345563,19.0,11.0,1,Age_39,ConstructionType_hous,ConstructionYear_1981,HHSize_2,13666.247345267187,1428.404958960103
20,1383.7877075645993,43.343490914446924,73.3671244117867,20.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_2030,HHSize_4,13556.286953969397,1576.402427652118
21,1406.9955741005974,39.82672842874384,72.29211908372349,21.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_2001,HHSize_4,13443.833729722452,1575.3998388049192
22,1310.0795638580407,43.012434768422594,74.10126313100409,22.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1961,HHSize_4,13705.093236818304,1421.4058533182276
