,index,w_ConstructionType,c_w_ConstructionType,w_Age,c_w_Age,w_ConstructionYear,c_w_ConstructionYear,w_HHSize,c_w_HHSize,c_w_Income,c_e_ConstructionType,e_sqm,c_e_sqm,c_e_Income,c_e_HHSize,c_e_ConstructionYear,w_Intercept,w_Income,Water,e_Intercept,e_CDD,e_HDD,Electricity,w
0,0,1,1.2118106056793279,44.62177917053661,0.0013955640969299714,2033,0.014078645373583897,1,10.756572318540197,0.0009689971403052123,2543.0861284827306,73.94406469884619,15.695635414066755,0.02779465712451957,1143.0343408875674,11.611553900570732,-5.28240917773532,13542.888640839563,25.97180978909965,-29960.626895641995,833.3,3006.5,1109.7887301031747,1591.2618465539663
1,2,1,1.0047219609953053,44.32994271605397,0.002143538712940949,1980,0.01600699697980079,4,10.122959277080323,0.0009499404673457325,2766.005721571203,73.29228322311005,16.976224385525406,0.029954724576790492,1014.2811485029202,9.893501306409547,-5.28240917773532,13724.561191022005,41.6911179351682,-29960.626895641995,833.3,3006.5,1083.9092189689798,1591.2618465539663
2,7,1,1.1773821876308146,71.5204951645642,0.0015459081049355387,1963,0.016667802836036024,2,10.671874285678696,0.0009576096258144981,2881.4530927038963,73.72168016220294,17.272726460130198,0.029993178370030706,1023.5337771005773,12.419547400673704,-5.28240917773532,13641.058403031377,33.04139960545151,-29960.626895641995,833.3,3006.5,1183.204898324023,1591.2618465539663
3,8,1,1.2962402131165154,36.069251065322476,-0.0015317401441386825,2006,0.016064842867371403,2,10.72733831480392,0.0009628638476323262,2848.2597341874703,74.29028591016262,16.65317056562323,0.03002215406124817,1048.8875782324494,9.125383277379342,-5.28240917773532,13578.477495725141,32.839793493879014,-29960.626895641995,833.3,3006.5,976.1811814288608,1591.2618465539663
4,9,1,1.0978040525901442,69.66176091156386,0.002515790144426148,1950,0.0149716851985052,2,10.224959308366929,0.0009514703799289342,2622.1109274968235,71.70760138356917,17.025814171407443,0.0314333510900495,1009.7512447619922,17.181779464934028,-5.28240917773532,13632.70941010498,30.856207589642374,-29960.626895641995,833.3,3006.5,1482.3107276900187,1591.2618465539663
5,10,1,1.2440873791934963,34.617986982622014,-0.001068323956805686,1946,0.015287340886920247,5,10.214640852816064,0.0009494598232331822,2764.9584169906384,71.77838698589915,15.774161022330315,0.02754864715474777,1040.6660577044966,12.845977202631223,-5.28240917773532,13635.138767629749,45.87000638067129,-29960.626895641995,833.3,3006.5,1301.5521556632907,1591.2618465539663
6,11,0,1.0498205786714552,51.802045180346305,3.4305692911161714e-05,1894,0.015841254170593087,2,10.094478046247467,0.0009699401783316762,2774.738401188253,73.05189134055657,16.77311399882108,0.0339001750594584,1070.8728772741065,15.8426661347,-5.28240917773532,13582.966347040294,30.60499291227261,-29960.626895641995,833.3,3006.5,1279.780292339427,1591.2618465539663
7,12,0,0.9006140221869409,81.93325640814206,0.0020513397517212275,1882,0.015625972031262824,4,9.862190614526716,0.0009702031325778836,2821.6357562589337,73.21236472427051,16.086515951294633,0.03328416002913345,1047.994331293,11.683325477378547,-5.28240917773532,13641.86956849347,39.7289916301152,-29960.626895641995,833.3,3006.5,1075.2189406048778,1591.2618465539663
8,13,1,0.9179000843472294,42.15718415506568,0.0013517995119534747,1867,0.01580768683553032,2,10.954980273096368,0.0009549793221026483,3032.6645307806093,72.63635263849083,17.423764686870992,0.02778031565885189,1053.1202384594583,15.091821059217033,-5.28240917773532,13563.313913033608,31.562112776943486,-29960.626895641995,833.3,3006.5,1317.9698406316095,1591.2618465539663
9,14,1,1.1012707342480998,76.12332473070956,-0.0009549503289642711,1967,0.01444395413195522,2,9.90992167355608,0.0009557011700142623,2894.573067113478,73.10678540130905,16.246995481079956,0.03225322283242826,1027.7328351614462,11.112756981274712,-5.28240917773532,13691.959483015537,30.110611778493137,-29960.626895641995,833.3,3006.5,1096.4987582726917,1591.2618465539663
10,15,1,1.2053916719093158,69.21352316209418,-0.0006597602732953008,1971,0.013764988757843773,2,10.013412683472472,0.0009662366326951867,2915.295874402481,72.2817692489518,16.441142580996633,0.03168680959732874,1040.6207737750854,11.476601070299964,-5.28240917773532,13707.113087398538,29.732236662957863,-29960.626895641995,833.3,3006.5,1123.7240621415378,1591.2618465539663
11,16,0,1.1004141195075174,48.25175569458007,0.000203841487296982,1920,0.017460273239383803,3,10.183043862750935,0.0009342063309742297,2515.72722566546,72.62527306794604,16.253484402088713,0.034923911590628146,1056.6541838946016,14.0492091109064,-5.28240917773532,13735.759608136223,37.1472570571346,-29960.626895641995,833.3,3006.5,1210.8554579182705,1591.2618465539663
12,17,1,1.166630660245502,27.35962588554405,0.0002700784428694439,1941,0.01729791030718875,5,10.092845799240012,0.0009444286814123527,2872.94230677528,73.47963089406628,16.26308242774087,0.03134040681490079,1079.2955773239605,12.910536097917893,-5.28240917773532,13558.898980638474,47.339875034577595,-29960.626895641995,833.3,3006.5,1317.6637898927165,1591.2618465539663
13,19,0,1.0620427245160982,80.07639870736321,-0.002518269219750944,1909,0.017623548596387782,3,10.094272533731255,0.000986077217694681,2729.3621465043034,72.19930011534791,16.962427633745566,0.031729046358606176,1026.2057379507778,11.920316079407401,-5.28240917773532,13733.766169747705,37.3174286480055,-29960.626895641995,833.3,3006.5,1064.4553798969084,1591.2618465539663
14,20,1,1.0283016512505398,25.1392786550652,0.0018046805454046454,1989,0.014672513910469738,6,10.939573969794443,0.0009519896500461679,2902.641923802622,72.1037240190094,17.707262881696128,0.030824564153640707,1009.2833437125007,13.94576537642998,-5.28240917773532,13596.11291861572,52.56518768340136,-29960.626895641995,833.3,3006.5,1434.6446606184077,1591.2618465539663
15,21,1,1.1220184101598476,63.73410077937783,-0.0024329510591937073,1991,0.015638755083638448,6,9.98730885180086,0.0009594295456914172,2694.0179511934343,73.83361844741735,16.89688447884801,0.03715808799774797,1044.9107959384553,10.888828324829047,-5.28240917773532,13754.042776359309,50.81950580119955,-29960.626895641995,833.3,3006.5,1231.142879465331,1591.2618465539663
16,22,1,1.1437548641442397,23.54213723597022,-0.0019475138770059003,1990,0.015708794058903554,4,10.254678290772931,0.0009732550038129792,2941.903052375743,72.79123085622898,16.505854993483172,0.03763196863692413,1040.7472414379947,11.226947094717266,-5.28240917773532,13760.78445906475,41.90696534417461,-29960.626895641995,833.3,3006.5,1189.1578253573407,1591.2618465539663
17,24,0,1.052219520936958,23.493911306093835,0.000339554284955656,1990,0.01738166592435901,6,10.427165057148251,0.0009766821122000095,2659.123585297096,73.64657115755982,15.874735991868105,0.03370984069405974,1023.4721142356191,12.316632150760189,-5.28240917773532,13647.938756772252,53.36308640148437,-29960.626895641995,833.3,3006.5,1227.010318816578,1591.2618465539663
18,25,1,1.3170877189247816,49.15135763296917,0.0006625469822778039,1971,0.013951604226395528,2,10.253677680890661,0.0009470558394494283,2772.0929439168517,72.00081475246724,17.182308179221867,0.030794415976203863,1050.360176178788,13.323692261373475,-5.28240917773532,13591.316894869236,30.053745610282693,-29960.626895641995,833.3,3006.5,1244.3137576127688,1591.2618465539663
19,26,1,1.128372346378425,55.99380778666671,0.002071098099003312,1945,0.015248090547599229,1,10.178342975799376,0.0009403661275465686,2806.9672713592627,72.169382349988,17.278350751505904,0.029425910571835436,1058.794646051042,8.598004570206188,-5.28240917773532,13600.21178043528,26.017129800430624,-29960.626895641995,833.3,3006.5,885.8085344910094,1591.2618465539663
20,31,1,1.1882491527258354,64.81344378410334,-7.22244169179872e-05,2028,0.017194321927097272,4,10.593157018858175,0.0009390693359840746,2680.0310660931423,73.1771484903277,16.097077218706428,0.031295013755746226,1065.7893128275211,11.789684380545348,-5.28240917773532,13759.174640674619,44.11761443615279,-29960.626895641995,833.3,3006.5,1233.161677190743,1591.2618465539663
21,32,1,1.1512349719789037,57.06336602132214,0.0034946656481308147,1946,0.018414907771039088,4,10.099475334822573,0.0009668855969818783,2918.800176704707,73.4879516741673,17.273377049174776,0.031641475532122806,1070.6954067637396,13.693583017978842,-5.28240917773532,13343.936322370733,43.70174337420541,-29960.626895641995,833.3,3006.5,1337.780546995293,1591.2618465539663
22,33,0,0.9574338601608744,43.520480230347175,0.002185415963572655,1975,0.014632658357308719,4,10.313146562760704,0.0009714929158303136,2688.068463000768,73.97238129723432,16.66453170802147,0.0324850163714423,1062.3532546961128,15.4390960947514,-5.28240917773532,13752.491318406144,40.37971469188078,-29960.626895641995,833.3,3006.5,1367.6810578833795,1591.2618465539663
23,34,1,1.1708597618620598,67.68278218605894,0.0018654435058836653,2024,0.016285958531374618,4,10.037994649700288,0.0009593989752687664,2786.7151434414027,72.88993177406213,17.393882545330293,0.03288455655668415,1038.198153344455,15.651283101284216,-5.28240917773532,13559.59021634025,42.22140660980761,-29960.626895641995,833.3,3006.5,1500.517514035408,1591.2618465539663
