,index,w_ConstructionType,w_Age,w_ConstructionYear,w_HHSize,e_sqm,w_Income,Water,Electricity,w,wf
0,0,ConstructionType_hous,Age_29,ConstructionYear_2020,HHSize_5,73.33874769639262,13604.843710770438,45.48120180947876,1361.1710256224035,1592.4044782034346,1592.4035454424873
1,1,ConstructionType_hous,Age_64,ConstructionYear_1970,HHSize_5,73.87415596364758,13587.964647912211,45.92605751015454,1406.9247042050115,1592.4044782034346,1592.403156946504
2,2,ConstructionType_hous,Age_79,ConstructionYear_2001,HHSize_3,72.44216448773425,13590.339365155563,35.3118113703431,1411.2464165411773,1592.4044782034346,1592.4032114373433
3,3,ConstructionType_hous,Age_39,ConstructionYear_1970,HHSize_4,72.61711873342061,13555.445627351814,40.00785610324077,1270.4951897785745,1592.4044782034346,1592.4024081919963
4,4,ConstructionType_appt,Age_39,ConstructionYear_1900,HHSize_7,71.79786089323986,13270.545066692901,54.79568594008972,1452.5005958227725,1592.4044782034346,1592.395849573081
5,5,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_4,72.99690322071248,13563.23103034495,41.89036519840293,1315.2626081120861,1592.4044782034346,1592.4025874621145
6,6,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_4,72.74360948367,13592.064202339323,42.61155608289634,1068.5979440985932,1592.4044782034346,1592.4032511811274
7,7,ConstructionType_appt,Age_64,ConstructionYear_1991,HHSize_4,73.69716444269636,13429.430358388758,43.5162894357391,1110.1449279795231,1592.4044782034346,1592.3995074055779
8,8,ConstructionType_appt,Age_64,ConstructionYear_2011,HHSize_4,73.40203599683359,13566.032402862462,40.387837557139356,1051.9183754071248,1592.4044782034346,1592.4026519987385
9,9,ConstructionType_appt,Age_54,ConstructionYear_1981,HHSize_4,74.23528179237616,13545.976903553645,42.66580021067133,1363.1992495682725,1592.4044782034346,1592.402190416507
10,10,ConstructionType_hous,Age_64,ConstructionYear_2020,HHSize_1,73.25070359548508,13673.538649292548,26.526436304064852,1169.107493534214,1592.4044782034346,1592.4051268145868
11,11,ConstructionType_hous,Age_24,ConstructionYear_1945,HHSize_4,72.46250522221352,13509.39864580358,41.11824825765086,1308.032039193201,1592.4044782034346,1592.4013481545092
12,12,ConstructionType_hous,Age_39,ConstructionYear_2011,HHSize_3,73.1855557289573,13690.792015305684,37.08526441106605,859.8447049848672,1592.4044782034346,1592.405523985791
13,13,ConstructionType_hous,Age_39,ConstructionYear_2011,HHSize_2,72.77341757830277,13393.57668478872,30.461933770398307,1181.3725774050638,1592.4044782034346,1592.398681928325
14,14,ConstructionType_hous,Age_120,ConstructionYear_2001,HHSize_2,73.60364431050459,13761.519260873398,34.12124503742303,1392.2914292668158,1592.4044782034346,1592.407152204341
15,15,ConstructionType_hous,Age_79,ConstructionYear_2011,HHSize_2,72.57114420808489,13624.514120520194,32.73601762558373,1205.7793195767665,1592.4044782034346,1592.4039981686753
16,16,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_1,73.69754400771555,13736.242456706936,25.460073471132603,1200.8792206874202,1592.4044782034346,1592.4065703349333
17,17,ConstructionType_hous,Age_54,ConstructionYear_1991,HHSize_1,71.96514869075716,13666.36725996368,27.072482825447985,1377.0007387184562,1592.4044782034346,1592.4049615685149
18,18,ConstructionType_hous,Age_64,ConstructionYear_2011,HHSize_1,73.73249112762062,13747.2436798568,27.840980922366047,1073.9851034383323,1592.4044782034346,1592.40682359098
19,19,ConstructionType_hous,Age_39,ConstructionYear_1981,HHSize_2,73.19912168345563,13666.247345267187,31.613923113763924,990.305764208582,1592.4044782034346,1592.4049589601027
20,20,ConstructionType_hous,Age_54,ConstructionYear_2030,HHSize_4,73.3671244117867,13556.286953969397,43.343490914446924,1383.7877075645993,1592.4044782034346,1592.402427652118
21,21,ConstructionType_hous,Age_64,ConstructionYear_2001,HHSize_4,72.29211908372349,13443.833729722452,39.82672842874384,1406.9955741005974,1592.4044782034346,1592.399838804919
22,22,ConstructionType_hous,Age_79,ConstructionYear_1961,HHSize_4,74.10126313100409,13705.093236818304,43.012434768422594,1310.0795638580407,1592.4044782034346,1592.4058533182276
23,23,ConstructionType_hous,Age_39,ConstructionYear_1991,HHSize_3,72.67344013598849,13657.078078621167,36.21063437940857,1372.0563687573033,1592.4044782034346,1592.4047478154966
24,24,ConstructionType_hous,Age_54,ConstructionYear_2016,HHSize_3,72.70993071209128,13535.823813760331,38.341655087459785,1191.1745715931527,1592.4044782034346,1592.4019565021752
25,25,ConstructionType_hous,Age_64,ConstructionYear_1961,HHSize_4,73.71035785017591,13643.350387030947,38.74065246293703,1446.6215703230625,1592.4044782034346,1592.404431926813
26,26,ConstructionType_hous,Age_120,ConstructionYear_1961,HHSize_4,74.63172298031421,13622.301552833876,40.46079131861028,1045.4063732954794,1592.4044782034346,1592.403947487975
27,27,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_4,72.9828647507849,13627.2626454972,43.67001430506799,1366.7337496224573,1592.4044782034346,1592.4040614918208
28,28,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_4,74.10284049590942,13628.763730935076,39.7471668152746,1361.3528389583175,1592.4044782034346,1592.404096185173
29,29,ConstructionType_hous,Age_39,ConstructionYear_2020,HHSize_2,70.41974215468048,13344.93636632713,30.40697935133877,1320.9096094361266,1592.4044782034346,1592.397561920408
30,30,ConstructionType_hous,Age_64,ConstructionYear_2030,HHSize_2,71.88861022263984,13658.271096100503,31.21224848238348,1005.8433419531841,1592.4044782034346,1592.404775182569
