,index,w_ConstructionType,w_Age,w_ConstructionYear,w_HHSize,e_sqm,w_Income,Water,Electricity,w,wf
0,0,ConstructionType_hous,Age_39,ConstructionYear_1945,HHSize_2,72.4962080449,13721.879411599999,30.7601537994,1131.90200768,1650.3112499999997,1650.3108017570944
1,1,ConstructionType_hous,Age_39,ConstructionYear_1961,HHSize_2,72.39954387739999,13720.2129796,30.505543219899998,1072.39073741,1650.3112499999997,1650.3108120294623
2,2,ConstructionType_hous,Age_120,ConstructionYear_2011,HHSize_2,74.3720521763,13487.7619599,31.5200437516,1392.22681439,1650.3112499999997,1650.3122444131427
3,3,ConstructionType_hous,Age_39,ConstructionYear_2011,HHSize_2,71.3160168021,13757.875070299999,31.419899636900002,1315.88800406,1650.3112499999997,1650.3105799775597
4,4,ConstructionType_hous,Age_64,ConstructionYear_2020,HHSize_2,71.73150613060001,13747.664511200002,30.1122422938,1117.67426987,1650.3112499999997,1650.3106428850494
5,5,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_4,73.0323325732,13586.2140831,39.72909032,1349.26032759,1650.3112499999997,1650.3116377590327
6,6,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_3,73.53541409649999,13559.042842500001,34.9833317744,1332.21041834,1650.3112499999997,1650.3118051816275
7,7,ConstructionType_hous,Age_120,ConstructionYear_2016,HHSize_3,74.2489051808,13549.1396063,37.9496316373,1370.11909853,1650.3112499999997,1650.3118661856574
8,8,ConstructionType_hous,Age_64,ConstructionYear_2016,HHSize_3,71.8684318683,13790.6541307,35.2643176985,1298.8802847000002,1650.3112499999997,1650.3103779627554
9,9,ConstructionType_hous,Age_54,ConstructionYear_2016,HHSize_6,72.1389885066,13828.0993088,51.2550247171,1639.22101052,1650.3112499999997,1650.3101472028864
10,10,ConstructionType_hous,Age_54,ConstructionYear_2001,HHSize_2,73.8257899659,13634.6171685,30.3922681955,1121.16674209,1650.3112499999997,1650.3113394552208
11,11,ConstructionType_appt,Age_64,ConstructionYear_1981,HHSize_1,74.292699722,13756.9811966,24.5945545337,1117.27710523,1650.3112499999997,1650.3105853882496
12,12,ConstructionType_hous,Age_54,ConstructionYear_1981,HHSize_5,72.8756694876,13595.1627056,45.2845219733,1157.42504885,1650.3112499999997,1650.3115826195324
13,13,ConstructionType_hous,Age_54,ConstructionYear_1981,HHSize_4,73.3822059087,13695.9675845,41.3645856308,1022.94747466,1650.3112499999997,1650.310961406074
14,14,ConstructionType_appt,Age_54,ConstructionYear_1961,HHSize_2,73.4270549387,13709.557894,31.051490415700002,882.654520719,1650.3112499999997,1650.3108776564347
15,15,ConstructionType_hous,Age_54,ConstructionYear_1970,HHSize_2,73.4403754665,13742.1126964,32.762504323099996,921.6285787639999,1650.3112499999997,1650.3106770409702
16,16,ConstructionType_hous,Age_64,ConstructionYear_1918,HHSize_2,72.7711426704,13644.061200999999,29.865330745,1269.6706259000002,1650.3112499999997,1650.3112812924467
