,index,w_ConstructionType,w_Age,w_ConstructionYear,w_HHSize,e_sqm,w_Income,Water,Electricity,w,wf
0,0,ConstructionType_appt,Age_120,ConstructionYear_1961,HHSize_4,72.07292685312282,13477.189686297092,40.85844666321643,1137.0788357853307,1738.3046685472495,1738.316812386641
1,1,ConstructionType_appt,Age_24,ConstructionYear_1961,HHSize_1,74.01007981054431,13680.655045941234,27.24766546669929,1047.0335527275267,1738.3046685472495,1738.3029445767274
2,2,ConstructionType_hous,Age_29,ConstructionYear_1961,HHSize_2,72.34339467121295,13923.801658138998,32.67448628942237,1047.6370730282474,1738.3046685472495,1738.2863736134714
3,3,ConstructionType_appt,Age_64,ConstructionYear_2011,HHSize_2,70.97396489573266,13833.186937177688,31.13285964644545,977.624876362289,1738.3046685472495,1738.2925499282965
4,4,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_2,71.23472021250616,13814.492243788924,31.34351768884316,1112.9868258666222,1738.3046685472495,1738.2938239582868
5,5,ConstructionType_hous,Age_54,ConstructionYear_2001,HHSize_2,73.5853208411172,13836.849133979656,33.62186614733029,1228.4163956303923,1738.3046685472495,1738.2922993766358
6,6,ConstructionType_hous,Age_54,ConstructionYear_1981,HHSize_2,73.99975293016163,13627.169293795301,32.098820560330424,1421.104464032043,1738.3046685472495,1738.3065898757773
7,7,ConstructionType_hous,Age_54,ConstructionYear_1900,HHSize_1,72.3057870524506,13643.059647721264,24.32436196502336,1394.281129101742,1738.3046685472495,1738.305507493603
8,8,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_2,73.4104534530458,13879.276595097774,32.837325793228324,1214.5082040238858,1738.3046685472495,1738.2894078124268
9,9,ConstructionType_hous,Age_79,ConstructionYear_1961,HHSize_2,72.30934228888067,13563.8396304778,32.7687631077024,1190.9137606811767,1738.3046685472495,1738.31090670082
10,10,ConstructionType_hous,Age_120,ConstructionYear_2020,HHSize_2,72.32016906998484,13624.150265294486,33.47598416421086,1258.7490164380313,1738.3046685472495,1738.3067962503092
11,11,ConstructionType_hous,Age_39,ConstructionYear_1961,HHSize_7,72.96807151515941,13596.958673515715,56.169332669654814,1125.3802944088686,1738.3046685472495,1738.3086492464042
12,12,ConstructionType_hous,Age_64,ConstructionYear_1970,HHSize_4,72.66370506845749,13635.478278034361,41.041286890460505,1277.2874462014802,1738.3046685472495,1738.3060240677564
13,13,ConstructionType_hous,Age_29,ConstructionYear_1945,HHSize_2,73.0963911917633,13683.327488240684,30.10112094051909,1135.2681568168468,1738.3046685472495,1738.3027627654226
14,14,ConstructionType_hous,Age_54,ConstructionYear_1970,HHSize_3,73.44908905428483,13504.458873891377,36.070036955003424,1322.7041904471964,1738.3046685472495,1738.3149533588262
15,15,ConstructionType_hous,Age_39,ConstructionYear_2030,HHSize_3,71.45122600579269,13774.800731077292,38.38419020684996,1360.7662779723407,1738.3046685472495,1738.2965290402774
16,16,ConstructionType_hous,Age_120,ConstructionYear_2030,HHSize_4,73.35187710308014,13796.559234685346,42.78549336933366,1307.7679779159696,1738.3046685472495,1738.2950454060638
17,17,ConstructionType_hous,Age_64,ConstructionYear_2030,HHSize_2,73.63086548772706,13722.645497447627,31.76767271001604,1189.203576820637,1738.3046685472495,1738.3000828662177
18,18,ConstructionType_appt,Age_120,ConstructionYear_2030,HHSize_4,71.75382552598559,13412.684526280647,42.77154377867272,1114.7272640579918,1738.3046685472495,1738.3212088281512
19,19,ConstructionType_appt,Age_39,ConstructionYear_2030,HHSize_3,72.96183528020003,13891.643033433955,36.78989506747424,1182.9606048146845,1738.3046685472495,1738.2885651508273
20,20,ConstructionType_appt,Age_64,ConstructionYear_2030,HHSize_1,73.19159310642397,13441.372542155583,27.36436888222558,1265.7576428734415,1738.3046685472495,1738.31925308335
21,21,ConstructionType_hous,Age_39,ConstructionYear_2001,HHSize_1,72.53006504059228,13825.598499994108,26.912074552736158,1034.4725503983552,1738.3046685472495,1738.2930665455224
22,22,ConstructionType_hous,Age_64,ConstructionYear_2001,HHSize_3,72.91216013576066,13609.465723352205,35.625551980445856,1100.2017040598107,1738.3046685472495,1738.3077968526427
23,23,ConstructionType_hous,Age_54,ConstructionYear_2020,HHSize_3,73.14860582939801,13701.272152978489,35.17166454910964,1164.607922330481,1738.3046685472495,1738.3015397338402
24,24,ConstructionType_appt,Age_64,ConstructionYear_1961,HHSize_6,73.19324421815624,13738.56266375803,53.36800269091672,1348.0063690746915,1738.3046685472495,1738.2989982015765
25,25,ConstructionType_hous,Age_54,ConstructionYear_1970,HHSize_5,73.13649237249875,13834.207144687469,46.508601970588025,1397.9264535356283,1738.3046685472495,1738.292479604542
26,26,ConstructionType_hous,Age_120,ConstructionYear_2035,HHSize_5,72.50392888780695,13790.59750090191,45.415496363787916,1303.06020806557,1738.3046685472495,1738.2954520352396
27,27,ConstructionType_hous,Age_64,ConstructionYear_2011,HHSize_4,73.2656519577378,13778.571335097777,40.246274598995925,1189.2076008019,1738.3046685472495,1738.2962713950153
28,28,ConstructionType_hous,Age_54,ConstructionYear_2011,HHSize_4,73.42259890911787,13406.734732530034,41.508720982250935,1311.8299339751272,1738.3046685472495,1738.3216137205686
29,29,ConstructionType_hous,Age_79,ConstructionYear_2030,HHSize_4,72.72564246619882,13550.871054852843,41.75579630285233,1383.911597423002,1738.3046685472495,1738.3117904180351
30,30,ConstructionType_hous,Age_29,ConstructionYear_1991,HHSize_3,73.11526593557305,13729.800275696516,37.55602511775458,1377.8537032247737,1738.3046685472495,1738.2995954232517
