,cool,e_BuildingSqm,elec,heat,real_index,sw,w,wf
0.0,0.0,3600.0,0.0,0.0,0.0,11.0,1.0,7.563645388805661
1.0,0.0,525.0,66742.06835423224,94458.85206448693,1.0,1.0,1.0,13.623842370326042
2.0,140893.97937187686,525.0,66742.06835423224,31486.28402149564,2.0,1.0,1.0,12.623842370326042
3.0,65124.32824300085,39.0,0.0,117168.86293266574,3.0,1.0,1.0,14.265551551795607
4.0,46964.659790625614,525.0,0.0,15185.242330075269,4.0,1.0,1.0,13.623842370326042
8.0,0.0,3600.0,0.0,0.0,8.0,11.0,1.0,9.56364538880566
9.0,0.0,3600.0,0.0,0.0,9.0,11.0,1.0,8.56364538880566
10.0,0.0,3600.0,0.0,0.0,10.0,11.0,1.0,8.56364538880566
11.0,21000.513918292363,525.0,0.0,0.0,11.0,1.0,1.0,13.623842370326042
12.0,21000.513918292363,525.0,0.0,0.0,12.0,1.0,1.0,13.623842370326042
13.0,21000.513918292363,525.0,0.0,0.0,13.0,1.0,1.0,13.623842370326042
19.0,0.0,3600.0,0.0,0.0,19.0,11.0,1.0,8.56364538880566
20.0,0.0,525.0,400452.4101253936,94458.85206448693,20.0,1.0,1.0,13.623842370326042
26.0,0.0,3600.0,0.0,0.0,26.0,11.0,1.0,8.56364538880566
27.0,0.0,3600.0,0.0,0.0,27.0,11.0,1.0,8.56364538880566
28.0,0.0,3600.0,0.0,0.0,28.0,11.0,1.0,8.56364538880566
29.0,0.0,3600.0,0.0,0.0,29.0,11.0,1.0,9.56364538880566
30.0,0.0,3600.0,0.0,0.0,30.0,11.0,1.0,8.56364538880566
31.0,0.0,3600.0,0.0,0.0,31.0,11.0,1.0,8.56364538880566
32.0,0.0,3600.0,0.0,0.0,32.0,11.0,1.0,6.563645388805661
33.0,0.0,3600.0,0.0,0.0,33.0,11.0,1.0,9.56364538880566
39.0,0.0,3600.0,0.0,0.0,39.0,11.0,1.0,8.56364538880566
43.0,0.0,3600.0,0.0,0.0,43.0,11.0,1.0,9.56364538880566
44.0,0.0,3600.0,0.0,0.0,44.0,11.0,1.0,8.56364538880566
51.0,0.0,3600.0,0.0,0.0,51.0,11.0,1.0,8.56364538880566
52.0,0.0,3600.0,0.0,0.0,52.0,11.0,1.0,9.56364538880566
53.0,0.0,3600.0,0.0,0.0,53.0,11.0,1.0,8.56364538880566
54.0,0.0,3600.0,0.0,0.0,54.0,11.0,1.0,7.563645388805661
55.0,0.0,3600.0,0.0,0.0,55.0,11.0,1.0,9.56364538880566
56.0,0.0,3600.0,0.0,0.0,56.0,11.0,1.0,7.563645388805661
57.0,0.0,3600.0,0.0,0.0,57.0,11.0,1.0,9.56364538880566
58.0,0.0,3600.0,0.0,0.0,58.0,11.0,1.0,8.56364538880566
59.0,0.0,3600.0,0.0,0.0,59.0,11.0,1.0,7.563645388805661
63.0,75143.45566500098,105.0,185129.01332144573,50378.054434393016,63.0,1.0,1.0,14.178405860484927
64.0,35424.77195635761,36.0,122937.34147707654,23749.654233356712,64.0,1.0,1.0,14.269512719582455
65.0,46964.659790625614,525.0,200226.2050626968,94458.85206448693,65.0,1.0,1.0,12.623842370326042
66.0,15654.886596875205,525.0,0.0,94458.85206448693,66.0,1.0,1.0,13.623842370326042
75.0,0.0,3600.0,0.0,0.0,75.0,11.0,1.0,9.56364538880566
76.0,0.0,3600.0,0.0,0.0,76.0,11.0,1.0,8.56364538880566
77.0,0.0,525.0,200226.2050626968,0.0,77.0,1.0,1.0,13.623842370326042
78.0,0.0,525.0,200226.2050626968,45555.72699022581,78.0,1.0,1.0,13.623842370326042
79.0,0.0,525.0,200226.2050626968,0.0,79.0,1.0,1.0,13.623842370326042
80.0,0.0,3600.0,0.0,0.0,80.0,11.0,1.0,7.563645388805661
81.0,0.0,3600.0,0.0,0.0,81.0,11.0,1.0,9.56364538880566
82.0,0.0,39.0,89060.43376261383,23688.978034917418,82.0,1.0,1.0,14.265551551795607
83.0,32760.80171253608,39.0,267181.30128784146,49118.6030735332,83.0,1.0,1.0,14.265551551795607
87.0,63001.54175487709,525.0,0.0,0.0,87.0,1.0,1.0,13.623842370326042
88.0,63001.54175487709,525.0,0.0,0.0,88.0,1.0,1.0,13.623842370326042
89.0,63001.54175487709,525.0,0.0,0.0,89.0,1.0,1.0,13.623842370326042
107.0,0.0,3600.0,0.0,0.0,107.0,11.0,1.0,9.56364538880566
114.0,0.0,3600.0,0.0,0.0,114.0,11.0,1.0,7.563645388805661
120.0,0.0,3600.0,0.0,0.0,120.0,11.0,1.0,9.56364538880566
121.0,0.0,3600.0,0.0,0.0,121.0,11.0,1.0,9.56364538880566
126.0,0.0,525.0,0.0,225324.73640897265,126.0,1.0,1.0,13.623842370326042
127.0,0.0,525.0,0.0,15185.242330075269,127.0,1.0,1.0,13.623842370326042
128.0,0.0,525.0,467194.4784796257,31486.28402149564,128.0,1.0,1.0,13.623842370326042
129.0,0.0,525.0,467194.4784796257,225324.73640897265,129.0,1.0,1.0,13.623842370326042
130.0,15654.886596875205,525.0,0.0,225324.73640897265,130.0,1.0,1.0,13.623842370326042
131.0,15654.886596875205,525.0,0.0,225324.73640897265,131.0,1.0,1.0,13.623842370326042
132.0,15654.886596875205,525.0,0.0,27765.874332035743,132.0,1.0,1.0,13.623842370326042
133.0,0.0,525.0,200226.2050626968,0.0,133.0,1.0,1.0,12.623842370326042
134.0,0.0,525.0,200226.2050626968,15185.242330075269,134.0,1.0,1.0,13.623842370326042
135.0,0.0,525.0,66742.06835423224,15185.242330075269,135.0,1.0,1.0,13.623842370326042
136.0,0.0,525.0,66742.06835423224,15185.242330075269,136.0,1.0,1.0,13.623842370326042
142.0,0.0,3600.0,0.0,0.0,142.0,11.0,1.0,9.56364538880566
143.0,0.0,3600.0,0.0,0.0,143.0,11.0,1.0,9.56364538880566
144.0,0.0,525.0,0.0,0.0,144.0,1.0,1.0,13.623842370326042
147.0,0.0,3600.0,0.0,0.0,147.0,11.0,1.0,9.56364538880566
148.0,0.0,3600.0,0.0,0.0,148.0,11.0,1.0,7.563645388805661
149.0,0.0,3600.0,0.0,0.0,149.0,11.0,1.0,8.56364538880566
150.0,0.0,3600.0,0.0,0.0,150.0,11.0,1.0,8.56364538880566
152.0,0.0,3600.0,0.0,0.0,152.0,11.0,1.0,8.56364538880566
153.0,0.0,3600.0,0.0,0.0,153.0,11.0,1.0,9.56364538880566
154.0,0.0,3600.0,0.0,0.0,154.0,11.0,1.0,9.56364538880566
155.0,0.0,3600.0,0.0,0.0,155.0,11.0,1.0,8.56364538880566
156.0,0.0,3600.0,0.0,0.0,156.0,11.0,1.0,8.56364538880566
157.0,0.0,3600.0,0.0,0.0,157.0,11.0,1.0,9.56364538880566
158.0,0.0,3600.0,0.0,0.0,158.0,11.0,1.0,9.56364538880566
159.0,0.0,3600.0,0.0,0.0,159.0,11.0,1.0,9.56364538880566
161.0,0.0,3600.0,0.0,0.0,161.0,11.0,1.0,9.56364538880566
162.0,0.0,3600.0,0.0,0.0,162.0,11.0,1.0,9.56364538880566
163.0,0.0,3600.0,0.0,0.0,163.0,11.0,1.0,9.56364538880566
164.0,0.0,3600.0,0.0,0.0,164.0,11.0,1.0,8.56364538880566
168.0,0.0,3600.0,0.0,0.0,168.0,11.0,1.0,9.56364538880566
169.0,0.0,3600.0,0.0,0.0,169.0,11.0,1.0,8.56364538880566
170.0,15654.886596875205,525.0,200226.2050626968,0.0,170.0,1.0,1.0,13.623842370326042
171.0,15654.886596875205,525.0,200226.2050626968,0.0,171.0,1.0,1.0,13.623842370326042
185.0,0.0,3600.0,0.0,0.0,185.0,11.0,1.0,9.56364538880566
186.0,0.0,3600.0,0.0,0.0,186.0,11.0,1.0,9.56364538880566
188.0,0.0,3600.0,0.0,0.0,188.0,11.0,1.0,9.56364538880566
189.0,0.0,3600.0,0.0,0.0,189.0,11.0,1.0,9.56364538880566
190.0,0.0,3600.0,0.0,0.0,190.0,11.0,1.0,9.56364538880566
195.0,0.0,3600.0,0.0,0.0,195.0,11.0,1.0,9.56364538880566
196.0,0.0,3600.0,0.0,0.0,196.0,11.0,1.0,9.56364538880566
