,index,w_ConstructionType,c_w_ConstructionType,w_Age,c_w_Age,w_ConstructionYear,c_w_ConstructionYear,w_HHSize,c_w_HHSize,c_w_Income,c_e_ConstructionType,e_sqm,c_e_sqm,c_e_Income,c_e_HHSize,c_e_ConstructionYear,w_Intercept,w_Income,Water,e_Intercept,e_CDD,e_HDD,Electricity,w
0,0,1,1.0363995586637191,25.26685449631969,0.001284407022863332,2018,0.014164932495007188,5,10.343167810241821,0.000940909826505942,2701.3076942265907,73.33874769639262,16.733100639279197,0.029340409101358083,1016.2225002289704,13.290722620515403,-5.28240917773532,13604.843710770438,45.48120180947876,-29960.626895641995,833.3,3006.5,1361.1710256224035,1592.4044782034346
1,1,1,1.014967554705562,56.41025564556025,0.0006399790469415375,1965,0.0154170164921039,5,10.220612487126076,0.0009304540928069756,2471.1434141246373,73.87415596364758,17.112431199281612,0.0341965455807083,1065.12523301249,14.275177575565749,-5.28240917773532,13587.964647912211,45.92605751015454,-29960.626895641995,833.3,3006.5,1406.9247042050115,1592.4044782034346
2,2,1,0.9880040515746428,68.13686446579186,4.529221610465458e-05,1996,0.01413992193438416,3,10.323785367837957,0.0009513109829557936,2827.226385399705,72.44216448773425,16.692674412380935,0.03472356593754064,1020.062530949781,15.097679662868966,-5.28240917773532,13590.339365155563,35.3118113703431,-29960.626895641995,833.3,3006.5,1411.2464165411773,1592.4044782034346
3,3,1,1.0680617322908583,35.179220393297804,0.001669713794540649,1963,0.014946220914447375,4,9.897948730811272,0.000942770237268258,2693.5956949028327,72.61711873342061,17.28782870576515,0.028876550581947345,1037.9098686795483,12.77031958067889,-5.28240917773532,13555.445627351814,40.00785610324077,-29960.626895641995,833.3,3006.5,1270.4951897785745,1592.4044782034346
4,4,0,1.1712329490300202,36.064918169452156,8.781512397176806e-05,1895,0.015367772609583403,7,10.203898184915486,0.0009723825035669324,2751.5894260199616,71.79786089323986,16.713678108781256,0.03179752283181169,1042.7181437606428,15.829525388269351,-5.28240917773532,13270.545066692901,54.79568594008972,-29960.626895641995,833.3,3006.5,1452.5005958227725,1592.4044782034346
5,5,1,1.1224022685940134,52.67990342794096,0.00033148816654738814,1918,0.015935067177121634,4,10.456614487196944,0.0009736410773629867,2434.569585255968,72.99690322071248,17.75128803047319,0.030210454761739124,1074.4170523398273,13.785325772488005,-5.28240917773532,13563.23103034495,41.89036519840293,-29960.626895641995,833.3,3006.5,1315.2626081120861,1592.4044782034346
6,6,1,1.065818958838509,71.47222328261878,-0.003026127682629311,1927,0.01559662815375896,4,11.054855865086012,0.0009641722736450446,2667.9081755952875,72.74360948367,17.49012608277382,0.02797318280285737,1072.2512043680972,9.863757237908036,-5.28240917773532,13592.064202339323,42.61155608289634,-29960.626895641995,833.3,3006.5,1068.5979440985932,1592.4044782034346
7,7,0,1.0533038337830878,60.952721431284715,0.0008342252080458525,1989,0.016737021425337322,4,11.05390186060069,0.0009341903080483043,2448.6151063083976,73.69716444269636,16.653382194874162,0.03125413871417673,1041.2358485815373,11.577646241530859,-5.28240917773532,13429.430358388758,43.5162894357391,-29960.626895641995,833.3,3006.5,1110.1449279795231,1592.4044782034346
8,8,0,1.1169185970177102,61.07846207080425,0.002631456725447444,2002,0.0144691061798911,4,10.341620149833863,0.0009678663991001727,3073.15436565963,73.40203599683359,17.71501860676155,0.03660832949900845,1027.0336455945617,10.599798425591668,-5.28240917773532,13566.032402862462,40.387837557139356,-29960.626895641995,833.3,3006.5,1051.9183754071248,1592.4044782034346
9,9,0,1.204178830342113,51.19165994052961,0.002507654276807105,1972,0.016852549333608587,4,10.479088617680631,0.0009643537711107016,2973.8069461822242,74.23528179237616,16.988091343077087,0.03664860449283015,1041.6444486477337,15.398086001938713,-5.28240917773532,13545.976903553645,42.66580021067133,-29960.626895641995,833.3,3006.5,1363.1992495682725,1592.4044782034346
