,cool,e_BuildingSqm,elec,heat,real_index,sw,w,wf
0.0,0.0,3600.0,0.0,0.0,0.0,11.0,1.0,8.689186468319797
1.0,0.0,525.0,66742.06835423224,94458.85206448693,1.0,1.0,1.0,13.802681888148776
2.0,140893.97937187686,525.0,66742.06835423224,31486.28402149564,2.0,1.0,1.0,13.802681888148776
3.0,65124.32824300085,39.0,0.0,117168.86293266574,3.0,1.0,1.0,13.452814822794915
4.0,46964.659790625614,525.0,0.0,15185.242330075269,4.0,1.0,1.0,13.802681888148776
8.0,0.0,3600.0,0.0,0.0,8.0,11.0,1.0,5.689186468319797
9.0,0.0,3600.0,0.0,0.0,9.0,11.0,1.0,7.689186468319797
10.0,0.0,3600.0,0.0,0.0,10.0,11.0,1.0,7.689186468319797
11.0,21000.513918292363,525.0,0.0,0.0,11.0,1.0,1.0,12.802681888148776
12.0,21000.513918292363,525.0,0.0,0.0,12.0,1.0,1.0,12.802681888148776
13.0,21000.513918292363,525.0,0.0,0.0,13.0,1.0,1.0,13.802681888148776
19.0,0.0,3600.0,0.0,0.0,19.0,11.0,1.0,7.689186468319797
20.0,0.0,525.0,400452.4101253936,94458.85206448693,20.0,1.0,1.0,13.802681888148776
26.0,0.0,3600.0,0.0,0.0,26.0,11.0,1.0,5.689186468319797
27.0,0.0,3600.0,0.0,0.0,27.0,11.0,1.0,4.689186468319797
28.0,0.0,3600.0,0.0,0.0,28.0,11.0,1.0,7.689186468319797
29.0,0.0,3600.0,0.0,0.0,29.0,11.0,1.0,5.689186468319797
30.0,0.0,3600.0,0.0,0.0,30.0,11.0,1.0,7.689186468319797
31.0,0.0,3600.0,0.0,0.0,31.0,11.0,1.0,6.689186468319797
32.0,0.0,3600.0,0.0,0.0,32.0,11.0,1.0,9.689186468319797
33.0,0.0,3600.0,0.0,0.0,33.0,11.0,1.0,5.689186468319797
39.0,0.0,3600.0,0.0,0.0,39.0,11.0,1.0,8.689186468319797
43.0,0.0,3600.0,0.0,0.0,43.0,11.0,1.0,7.689186468319797
44.0,0.0,3600.0,0.0,0.0,44.0,11.0,1.0,3.6891864683197966
51.0,0.0,3600.0,0.0,0.0,51.0,11.0,1.0,7.689186468319797
52.0,0.0,3600.0,0.0,0.0,52.0,11.0,1.0,7.689186468319797
53.0,0.0,3600.0,0.0,0.0,53.0,11.0,1.0,6.689186468319797
54.0,0.0,3600.0,0.0,0.0,54.0,11.0,1.0,3.6891864683197966
55.0,0.0,3600.0,0.0,0.0,55.0,11.0,1.0,6.689186468319797
56.0,0.0,3600.0,0.0,0.0,56.0,11.0,1.0,8.689186468319797
57.0,0.0,3600.0,0.0,0.0,57.0,11.0,1.0,7.689186468319797
58.0,0.0,3600.0,0.0,0.0,58.0,11.0,1.0,5.689186468319797
59.0,0.0,3600.0,0.0,0.0,59.0,11.0,1.0,6.689186468319797
63.0,75143.45566500098,105.0,185129.01332144573,50378.054434393016,63.0,1.0,1.0,14.364525165003464
64.0,35424.77195635761,36.0,122937.34147707654,23749.654233356712,64.0,1.0,1.0,14.456827989058164
65.0,46964.659790625614,525.0,200226.2050626968,94458.85206448693,65.0,1.0,1.0,12.802681888148776
66.0,15654.886596875205,525.0,0.0,94458.85206448693,66.0,1.0,1.0,13.802681888148776
75.0,0.0,3600.0,0.0,0.0,75.0,11.0,1.0,6.689186468319797
76.0,0.0,3600.0,0.0,0.0,76.0,11.0,1.0,7.689186468319797
77.0,0.0,525.0,200226.2050626968,0.0,77.0,1.0,1.0,13.802681888148776
78.0,0.0,525.0,200226.2050626968,45555.72699022581,78.0,1.0,1.0,12.802681888148776
79.0,0.0,525.0,200226.2050626968,0.0,79.0,1.0,1.0,13.802681888148776
80.0,0.0,3600.0,0.0,0.0,80.0,11.0,1.0,5.689186468319797
81.0,0.0,3600.0,0.0,0.0,81.0,11.0,1.0,8.689186468319797
82.0,0.0,39.0,89060.43376261383,23688.978034917418,82.0,1.0,1.0,14.452814822794915
83.0,32760.80171253608,39.0,267181.30128784146,49118.6030735332,83.0,1.0,1.0,13.452814822794915
87.0,63001.54175487709,525.0,0.0,0.0,87.0,1.0,1.0,12.802681888148776
88.0,63001.54175487709,525.0,0.0,0.0,88.0,1.0,1.0,13.802681888148776
89.0,63001.54175487709,525.0,0.0,0.0,89.0,1.0,1.0,13.802681888148776
107.0,0.0,3600.0,0.0,0.0,107.0,11.0,1.0,6.689186468319797
114.0,0.0,3600.0,0.0,0.0,114.0,11.0,1.0,3.6891864683197966
120.0,0.0,3600.0,0.0,0.0,120.0,11.0,1.0,6.689186468319797
121.0,0.0,3600.0,0.0,0.0,121.0,11.0,1.0,6.689186468319797
126.0,0.0,525.0,0.0,225324.73640897265,126.0,1.0,1.0,12.802681888148776
127.0,0.0,525.0,0.0,15185.242330075269,127.0,1.0,1.0,12.802681888148776
128.0,0.0,525.0,467194.4784796257,31486.28402149564,128.0,1.0,1.0,13.802681888148776
129.0,0.0,525.0,467194.4784796257,225324.73640897265,129.0,1.0,1.0,13.802681888148776
130.0,15654.886596875205,525.0,0.0,225324.73640897265,130.0,1.0,1.0,13.802681888148776
131.0,15654.886596875205,525.0,0.0,225324.73640897265,131.0,1.0,1.0,13.802681888148776
132.0,15654.886596875205,525.0,0.0,27765.874332035743,132.0,1.0,1.0,13.802681888148776
133.0,0.0,525.0,200226.2050626968,0.0,133.0,1.0,1.0,12.802681888148776
134.0,0.0,525.0,200226.2050626968,15185.242330075269,134.0,1.0,1.0,13.802681888148776
135.0,0.0,525.0,66742.06835423224,15185.242330075269,135.0,1.0,1.0,13.802681888148776
136.0,0.0,525.0,66742.06835423224,15185.242330075269,136.0,1.0,1.0,13.802681888148776
142.0,0.0,3600.0,0.0,0.0,142.0,11.0,1.0,7.689186468319797
143.0,0.0,3600.0,0.0,0.0,143.0,11.0,1.0,8.689186468319797
144.0,0.0,525.0,0.0,0.0,144.0,1.0,1.0,13.802681888148776
147.0,0.0,3600.0,0.0,0.0,147.0,11.0,1.0,6.689186468319797
148.0,0.0,3600.0,0.0,0.0,148.0,11.0,1.0,2.6891864683197966
149.0,0.0,3600.0,0.0,0.0,149.0,11.0,1.0,5.689186468319797
150.0,0.0,3600.0,0.0,0.0,150.0,11.0,1.0,7.689186468319797
152.0,0.0,3600.0,0.0,0.0,152.0,11.0,1.0,6.689186468319797
153.0,0.0,3600.0,0.0,0.0,153.0,11.0,1.0,9.689186468319797
154.0,0.0,3600.0,0.0,0.0,154.0,11.0,1.0,7.689186468319797
155.0,0.0,3600.0,0.0,0.0,155.0,11.0,1.0,7.689186468319797
156.0,0.0,3600.0,0.0,0.0,156.0,11.0,1.0,5.689186468319797
157.0,0.0,3600.0,0.0,0.0,157.0,11.0,1.0,3.6891864683197966
158.0,0.0,3600.0,0.0,0.0,158.0,11.0,1.0,8.689186468319797
159.0,0.0,3600.0,0.0,0.0,159.0,11.0,1.0,7.689186468319797
161.0,0.0,3600.0,0.0,0.0,161.0,11.0,1.0,6.689186468319797
162.0,0.0,3600.0,0.0,0.0,162.0,11.0,1.0,6.689186468319797
163.0,0.0,3600.0,0.0,0.0,163.0,11.0,1.0,5.689186468319797
164.0,0.0,3600.0,0.0,0.0,164.0,11.0,1.0,8.689186468319797
168.0,0.0,3600.0,0.0,0.0,168.0,11.0,1.0,3.6891864683197966
169.0,0.0,3600.0,0.0,0.0,169.0,11.0,1.0,5.689186468319797
170.0,15654.886596875205,525.0,200226.2050626968,0.0,170.0,1.0,1.0,13.802681888148776
171.0,15654.886596875205,525.0,200226.2050626968,0.0,171.0,1.0,1.0,13.802681888148776
185.0,0.0,3600.0,0.0,0.0,185.0,11.0,1.0,4.689186468319797
186.0,0.0,3600.0,0.0,0.0,186.0,11.0,1.0,8.689186468319797
188.0,0.0,3600.0,0.0,0.0,188.0,11.0,1.0,6.689186468319797
189.0,0.0,3600.0,0.0,0.0,189.0,11.0,1.0,5.689186468319797
190.0,0.0,3600.0,0.0,0.0,190.0,11.0,1.0,9.689186468319797
195.0,0.0,3600.0,0.0,0.0,195.0,11.0,1.0,8.689186468319797
196.0,0.0,3600.0,0.0,0.0,196.0,11.0,1.0,4.689186468319797
197.0,0.0,3600.0,0.0,0.0,197.0,11.0,1.0,5.689186468319797
208.0,0.0,3600.0,0.0,0.0,208.0,11.0,1.0,6.689186468319797
209.0,0.0,3600.0,0.0,0.0,209.0,11.0,1.0,6.689186468319797
210.0,0.0,3600.0,0.0,0.0,210.0,11.0,1.0,3.6891864683197966
211.0,0.0,3600.0,0.0,0.0,211.0,11.0,1.0,6.689186468319797
212.0,0.0,3600.0,0.0,0.0,212.0,11.0,1.0,8.689186468319797
213.0,0.0,3600.0,0.0,0.0,213.0,11.0,1.0,6.689186468319797
214.0,0.0,3600.0,0.0,0.0,214.0,11.0,1.0,5.689186468319797
216.0,0.0,3600.0,0.0,0.0,216.0,11.0,1.0,7.689186468319797
217.0,0.0,3600.0,0.0,0.0,217.0,11.0,1.0,3.6891864683197966
218.0,0.0,3600.0,0.0,0.0,218.0,11.0,1.0,5.689186468319797
220.0,0.0,3600.0,0.0,0.0,220.0,11.0,1.0,5.689186468319797
221.0,0.0,3600.0,0.0,0.0,221.0,11.0,1.0,4.689186468319797
222.0,0.0,3600.0,0.0,0.0,222.0,11.0,1.0,7.689186468319797
223.0,0.0,3600.0,0.0,0.0,223.0,11.0,1.0,6.689186468319797
224.0,0.0,3600.0,0.0,0.0,224.0,11.0,1.0,7.689186468319797
225.0,0.0,3600.0,0.0,0.0,225.0,11.0,1.0,8.689186468319797
226.0,0.0,3600.0,0.0,0.0,226.0,11.0,1.0,6.689186468319797
227.0,0.0,3600.0,0.0,0.0,227.0,11.0,1.0,6.689186468319797
230.0,0.0,525.0,0.0,62972.56804299128,230.0,1.0,1.0,13.802681888148776
231.0,84002.05567316945,525.0,0.0,0.0,231.0,1.0,1.0,13.802681888148776
232.0,0.0,525.0,0.0,0.0,232.0,1.0,1.0,11.802681888148776
233.0,0.0,525.0,0.0,675974.2092269178,233.0,1.0,1.0,13.802681888148776
234.0,0.0,3600.0,0.0,0.0,234.0,11.0,1.0,6.689186468319797
235.0,0.0,3600.0,0.0,0.0,235.0,11.0,1.0,7.689186468319797
236.0,0.0,3600.0,0.0,0.0,236.0,11.0,1.0,5.689186468319797
237.0,0.0,3600.0,0.0,0.0,237.0,11.0,1.0,3.6891864683197966
245.0,0.0,3600.0,0.0,0.0,245.0,11.0,1.0,5.689186468319797
246.0,0.0,39.0,89060.43376261383,0.0,246.0,1.0,1.0,13.452814822794915
247.0,0.0,525.0,200226.2050626968,0.0,247.0,1.0,1.0,13.802681888148776
248.0,15654.886596875205,525.0,200226.2050626968,0.0,248.0,1.0,1.0,13.802681888148776
249.0,46964.659790625614,525.0,200226.2050626968,0.0,249.0,1.0,1.0,13.802681888148776
257.0,0.0,3600.0,0.0,0.0,257.0,11.0,1.0,5.689186468319797
258.0,0.0,3600.0,0.0,0.0,258.0,11.0,1.0,6.689186468319797
259.0,0.0,3600.0,0.0,0.0,259.0,11.0,1.0,5.689186468319797
260.0,0.0,3600.0,0.0,0.0,260.0,11.0,1.0,6.689186468319797
261.0,0.0,3600.0,0.0,0.0,261.0,11.0,1.0,5.689186468319797
262.0,0.0,3600.0,0.0,0.0,262.0,11.0,1.0,7.689186468319797
266.0,0.0,3600.0,0.0,0.0,266.0,11.0,1.0,7.689186468319797
267.0,0.0,3600.0,0.0,0.0,267.0,11.0,1.0,4.689186468319797
268.0,0.0,3600.0,0.0,0.0,268.0,11.0,1.0,5.689186468319797
269.0,0.0,3600.0,0.0,0.0,269.0,11.0,1.0,6.689186468319797
270.0,0.0,3600.0,0.0,0.0,270.0,11.0,1.0,8.689186468319797
271.0,0.0,3600.0,0.0,0.0,271.0,11.0,1.0,5.689186468319797
272.0,0.0,3600.0,0.0,0.0,272.0,11.0,1.0,8.689186468319797
274.0,0.0,3600.0,0.0,0.0,274.0,11.0,1.0,8.689186468319797
279.0,15654.886596875205,525.0,0.0,45555.72699022581,279.0,1.0,1.0,13.802681888148776
280.0,21000.513918292363,525.0,0.0,15185.242330075269,280.0,1.0,1.0,13.802681888148776
281.0,0.0,3600.0,0.0,0.0,281.0,11.0,1.0,2.6891864683197966
282.0,21000.513918292363,525.0,0.0,15185.242330075269,282.0,1.0,1.0,13.802681888148776
285.0,0.0,525.0,200226.2050626968,225324.73640897265,285.0,1.0,1.0,13.802681888148776
287.0,0.0,39.0,89060.43376261383,0.0,287.0,1.0,1.0,13.452814822794915
288.0,0.0,525.0,200226.2050626968,0.0,288.0,1.0,1.0,12.802681888148776
289.0,0.0,525.0,200226.2050626968,0.0,289.0,1.0,1.0,13.802681888148776
290.0,0.0,36.0,0.0,0.0,290.0,1.0,1.0,13.456827989058164
293.0,0.0,39.0,0.0,49118.6030735332,293.0,1.0,1.0,14.452814822794915
294.0,0.0,39.0,0.0,23688.978034917418,294.0,1.0,1.0,14.452814822794915
295.0,10920.267237512027,39.0,0.0,49118.6030735332,295.0,1.0,1.0,14.452814822794915
296.0,0.0,39.0,0.0,23688.978034917418,296.0,1.0,1.0,14.452814822794915
297.0,0.0,105.0,0.0,1216753.576608452,297.0,1.0,1.0,14.364525165003464
298.0,0.0,525.0,200226.2050626968,65222.13590920054,298.0,1.0,1.0,13.802681888148776
299.0,0.0,3600.0,0.0,0.0,299.0,11.0,1.0,9.689186468319797
300.0,0.0,3600.0,0.0,0.0,300.0,11.0,1.0,8.689186468319797
301.0,0.0,3600.0,0.0,0.0,301.0,11.0,1.0,7.689186468319797
302.0,0.0,3600.0,0.0,0.0,302.0,11.0,1.0,6.689186468319797
303.0,0.0,525.0,200226.2050626968,0.0,303.0,1.0,1.0,13.802681888148776
304.0,0.0,525.0,200226.2050626968,675974.2092269178,304.0,1.0,1.0,13.802681888148776
