,index,w_ConstructionType,c_w_ConstructionType,w_Age,c_w_Age,w_ConstructionYear,c_w_ConstructionYear,w_HHSize,c_w_HHSize,c_w_Income,c_e_ConstructionType,e_sqm,c_e_sqm,c_e_Income,c_e_HHSize,c_e_ConstructionYear,w_Intercept,w_Income,Water,e_Intercept,e_CDD,e_HDD,Electricity,w
0,0,1,1.08538292826,72.391588429,0.0028986163136200003,1872,0.0173137387162,4,10.7874941843,0.000968466076386,2640.15941838,73.6229844388,16.596394707,0.038849295792400006,1076.31028624,12.2445731651,-5.28240917774,13866.9792756,42.2613833338,-29960.6268956,833.3,3006.5,1197.9101957999999,1493.2380952380952
1,1,1,1.12987787504,66.3379374944,-0.00156610600515,1900,0.014146538949200002,5,9.97464028724,0.000939979227423,2911.33147279,72.86992771119999,16.5319088232,0.0335950156179,1104.89446224,13.9973030948,-5.28240917774,13446.097786100001,42.322445,-29960.6268956,833.3,3006.5,1368.78471099,1493.2380952380952
2,2,0,1.30878174787,84.859241564,0.0008854417810960001,1932,0.0154431378861,5,10.6525692556,0.000941304901655,2675.50953267,73.9774527975,16.5137367071,0.033723160702900004,1081.88090509,15.247208367899999,-5.28240917774,13724.728049599998,44.979569120600004,-29960.6268956,833.3,3006.5,1364.20539542,1493.2380952380952
3,3,1,1.2721119887799999,44.5897084754,0.00188797512414,1929,0.0168456471475,4,10.4049098317,0.000963551395406,3045.45087636,72.0827174623,16.1127593806,0.035356546450699994,980.3042095960001,12.7969315694,-5.28240917774,13599.142254299999,41.4602362405,-29960.6268956,833.3,3006.5,1254.19170343,1493.2380952380952
4,4,0,1.19906877159,67.2854360445,0.00040488922297900003,1934,0.0175034032268,2,9.995346596810002,0.000980167322186,2743.56559657,73.4378351912,16.4067784424,0.0347888432024,1015.87523837,15.5593794655,-5.28240917774,13605.608534600002,31.4576110095,-29960.6268956,833.3,3006.5,1271.3348524,1493.2380952380952
5,5,1,1.15720604881,58.375082298900004,-0.000558859968926,1882,0.0146038542876,1,10.7274839679,0.000948850738089,2648.39731357,72.6712703718,16.9898321476,0.029484214517,1021.42491919,15.263183786199999,-5.28240917774,13353.8802422,24.343727348,-29960.6268956,833.3,3006.5,1278.82417857,1493.2380952380952
6,6,1,1.19411825841,48.0948841943,-0.0026380573440800002,1895,0.015265984685299999,5,10.2666572252,0.000962005281598,2819.61904187,72.0540522119,16.9844058196,0.0317036573582,995.762435083,12.138561921700001,-5.28240917774,13428.1986051,44.115622916199996,-29960.6268956,833.3,3006.5,1225.69614168,1493.2380952380952
7,7,1,1.21681687634,40.6910780371,0.00283815704089,1944,0.0134725672337,1,10.394467821000001,0.000957698428786,2728.26467901,72.6088396241,16.5643726573,0.0352389708106,1032.71069879,14.313676164,-5.28240917774,13767.976773299997,23.9204186506,-29960.6268956,833.3,3006.5,1253.53080449,1493.2380952380952
8,9,1,1.02197661747,58.324136808999995,0.00153640601275,1922,0.0162444556566,1,10.478357967,0.00093139668668,2655.30026702,72.8756450344,16.5524553923,0.0333206024566,984.596704795,10.8364998916,-5.28240917774,13881.6204581,26.0914175817,-29960.6268956,833.3,3006.5,1012.44043752,1493.2380952380952
9,12,1,1.1298695060500001,21.3326727617,-0.00130556869833,1923,0.0142760617804,5,10.077912851,0.0009465228932169999,2754.21259199,72.6257133656,16.6630558777,0.030478519065,1037.74636784,16.3685531514,-5.28240917774,13571.354539599999,42.96530152770001,-29960.6268956,833.3,3006.5,1515.92072718,1493.2380952380952
10,13,1,1.12225054217,70.1360448108,0.00203235634834,1894,0.0142520444768,3,10.7602429868,0.0009514423106970001,2946.28606439,71.8361222958,17.5520552625,0.033192546314599995,1050.73412313,11.705423424600001,-5.28240917774,13453.8722274,34.3289149623,-29960.6268956,833.3,3006.5,1142.11974344,1493.2380952380952
11,14,1,1.09970009395,66.4262965786,0.00204774580575,1843,0.0140054901159,3,10.782115813499999,0.000950254083218,2952.29478381,71.7964220853,17.556376533599998,0.033368368602,1050.38720814,11.5493533675,-5.28240917774,13455.1817211,33.7861991686,-29960.6268956,833.3,3006.5,1112.47825389,1493.2380952380952
12,15,1,1.24265159819,64.298567644,0.00193074000535,1942,0.014499168111299999,3,10.6922077713,0.000946586917275,2860.83249622,72.2229036733,17.037966848900002,0.0380549811311,1062.78736412,12.957740198900002,-5.28240917774,13233.5748866,34.6977898847,-29960.6268956,833.3,3006.5,1242.47328965,1493.2380952380952
13,18,1,1.13238693451,82.8911085239,-0.0016041853324400002,1947,0.016957124416,4,9.85219502688,0.0009587518055580001,2584.30475951,72.3890591741,15.980451920799998,0.0380963606465,1020.28945976,9.95043728365,-5.28240917774,13676.8818968,40.506185807399994,-29960.6268956,833.3,3006.5,1065.81629881,1493.2380952380952
14,19,1,1.0867493780700002,65.2136133963,-0.00017428056324200002,1947,0.0157250563452,4,10.5652464013,0.0009550884874099999,2724.27381657,72.4908823563,16.8210450807,0.031028392447,1039.47250913,18.983384678,-5.28240917774,13939.094355000001,40.847732384000004,-29960.6268956,833.3,3006.5,1666.25953212,1493.2380952380952
15,22,1,1.33815398295,34.9637093049,-0.00240150125436,1972,0.014509609635999999,6,10.1539059692,0.0009685403661180001,2882.52262384,73.88626391689999,16.7906458645,0.030778294223,1015.63597566,13.2322112602,-5.28240917774,13635.781286399999,48.6793383263,-29960.6268956,833.3,3006.5,1370.25265335,1493.2380952380952
16,23,1,0.9644425866390001,74.30696679100001,0.0031181201242,1970,0.0151118655415,6,10.665136155299999,0.000943271267586,2790.09463943,74.4240285627,15.9722547509,0.031687417012,1081.58234275,14.467834853800001,-5.28240917774,13372.4773217,50.3521837415,-29960.6268956,833.3,3006.5,1460.19946809,1493.2380952380952
