,index,w_ConstructionType,c_w_ConstructionType,w_Age,c_w_Age,w_ConstructionYear,c_w_ConstructionYear,w_HHSize,c_w_HHSize,c_w_Income,c_e_ConstructionType,e_sqm,c_e_sqm,c_e_Income,c_e_HHSize,c_e_ConstructionYear,w_Intercept,w_Income,Water,e_Intercept,e_CDD,e_HDD,Electricity,w
0,0,1,1.2575965418124917,62.09582003406378,0.00033247998031680527,1926,0.016106992466490153,6,10.63100040637114,0.000965731409933784,2838.102164443908,72.47723735457765,16.454274106650622,0.03194329796296131,1066.1638748242406,12.714522142293518,-5.28240917773532,13625.80996444537,52.7617947510461,-29960.626895641995,833.3,3006.5,1331.3318464721958,1582.4512532637075
1,1,1,1.1735817853618111,45.84905997018689,0.0002657996536420851,1990,0.01646437018208383,2,10.131534814347606,0.0009627728057048659,2607.128520973082,71.54808333126459,15.790513549867038,0.03212431099421475,1054.2375533716704,16.068483882020708,-5.28240917773532,13773.176620578686,32.587398262195,-29960.626895641995,833.3,3006.5,1430.2895854758474,1582.4512532637075
2,2,1,1.172770850672049,29.80285508660992,0.0011809867913278814,1992,0.016120860171930502,3,10.335166424335057,0.0009461582836921882,2838.057268951229,71.94968445693938,16.852234319328474,0.035091922953063445,1089.5096696998473,9.715035052314773,-5.28240917773532,13656.025454080933,37.307725891495686,-29960.626895641995,833.3,3006.5,1052.7603668587697,1582.4512532637075
3,3,1,1.2371394029941623,22.814295377233886,0.0004629393685617927,1934,0.017073023178691568,3,10.828967849557204,0.000933567452513601,2814.983890712521,71.70615715257046,15.663590398592,0.038278033257700905,1060.1677201343084,13.98524418648581,-5.28240917773532,13563.498055967959,38.355420780386645,-29960.626895641995,833.3,3006.5,1308.7156903672642,1582.4512532637075
4,5,0,1.1429208384272072,30.728518092409114,0.0011926721770431064,1934,0.016256173114191416,6,10.63522249002267,0.0009425461073623551,2779.9162897256697,71.70196304466829,16.704135449163232,0.030052915300625562,1017.7943373646327,13.484383415117238,-5.28240917773532,13873.715665313934,52.336230860469826,-29960.626895641995,833.3,3006.5,1278.6490896543228,1582.4512532637075
5,7,1,1.2450501659445834,58.370483887794116,0.005082874422676467,1982,0.015506336448460303,3,10.877145331042223,0.0009553057398239836,2675.152923283941,72.52975895489092,16.836353808457467,0.03108815840029607,1039.8950213481237,16.617053798976634,-5.28240917773532,13536.21513450889,37.59314809175375,-29960.626895641995,833.3,3006.5,1501.8881040026627,1582.4512532637075
6,8,1,1.0299285783585457,54.76284735191244,0.0031348411289044784,1965,0.015312326382447653,2,10.645178875248435,0.0009568218173130061,2501.008705186073,73.76043209318719,17.101014692011262,0.03423052097001028,1066.9509430180092,15.761843651950846,-5.28240917773532,13598.996830205198,31.678997024027552,-29960.626895641995,833.3,3006.5,1398.686560759218,1582.4512532637075
7,9,1,1.2290424781489124,80.49954830944995,-0.0017249150122124858,1964,0.01675436737682398,3,10.140919837552511,0.0009570063557002383,2676.915195194039,72.9903224444487,17.53562455088367,0.03735567486385962,984.1306735674724,12.166745522672025,-5.28240917773532,13764.587208257959,37.4740307251721,-29960.626895641995,833.3,3006.5,1194.35761949851,1582.4512532637075
8,13,0,1.1158746956676242,57.69625370530098,0.0009799930339367494,1953,0.016210961132193016,2,9.867452805850288,0.0009862675014574043,2871.831681640033,72.44250741635378,17.01941343552171,0.034960306125511306,1074.3853803340223,14.748013636535184,-5.28240917773532,13705.93843250768,31.377953653712765,-29960.626895641995,833.3,3006.5,1240.0418561408414,1582.4512532637075
9,14,1,1.291173505459892,80.45089944261845,0.003087832232923563,1953,0.014341851108717246,3,9.970323705110918,0.0009650685834016033,2668.068375611216,71.80624106232936,17.435761191649526,0.03121142418495904,983.5630361415117,10.68487436702705,-5.28240917773532,13570.746411536697,35.042571990387906,-29960.626895641995,833.3,3006.5,1087.1116590421823,1582.4512532637075
