,Electricity,Water,e_sqm,real_index,sw,w,w_Age,w_ConstructionType,w_ConstructionYear,w_HHSize,w_Income,wf
0,868.468202167,37.043544159899994,73.0495713312,0.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1918,HHSize_3,13786.3944927,1430.0579850868073
1,1494.40834399,40.9670672629,74.00835355310001,1.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1961,HHSize_4,13770.052605399998,1418.0580869012797
2,1016.82944398,24.4382737777,72.8826495695,2.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1991,HHSize_1,13685.3169463,1420.058615031354
3,1084.2616357000004,25.5746084188,72.7557563224,3.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1961,HHSize_1,13684.722179700002,1430.0586187422375
4,1015.51869019,39.0595675848,72.7869507347,4.0,11.0,1,Age_29,ConstructionType_hous,ConstructionYear_1900,HHSize_4,13761.2417551,1416.0581418534564
5,1012.27362751,41.085624725500004,73.4391217045,5.0,11.0,1,Age_39,ConstructionType_hous,ConstructionYear_1945,HHSize_4,13717.6192438,1399.0584136972616
6,823.2998692089999,25.8354825559,73.4487831943,6.0,21.0,1,Age_39,ConstructionType_appt,ConstructionYear_1945,HHSize_1,13698.770136,1264.0585311694424
7,1191.18390701,26.813781845599998,73.4229528435,7.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1961,HHSize_1,13597.508685799998,1549.0591622548804
8,1275.41853453,45.123711024799995,73.1434052817,8.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1918,HHSize_5,13673.6016842,1416.058688034849
9,1242.46236653,37.0575269366,73.4823565762,9.0,21.0,1,Age_54,ConstructionType_appt,ConstructionYear_1961,HHSize_3,13702.9319382,1301.0585052308304
10,909.0225277960001,36.3563252598,73.280330128,10.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1961,HHSize_3,13610.593876100002,1544.0590807095648
11,1256.82454126,34.610503513699996,72.4183074116,11.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1945,HHSize_3,13700.9067126,1395.0585178875738
12,1234.77659611,34.1197897705,72.44551605630002,12.0,1.0,1,Age_24,ConstructionType_hous,ConstructionYear_2011,HHSize_3,13530.4193834,1547.0595804036834
13,1240.96761313,35.6860488506,72.6810940879,13.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1945,HHSize_3,13699.0293596,1411.0585295789149
14,1128.1307502999996,34.5666861494,73.1093158317,14.0,11.0,1,Age_39,ConstructionType_hous,ConstructionYear_1945,HHSize_3,13752.6972016,1424.0581950942014
15,926.1892172889999,42.1719042461,72.6688794737,15.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1991,HHSize_4,13679.6716049,1426.0586502214915
16,1109.41876877,30.1548192795,70.76513480199999,16.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_2020,HHSize_2,13595.8265045,1526.059172827198
17,1045.31495621,27.1218759503,71.5174887091,17.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_2020,HHSize_1,13707.9378374,1412.0584740982385
18,1212.95724642,40.1352170027,72.9905703278,18.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1970,HHSize_4,13420.2634055,1544.060266903186
19,939.5553654089999,40.1157411339,71.7657301046,19.0,1.0,1,Age_39,ConstructionType_hous,ConstructionYear_1970,HHSize_4,13571.6854995,1549.0593232462331
20,1158.0032425999998,31.7909172991,73.7285976929,20.0,1.0,1,Age_29,ConstructionType_hous,ConstructionYear_2011,HHSize_2,13581.9448625,1546.059259242082
21,820.972256913,31.3307675323,71.4341460309,21.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1945,HHSize_2,13695.5876243,1418.0585510702374
22,1391.53837807,35.0377276185,72.6923316843,22.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_1970,HHSize_3,13642.722766600002,1553.0588804944025
23,1332.39849938,35.2467533707,72.82613913770001,23.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1945,HHSize_3,13949.594152,1434.0569679958637
24,1346.69419945,37.8178216253,73.15328129779999,24.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_2001,HHSize_3,13681.837373700002,1439.0586367077094
25,1321.28616903,40.6259955224,73.1455543387,25.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_2001,HHSize_4,13826.0056393,1421.0577382177703
26,1068.33654762,31.407674761,72.5977088322,26.0,11.0,1,Age_39,ConstructionType_hous,ConstructionYear_2011,HHSize_2,13772.9998586,1415.0580685804275
27,1246.42513242,32.3539541568,73.5737577088,27.0,11.0,1,Age_39,ConstructionType_hous,ConstructionYear_2016,HHSize_2,13790.5214301,1411.0579593493753
