,index,e_BuildingSqm,elec,heat,cool,w,wf
0,0,3600.0,0.0,0.0,0.0,6.5466,9.89011270805149
1,1,525.0,66742.06835423224,94458.85206448693,0.0,6.5466,14.088911032695218
2,2,525.0,66742.06835423224,31486.28402149564,140893.97937187686,6.5466,14.088911032695218
3,3,39.0,0.0,117168.86293266574,65124.32824300085,6.5466,14.752525987419398
4,4,525.0,0.0,15185.242330075269,46964.659790625614,6.5466,14.088911032695218
5,5,12000.0,1420068.8975640512,0.0,3220433.8142143274,6.5466,0.0
6,6,12000.0,0.0,0.0,4320105.720334428,6.5466,0.0
7,7,12000.0,0.0,0.0,4320105.720334428,6.5466,0.0
8,8,3600.0,0.0,0.0,0.0,6.5466,9.89011270805149
9,9,3600.0,0.0,0.0,0.0,6.5466,9.89011270805149
10,10,3600.0,0.0,0.0,0.0,6.5466,9.89011270805149
11,11,525.0,0.0,0.0,21000.513918292363,6.5466,14.088911032695218
12,12,525.0,0.0,0.0,21000.513918292363,6.5466,14.088911032695218
13,13,525.0,0.0,0.0,21000.513918292363,6.5466,14.088911032695218
14,14,12000.0,0.0,0.0,1440035.2401114763,6.5466,0.0
15,15,12000.0,0.0,1041273.75977659,4202214.488533827,6.5466,0.0
16,16,12000.0,0.0,3123821.2793297707,62456.420466684554,6.5466,0.0
17,17,12000.0,0.0,3123821.2793297707,51307.99316001979,6.5466,0.0
18,18,12000.0,0.0,1873484.9575494856,1073477.9380714423,6.5466,0.0
19,19,3600.0,0.0,0.0,0.0,6.5466,9.89011270805149
20,20,525.0,400452.41012539354,94458.85206448693,0.0,6.5466,14.088911032695218
21,21,12000.0,0.0,6477178.427279103,3220433.8142143274,6.5466,0.0
22,22,12000.0,0.0,0.0,4320105.720334428,6.5466,0.0
23,23,12000.0,0.0,0.0,3220433.8142143274,6.5466,0.0
24,24,12000.0,0.0,0.0,1073477.9380714423,6.5466,0.0
25,25,12000.0,0.0,0.0,1073477.9380714423,6.5466,0.0
26,26,3600.0,0.0,0.0,0.0,6.5466,9.89011270805149
27,27,3600.0,0.0,0.0,0.0,6.5466,9.89011270805149
