,index,w_ConstructionType,w_Age,w_ConstructionYear,w_HHSize,e_sqm,w_Income,Water,Electricity,w,wf
0,0,ConstructionType_appt,Age_54,ConstructionYear_1945,HHSize_3,72.15835384020001,13685.743750999998,35.1801052231,1022.71890588,1589.1952727272728,1589.1938034259636
1,1,ConstructionType_hous,Age_39,ConstructionYear_1918,HHSize_3,74.0251345408,13813.476533500001,35.718621910100005,1179.39253704,1589.1952727272728,1589.1879185335715
2,2,ConstructionType_hous,Age_64,ConstructionYear_1981,HHSize_3,73.6455415604,13836.926249899998,35.6883132499,1126.69577838,1589.1952727272728,1589.1868383385056
3,3,ConstructionType_hous,Age_29,ConstructionYear_1918,HHSize_4,74.1731902681,13676.649506099999,38.5646267661,1470.65282329,1589.1952727272728,1589.194221884299
4,4,ConstructionType_hous,Age_120,ConstructionYear_1945,HHSize_3,73.5214967933,13787.859607700002,36.325157553000004,1251.32482527,1589.1952727272728,1589.1890987857325
5,5,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_3,72.1541892286,13598.4288526,35.6115500018,1184.32572613,1589.1952727272728,1589.1978258718539
6,6,ConstructionType_hous,Age_64,ConstructionYear_1981,HHSize_5,72.006635625,13429.2966768,46.3939196137,1275.67515207,1589.1952727272728,1589.2056175383968
7,7,ConstructionType_hous,Age_79,ConstructionYear_2011,HHSize_4,72.6437568245,13785.5161879,38.9914971025,1226.12896467,1589.1952727272728,1589.1892069589253
8,8,ConstructionType_hous,Age_64,ConstructionYear_1961,HHSize_3,73.27057681550001,13562.528413499998,35.225524390100006,1553.86003479,1589.1952727272728,1589.1994794689192
9,9,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_4,73.181280713,13653.437187700001,38.2329969671,1395.06884737,1589.1952727272728,1589.1952914794106
10,10,ConstructionType_appt,Age_64,ConstructionYear_1961,HHSize_3,74.0761066631,13670.310387200001,35.8679319475,1238.47136154,1589.1952727272728,1589.194513942463
11,11,ConstructionType_hous,Age_79,ConstructionYear_1918,HHSize_2,73.2428319654,13582.2479799,32.3717660217,992.769948335,1589.1952727272728,1589.1985710290649
12,12,ConstructionType_appt,Age_29,ConstructionYear_1961,HHSize_3,73.6893742316,13638.423175,35.3983405506,1090.8864429000002,1589.1952727272728,1589.1959830276123
13,13,ConstructionType_hous,Age_24,ConstructionYear_1961,HHSize_3,73.3701830377,13687.739826899999,37.2165254934,1150.6457940999999,1589.1952727272728,1589.19371116985
14,14,ConstructionType_hous,Age_120,ConstructionYear_1945,HHSize_3,72.0053678318,13690.884087999999,36.4213130082,1475.06760174,1589.1952727272728,1589.193566655133
15,15,ConstructionType_hous,Age_64,ConstructionYear_1991,HHSize_4,73.1983742381,13402.8966654,41.5738279762,1396.2394327,1589.1952727272728,1589.2068334480857
16,16,ConstructionType_hous,Age_54,ConstructionYear_1991,HHSize_4,72.4429019806,13674.192198299997,40.0270029273,1066.01110821,1589.1952727272728,1589.1943355138483
17,17,ConstructionType_hous,Age_39,ConstructionYear_1945,HHSize_4,73.2710122758,13428.423668599999,41.2580489181,1514.80766208,1589.1952727272728,1589.2056574448316
18,18,ConstructionType_hous,Age_29,ConstructionYear_1945,HHSize_2,74.14453633229999,13608.5044114,29.380968490500003,1205.5993705,1589.1952727272728,1589.1973612187276
19,19,ConstructionType_hous,Age_54,ConstructionYear_1945,HHSize_1,72.56278420550001,13750.498542299998,26.3771756738,1230.38685965,1589.1952727272728,1589.1908201821097
20,20,ConstructionType_appt,Age_29,ConstructionYear_1991,HHSize_1,72.7347577724,13507.4997199,24.4964394591,1251.23898374,1589.1952727272728,1589.2020146828943
21,21,ConstructionType_hous,Age_79,ConstructionYear_1918,HHSize_1,71.1668317191,13694.889803999999,27.5760812258,1166.3815845000001,1589.1952727272728,1589.193382325301
22,22,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_1,71.699799349,13721.397963100002,27.6481447197,1169.12299455,1589.1952727272728,1589.192161008334
23,23,ConstructionType_hous,Age_29,ConstructionYear_1981,HHSize_1,73.36529309069999,13572.915131099999,23.859556059299997,1423.31840982,1589.1952727272728,1589.1990009488272
24,24,ConstructionType_hous,Age_64,ConstructionYear_1945,HHSize_4,72.9875555863,13566.712169499999,39.8654763284,1395.34455865,1589.1952727272728,1589.1992868000727
25,25,ConstructionType_hous,Age_64,ConstructionYear_1981,HHSize_3,72.7775590972,13501.265447799999,36.3014853442,1253.38423174,1589.1952727272728,1589.2023018702403
26,26,ConstructionType_hous,Age_64,ConstructionYear_1970,HHSize_1,71.5759957855,13770.2865068,25.159453961999997,1132.73510139,1589.1952727272728,1589.189908827803
27,27,ConstructionType_hous,Age_79,ConstructionYear_1970,HHSize_4,72.6219398128,13590.449594799999,39.5937583008,1191.69110676,1589.1952727272728,1589.1981933478241
28,28,ConstructionType_hous,Age_39,ConstructionYear_1961,HHSize_4,72.9603660425,13689.4586106,40.1184327498,1417.60627498,1589.1952727272728,1589.1936320890522
29,29,ConstructionType_appt,Age_39,ConstructionYear_1991,HHSize_4,72.866855618,13673.712335299999,39.950868578299996,1377.0054154000002,1589.1952727272728,1589.1943575189377
30,30,ConstructionType_appt,Age_64,ConstructionYear_1945,HHSize_3,73.1485249946,13518.973568700001,34.2980369648,1237.20489364,1589.1952727272728,1589.2014859986107
31,31,ConstructionType_hous,Age_54,ConstructionYear_1961,HHSize_4,73.3244025613,13448.9810706,39.2051908652,1228.2148869999999,1589.1952727272728,1589.2047103873203
32,32,ConstructionType_hous,Age_54,ConstructionYear_1981,HHSize_3,72.4346992362,13873.1941403,35.6578711617,1298.727938,1589.1952727272728,1589.1851678371665
33,33,ConstructionType_hous,Age_64,ConstructionYear_1900,HHSize_3,71.9360718272,13841.601213,35.093828504,1397.6272512,1589.1952727272728,1589.18662339234
34,34,ConstructionType_appt,Age_79,ConstructionYear_1945,HHSize_3,73.428485708,13480.8915426,33.8874018788,843.991925918,1589.1952727272728,1589.203240303252
35,35,ConstructionType_hous,Age_24,ConstructionYear_1918,HHSize_3,73.48644927939999,13692.5068619,34.95645257,1258.2711558,1589.1952727272728,1589.1934915321356
36,36,ConstructionType_appt,Age_79,ConstructionYear_1945,HHSize_3,73.86335772300001,13634.7294482,32.7952487807,1057.36963813,1589.1952727272728,1589.196153147456
37,37,ConstructionType_appt,Age_120,ConstructionYear_1981,HHSize_2,72.85711536390001,13752.6408478,29.8369995179,1075.25903203,1589.1952727272728,1589.1907214202674
38,38,ConstructionType_hous,Age_39,ConstructionYear_1945,HHSize_2,72.872044473,13526.289623299997,30.6218554574,1191.21801503,1589.1952727272728,1589.2011490261302
39,39,ConstructionType_appt,Age_64,ConstructionYear_1961,HHSize_2,72.0778665766,13872.6514366,31.0623673731,1369.07286978,1589.1952727272728,1589.1851929291477
40,40,ConstructionType_appt,Age_64,ConstructionYear_1981,HHSize_4,73.6350423822,13553.6171004,41.7169298495,1109.49144478,1589.1952727272728,1589.1998899110138
41,41,ConstructionType_hous,Age_64,ConstructionYear_2001,HHSize_4,73.8042033676,13380.081467599999,38.8476471038,1407.1106532,1589.1952727272728,1589.2078843559357
42,42,ConstructionType_hous,Age_54,ConstructionYear_1970,HHSize_1,73.9134738812,13737.4530005,25.284587483499998,1239.08942908,1589.1952727272728,1589.191420835543
43,43,ConstructionType_hous,Age_64,ConstructionYear_1918,HHSize_4,74.1507838957,13723.735564300001,39.2915034865,1316.84725919,1589.1952727272728,1589.1920527151185
44,44,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_5,73.7782177607,13862.6530354,45.001969566199996,1494.42250742,1589.1952727272728,1589.185653116907
45,45,ConstructionType_appt,Age_79,ConstructionYear_1918,HHSize_5,73.9768018516,13853.9324381,44.393342902200004,1411.76004881,1589.1952727272728,1589.1860548139807
46,46,ConstructionType_appt,Age_79,ConstructionYear_1981,HHSize_1,73.2799438144,13826.7802368,23.687031765,1089.83682882,1589.1952727272728,1589.1873058414228
47,47,ConstructionType_appt,Age_39,ConstructionYear_1970,HHSize_3,73.69847232149999,13606.0772761,33.8905160827,985.83279499,1589.1952727272728,1589.197473145245
48,48,ConstructionType_appt,Age_64,ConstructionYear_1991,HHSize_5,73.4775361878,13683.633267899999,44.189895597399996,1075.48121927,1589.1952727272728,1589.1939003281082
49,49,ConstructionType_hous,Age_64,ConstructionYear_1961,HHSize_8,74.01042743800001,13544.783286599999,59.4786880106,1355.95282432,1589.1952727272728,1589.2002967750655
50,50,ConstructionType_hous,Age_120,ConstructionYear_1981,HHSize_5,72.39223943409999,13746.520676499998,45.114450183100004,1140.65545528,1589.1952727272728,1589.1910034781495
51,51,ConstructionType_hous,Age_24,ConstructionYear_1918,HHSize_5,73.32352777130001,13663.577495,44.158565306899995,1206.05431181,1589.1952727272728,1589.1948242989617
52,52,ConstructionType_hous,Age_39,ConstructionYear_1961,HHSize_5,75.34076749340001,13505.160104100001,43.2419694796,1421.32187068,1589.1952727272728,1589.202121819436
53,53,ConstructionType_hous,Age_39,ConstructionYear_1918,HHSize_4,73.2506011514,13447.355026299998,40.103640894,1113.66630157,1589.1952727272728,1589.2047853148945
54,54,ConstructionType_appt,Age_54,ConstructionYear_1900,HHSize_2,72.8531353095,13612.767895299998,28.911798346799998,1025.75449961,1589.1952727272728,1589.1971651280933
55,55,ConstructionType_hous,Age_79,ConstructionYear_1918,HHSize_2,73.6017347733,13600.927285799999,31.170516123400002,1121.81431207,1589.1952727272728,1589.1977104170624
56,56,ConstructionType_appt,Age_54,ConstructionYear_1900,HHSize_5,72.82213361630001,13730.355775400001,44.044176496700004,1176.2623225,1589.1952727272728,1589.1917480639383
57,57,ConstructionType_appt,Age_79,ConstructionYear_1900,HHSize_5,73.0935402643,13755.1534105,41.1015246291,1175.8595824000001,1589.1952727272728,1589.1906056124178
58,58,ConstructionType_hous,Age_64,ConstructionYear_1918,HHSize_2,72.62777333470001,13732.1799653,27.1166653985,1192.20524679,1589.1952727272728,1589.1916640709874
59,59,ConstructionType_hous,Age_64,ConstructionYear_1918,HHSize_3,72.32256445270001,13900.174381499999,32.603048537,1161.09936625,1589.1952727272728,1589.183924931277
60,60,ConstructionType_hous,Age_64,ConstructionYear_1900,HHSize_2,72.6617452241,13427.6938165,31.2347394472,1273.50572243,1589.1952727272728,1589.2056912181142
61,61,ConstructionType_hous,Age_79,ConstructionYear_1945,HHSize_4,73.09895830229999,13596.500291299999,40.244752730900004,1300.38860353,1589.1952727272728,1589.1979144848121
