,Electricity,Water,e_sqm,real_index,sw,w,w_Age,w_ConstructionType,w_ConstructionYear,w_HHSize,w_Income,wf
0,1109.7887301031747,25.97180978909965,73.94406469884619,0.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_2035,HHSize_1,13542.888640839563,1537.2595897608032
1,1083.9092189689798,41.6911179351682,73.29228322311005,1.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1981,HHSize_4,13724.561191022005,1177.2635862219806
2,1183.204898324023,33.04139960545151,73.72168016220294,2.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1970,HHSize_2,13641.058403031377,1552.2617493301032
3,976.1811814288608,32.839793493879014,74.29028591016262,3.0,1.0,1,Age_39,ConstructionType_hous,ConstructionYear_2011,HHSize_2,13578.47749572514,1546.26037270591
4,1482.3107276900187,30.856207589642374,71.70760138356917,4.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1961,HHSize_2,13632.70941010498,1556.2615654270307
5,1301.5521556632907,45.87000638067129,71.77838698589915,5.0,1.0,1,Age_39,ConstructionType_hous,ConstructionYear_1961,HHSize_5,13635.138767629749,1548.2616188774261
6,1279.780292339427,30.60499291227261,73.05189134055657,6.0,11.0,1,Age_54,ConstructionType_appt,ConstructionYear_1900,HHSize_2,13582.966347040294,1187.2604713072299
7,1075.2189406048778,39.7289916301152,73.21236472427051,7.0,11.0,1,Age_120,ConstructionType_appt,ConstructionYear_1900,HHSize_4,13641.86956849347,1207.2617671126966
8,1317.9698406316095,31.562112776943486,72.63635263849083,8.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_1900,HHSize_2,13563.313913033608,1550.260038934084
9,1096.4987582726917,30.110611778493137,73.10678540130905,9.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1970,HHSize_2,13691.959483015537,1174.262869009002
10,1123.7240621415378,29.732236662957863,72.2817692489518,10.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1981,HHSize_2,13707.113087398538,1205.2632022695514
11,1210.8554579182705,37.1472570571346,72.62527306794604,11.0,21.0,1,Age_54,ConstructionType_appt,ConstructionYear_1945,HHSize_3,13735.759608136223,916.2638324914872
12,1317.6637898927165,47.339875034577595,73.47963089406628,12.0,1.0,1,Age_29,ConstructionType_hous,ConstructionYear_1945,HHSize_5,13558.898980638474,1559.2599419109658
13,1064.4553798969084,37.3174286480055,72.19930011534791,13.0,21.0,1,Age_120,ConstructionType_appt,ConstructionYear_1918,HHSize_3,13733.766169747705,935.2637885878914
