,Electricity,Water,e_sqm,real_index,sw,w,w_Age,w_ConstructionType,w_ConstructionYear,w_HHSize,w_Income,wf
0,1077.7186109581978,38.47681645613177,73.25325464924386,0.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1918,HHSize_3,13662.392888445682,1328.870723026822
1,942.7276934026463,31.498816480161878,73.45290587763043,1.0,21.0,1,Age_29,ConstructionType_appt,ConstructionYear_1961,HHSize_2,13910.887552674072,1194.8637240253213
2,1253.4681462825654,25.734883541731534,72.52833947360624,2.0,1.0,1,Age_39,ConstructionType_hous,ConstructionYear_1961,HHSize_1,13427.635503871441,1449.8773351929597
3,1307.2978677193464,38.61439670075315,72.50416228069021,3.0,21.0,1,Age_64,ConstructionType_appt,ConstructionYear_1945,HHSize_3,13718.985572970683,1206.8691291803175
4,1428.2005034349252,41.37100684223832,73.91650723135615,4.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1945,HHSize_4,13454.991782359317,1447.8765644802386
5,1079.189579162421,40.14652831128127,74.2026019554582,5.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1961,HHSize_4,13636.15023641233,1449.8714620212045
6,1071.980407121286,32.71876998320511,72.27172706232244,6.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1961,HHSize_2,13406.155232979172,1440.8779402333755
7,1055.1656186377695,32.10028462394492,72.08557594420195,7.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1945,HHSize_2,13480.618043870678,1449.8758429796235
8,1340.6950066486274,30.31607782484407,73.46882379214955,8.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1945,HHSize_2,13641.498319474058,1444.8713114998604
9,1120.1035015627626,25.31063344601573,72.56968112227649,9.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_1918,HHSize_1,13415.651777750349,1449.8776727140619
10,1186.8031786675042,37.15642907952454,73.07377200962122,10.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1918,HHSize_3,13884.324262238744,1311.8644722482745
11,1179.9988303515754,28.431163454139675,74.2210865614195,11.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_2001,HHSize_1,13809.219975577123,1310.8665874250912
12,1258.6945182732168,34.882021152387786,73.0236636958778,12.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1981,HHSize_3,13696.525088053142,1317.869761711331
13,1275.1783526465815,31.24918211201692,73.68179880003746,13.0,21.0,1,Age_54,ConstructionType_appt,ConstructionYear_1945,HHSize_2,13761.95109729582,1191.8679188581114
14,1254.7945462433377,32.85573107141622,73.1049549131109,14.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_1900,HHSize_2,13458.31728363676,1453.8764709384916
15,1205.2543132613314,31.398592105449943,72.75406611518497,15.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1945,HHSize_2,13778.075792714986,1317.8674648362455
16,1267.9652457269692,34.643848994833085,71.95365266018466,16.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1918,HHSize_3,13794.709892867842,1310.8669964493774
17,1091.3006493569794,36.512667316184114,72.2439821579417,17.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1900,HHSize_3,13665.069400941853,1335.870647793655
18,1292.3631159019526,35.54448916067439,72.47717906587485,18.0,11.0,1,Age_79,ConstructionType_appt,ConstructionYear_1900,HHSize_3,13560.744008423799,1331.8735861358316
19,1091.6933228553357,33.01238985780818,73.533295910568,19.0,1.0,1,Age_24,ConstructionType_hous,ConstructionYear_1900,HHSize_2,13635.180238314299,1444.8714894429947
20,1433.027011325997,25.63016217354205,73.18374007841349,20.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1970,HHSize_1,13555.50119800144,1446.8737336945858
21,1002.524355821382,30.59428159986024,72.205834220714,21.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1945,HHSize_2,13750.22361173772,1330.868249388996
22,1016.9351498469076,31.295073104312376,73.45748877771793,22.0,1.0,1,Age_29,ConstructionType_hous,ConstructionYear_1945,HHSize_2,13473.008044134165,1444.8760571127655
23,1446.948697425369,36.492706972931344,74.41080212659571,23.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1945,HHSize_3,13730.273909734537,1297.8688109500033
24,1020.0673547946968,32.77428576280294,74.16548503191518,24.0,11.0,1,Age_24,ConstructionType_hous,ConstructionYear_1981,HHSize_2,13780.403435919035,1330.8673990654058
25,1069.1766979469867,38.22548968211553,73.0907140758585,25.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1981,HHSize_3,13886.654845798765,1322.8644066037743
26,1147.7175221228752,27.765751508955088,73.02842779457474,26.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1945,HHSize_1,13475.793894028013,1447.8759787125482
27,1051.817719530226,24.773880455053664,72.90351981201984,27.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1945,HHSize_1,13885.751192462625,1333.8644320839473
28,1222.6517648836752,33.45043527345891,72.74766647117647,28.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1945,HHSize_3,13804.988498798262,1313.8667068275058
29,1138.3609323160902,32.61323917102145,73.68776823049409,29.0,21.0,1,Age_79,ConstructionType_appt,ConstructionYear_2011,HHSize_2,13814.69721015946,1178.866433237685
30,1517.386147630769,31.855673782425622,73.93172000100901,30.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1945,HHSize_2,13621.705692344563,1448.8718688991028
31,1038.7432622987303,37.06970042476736,72.14900927740781,31.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1945,HHSize_3,13797.075293266198,1331.8669297970066
32,1177.5579397870272,30.202688729558176,73.22515511069481,32.0,21.0,1,Age_79,ConstructionType_appt,ConstructionYear_1918,HHSize_2,13650.545519782945,1213.871056719698
33,1310.8590822214771,30.80860595823896,73.15058720810197,33.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1918,HHSize_2,13643.531125505962,1445.8712542931614
34,1129.3906710908307,31.279796131185517,72.47561631315361,34.0,21.0,1,Age_39,ConstructionType_appt,ConstructionYear_1945,HHSize_2,13752.307804654212,1205.868190647933
35,1055.4544280666466,31.60167196920857,72.16524046987405,35.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1961,HHSize_2,13835.175379894454,1306.865856687428
36,1211.2303155639995,33.74704162627711,73.61195639322642,36.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_1945,HHSize_2,13546.940874989212,1450.873974734843
37,1319.6402950256736,35.61662139060755,72.49218016490362,37.0,11.0,1,Age_79,ConstructionType_appt,ConstructionYear_1961,HHSize_3,13512.928777718635,1316.8749328726462
38,1232.4965826720402,42.462257511138745,73.360132910989,38.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1961,HHSize_4,13799.482736336542,1312.8668618084268
39,1047.2629861293642,36.50562908769104,73.42332212462892,39.0,1.0,1,Age_120,ConstructionType_hous,ConstructionYear_1991,HHSize_3,13624.951231693094,1444.8717775643545
40,1201.1225691713496,41.803204568224814,72.31596377575072,40.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1945,HHSize_4,13703.824704329729,1323.8695562203784
41,1321.7969354758725,37.59107474334228,74.06679901921464,41.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1961,HHSize_3,13755.128162389829,1330.8681109699949
42,1247.9003669308865,32.55513665161054,73.6125747313606,42.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1961,HHSize_2,13664.637407050119,1304.8706597548064
43,1254.2266586432934,32.23368305000528,72.67907492508414,43.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_1961,HHSize_2,13572.398235086765,1444.873257856661
44,949.5368416250284,31.71433220442948,73.1690818614946,44.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1961,HHSize_2,13847.001025807434,1321.8655234611956
45,1071.1348471528383,27.144265273805818,73.37985392623122,45.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1961,HHSize_1,13722.70494053598,1304.8690242898824
46,1480.5886518689633,29.887701942142034,71.83636190451347,46.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1918,HHSize_2,13752.801817836167,1332.868176828614
47,1106.6226703791904,35.473581150686336,72.27420129238132,47.0,11.0,1,Age_39,ConstructionType_hous,ConstructionYear_1900,HHSize_3,13844.064168274343,1327.8656063142716
48,1109.7716579893263,34.818815809554714,72.98583377885011,48.0,1.0,1,Age_120,ConstructionType_hous,ConstructionYear_1900,HHSize_3,13625.677104597173,1444.8717571857314
49,1385.0510187402185,47.28544074074786,71.23111327562538,49.0,11.0,1,Age_24,ConstructionType_hous,ConstructionYear_1961,HHSize_5,13812.737600570037,1313.8664887997033
50,1326.4893113797634,36.447489765529795,71.67194378983527,50.0,1.0,1,Age_39,ConstructionType_hous,ConstructionYear_1945,HHSize_3,13537.666262807468,1450.8742362509574
51,1085.5607609889666,26.799451104801484,71.25188235248226,51.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1945,HHSize_1,13618.768843046379,1451.8719520207565
52,1320.2263755646225,26.396250858089967,74.47543098418791,52.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1918,HHSize_1,13425.925796202951,1441.8773830544683
53,1140.1139972998262,48.937536779260256,73.55760553179827,53.0,11.0,1,Age_54,ConstructionType_appt,ConstructionYear_2001,HHSize_6,13574.375724151314,1322.8732020295072
54,1263.3812331671609,37.01191191970446,73.2560048040681,54.0,11.0,1,Age_79,ConstructionType_appt,ConstructionYear_1900,HHSize_3,13568.394066184981,1325.8733705509674
55,1083.8979284733211,26.527766127195267,73.83269365353047,55.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1900,HHSize_1,13812.001099906982,1343.8665091519488
56,1249.0665560812236,34.62969912647189,73.00324361419428,56.0,11.0,1,Age_29,ConstructionType_hous,ConstructionYear_1900,HHSize_3,13917.481936303468,1329.8635383574317
57,1308.0824342593758,44.45221761863197,74.12260621116498,57.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1918,HHSize_4,13812.538788562857,1333.8664939635032
58,1152.3581203846404,42.70802024069412,74.07816894738497,58.0,21.0,1,Age_79,ConstructionType_appt,ConstructionYear_1918,HHSize_4,13797.89452673618,1197.8669064346427
59,1370.3031221131794,44.20880884966094,72.51212982674085,59.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_2001,HHSize_4,13689.933460840744,1327.8699474449882
60,1201.2395448697284,40.10637443260908,73.18376350593047,60.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_1981,HHSize_4,13509.054566042869,1443.8750418862435
61,1183.1132884665953,37.57566065110943,72.74068206879457,61.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1991,HHSize_3,13842.983118480352,1325.8656366921368
62,1120.9453238085339,37.869847047609035,71.97250312779505,62.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1961,HHSize_3,13677.694440753785,1297.8702922438556
63,1355.3080634704734,36.18039128066842,73.07189177024625,63.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_1945,HHSize_3,13635.245917536391,1450.8714876613888
64,1391.4622470728768,24.17911492649737,73.05593590127225,64.0,11.0,1,Age_120,ConstructionType_hous,ConstructionYear_2011,HHSize_1,13712.264178928139,1306.8693184083938
65,1264.578596684936,46.35630674244798,72.24768501047954,65.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1945,HHSize_5,13549.580676600557,1448.8739005890855
66,1009.9517182608329,25.87050007193677,73.9134560970381,66.0,11.0,1,Age_79,ConstructionType_appt,ConstructionYear_1961,HHSize_1,13294.697098003271,1333.8810792610211
67,1122.1402994253303,27.127712186313715,72.23703882130106,67.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_1900,HHSize_1,13545.44939670329,1446.8740169510581
68,1415.0525102914746,51.225303155874435,73.54012003944825,68.0,1.0,1,Age_29,ConstructionType_hous,ConstructionYear_1900,HHSize_6,13626.514873125854,1448.8717335063834
69,1302.112585224057,46.35605528468666,73.56212178977023,69.0,11.0,1,Age_54,ConstructionType_appt,ConstructionYear_1900,HHSize_5,13530.335187740791,1302.8744424520762
70,1369.8366741943412,42.56983611575067,73.33798071901207,70.0,1.0,1,Age_39,ConstructionType_hous,ConstructionYear_1945,HHSize_4,13526.207024629473,1448.8745587553879
71,1149.6297775711846,41.519508642357785,73.35991232952203,71.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1900,HHSize_4,13835.316706513999,1314.86585252744
