,Electricity,Water,e_sqm,real_index,sw,w,w_Age,w_ConstructionType,w_ConstructionYear,w_HHSize,w_Income,wf
0,1054.75948003,37.2487511556,71.88744214409999,0.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_1945,HHSize_4,13743.329304299998,1629.015644063967
1,1139.38743672,32.792757283,73.8253552772,1.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1945,HHSize_2,13785.105363,1594.0128593924915
2,1104.04659992,31.9168169158,73.1019216017,2.0,11.0,1,Age_120,ConstructionType_hous,ConstructionYear_1970,HHSize_2,13775.2696622,1584.0135151083373
3,1521.30525045,33.9493008388,72.6803006205,3.0,11.0,1,Age_39,ConstructionType_appt,ConstructionYear_2016,HHSize_3,13397.1015776,1627.0387166018895
4,1315.20085176,31.188037381399997,71.489173632,4.0,11.0,1,Age_54,ConstructionType_hous,ConstructionYear_1991,HHSize_2,13739.9907776,1590.0158666862367
5,1128.443585,36.875069146,72.8653099572,5.0,21.0,1,Age_39,ConstructionType_appt,ConstructionYear_1991,HHSize_3,13746.905525,1244.01540539818
6,1342.49998581,40.0374671746,74.4073253508,6.0,11.0,1,Age_79,ConstructionType_appt,ConstructionYear_1961,HHSize_4,13291.199231,1625.0457733799803
7,1469.63879592,38.7027524154,71.63438080479999,7.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_1961,HHSize_4,13547.4447354,2043.0286980146489
8,1257.6890181,36.9757354926,72.6004904104,8.0,1.0,1,Age_64,ConstructionType_hous,ConstructionYear_1981,HHSize_3,13582.7847283,2041.0263425930011
9,1212.67754425,31.050521347199997,71.7537286107,9.0,11.0,1,Age_64,ConstructionType_hous,ConstructionYear_2020,HHSize_2,13872.3851563,1609.0070437545746
10,1225.78355471,33.703463915,72.98965189399999,10.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1991,HHSize_3,13834.4907478,1604.0095686193804
11,1342.49220096,30.5342259077,73.8296995732,11.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_2020,HHSize_2,13538.8632583,2050.0292691073982
12,1511.38026519,44.8835208025,74.2318961045,12.0,1.0,1,Age_79,ConstructionType_hous,ConstructionYear_2020,HHSize_5,13411.1083761,2030.0377826242811
13,1285.03434621,45.087798034799995,74.153473756,13.0,11.0,1,Age_39,ConstructionType_appt,ConstructionYear_1981,HHSize_5,13626.3032465,1583.0234419458639
14,1392.83253181,36.6596996117,74.1778277897,14.0,1.0,1,Age_29,ConstructionType_hous,ConstructionYear_1991,HHSize_3,13568.6013907,2028.0272872180371
15,1319.68235243,40.1100223373,72.3004448525,15.0,21.0,1,Age_64,ConstructionType_appt,ConstructionYear_1981,HHSize_4,13793.373735100002,1249.0123089308763
16,1501.45102158,36.2476087343,72.73410361270001,16.0,11.0,1,Age_120,ConstructionType_hous,ConstructionYear_2030,HHSize_3,13783.0575783,1608.0129962479277
17,1316.95919955,36.0392181868,72.8681222037,17.0,1.0,1,Age_39,ConstructionType_hous,ConstructionYear_2011,HHSize_3,13421.780191,2040.0370719335688
18,1435.73012748,36.848468448,72.6357455935,18.0,1.0,1,Age_39,ConstructionType_hous,ConstructionYear_2011,HHSize_3,13505.8173959,2047.0314717283445
19,1025.49676919,32.0378739193,72.9103602374,19.0,11.0,1,Age_120,ConstructionType_hous,ConstructionYear_2011,HHSize_2,13852.9326271,1608.0083396712948
20,1005.52286766,35.7171859732,73.0359489154,20.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_2011,HHSize_3,13753.6271549,1608.0149573994536
21,1016.83246945,29.6274619706,72.8028115465,21.0,1.0,1,Age_54,ConstructionType_hous,ConstructionYear_2030,HHSize_2,13635.364765399998,2027.0228385565729
22,1394.26481101,38.895951533499996,72.2379051213,22.0,11.0,1,Age_79,ConstructionType_hous,ConstructionYear_1900,HHSize_3,13757.8058999,1602.0146792102128
